RunTime,ExecutableName
2019-03-19 13:25:26,\VOLUME{01d4de9e09d44c1a-b009e7a9}\PROGRAM FILES (X86)\7-ZIP\7Z.EXE
2019-03-19 13:25:22,\VOLUME{01d4de9e09d44c1a-b009e7a9}\PROGRAM FILES (X86)\7-ZIP\7Z.EXE
2019-03-19 13:24:27,\VOLUME{01d4de9e09d44c1a-b009e7a9}\PROGRAM FILES (X86)\7-ZIP\7Z.EXE
2019-03-19 13:21:29,\VOLUME{01d4de9e09d44c1a-b009e7a9}\USERS\IEUSER\APPDATA\LOCAL\TEMP\CHOCOLATEY\CHOCINSTALL\7ZA.EXE
2019-03-19 13:06:08,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_BASE.EXE
2019-03-19 13:06:11,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA.EXE
2019-03-19 13:05:59,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_ENGINE.EXE
2019-05-26 08:29:29,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2019-03-19 13:22:51,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2019-03-19 13:21:17,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2019-03-19 13:20:10,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2019-03-19 13:07:07,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2019-03-19 13:01:24,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2019-03-19 13:00:26,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2019-03-19 13:22:56,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2019-03-19 13:07:07,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2019-03-19 13:04:03,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2019-05-26 08:49:56,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2019-03-19 13:17:43,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE
2019-03-19 13:17:43,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE
2019-03-19 13:08:58,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE
2019-03-19 13:06:25,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE
2019-03-19 13:12:37,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BACKGROUNDTRANSFERHOST.EXE
2019-03-19 13:21:30,\VOLUME{01d4de9e09d44c1a-b009e7a9}\BGINFO\BGINFO.EXE
2019-03-19 13:20:23,\VOLUME{01d4de9e09d44c1a-b009e7a9}\BGINFO\BGINFO.EXE
2019-03-19 13:07:19,\VOLUME{01d4de9e09d44c1a-b009e7a9}\BGINFO\BGINFO.EXE
2019-03-19 13:00:42,\VOLUME{01d4de9e09d44c1a-b009e7a9}\BGINFO\BGINFO.EXE
2019-05-26 08:29:30,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BROWSER_BROKER.EXE
2019-03-19 13:20:11,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BROWSER_BROKER.EXE
2019-03-19 13:07:07,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BROWSER_BROKER.EXE
2019-03-19 13:05:01,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\BYTECODEGENERATOR.EXE
2019-03-19 13:21:41,\VOLUME{01d4de9e09d44c1a-b009e7a9}\PROGRAMDATA\CHOCOLATEY\CHOCO.EXE
2019-03-19 13:21:38,\VOLUME{01d4de9e09d44c1a-b009e7a9}\PROGRAMDATA\CHOCOLATEY\CHOCO.EXE
2019-03-19 13:21:41,\VOLUME{01d4de9e09d44c1a-b009e7a9}\PROGRAMDATA\CHOCOLATEY\BIN\CHOCO.EXE
2019-05-26 08:53:02,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\CMD.EXE
2019-05-26 08:30:08,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\CMD.EXE
2019-03-19 13:28:16,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\CMD.EXE
2019-03-19 13:25:15,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\CMD.EXE
2019-03-19 13:24:27,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\CMD.EXE
2019-03-19 13:24:17,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\CMD.EXE
2019-03-19 13:24:17,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\CMD.EXE
2019-03-19 13:24:05,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSTEM32\CMD.EXE
2019-05-26 08:39:30,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSWOW64\CMD.EXE
2019-03-19 13:00:16,\VOLUME{01d4de9e09d44c1a-b009e7a9}\WINDOWS\SYSWOW64\CMD.EXE
