Hash,Id,Offset,OwnerSid,GroupSid,Control,SaclAceCount,UniqueSaclAceTypes,DaclAceCount,UniqueDaclAceTypes,FileOffset,SourceFile
D2D90398,2489,1611152,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,4,AccessAllowed,1873296,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
D2DC0B98,2490,1611424,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,4,AccessAllowed,1873568,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
D0483ECB,2491,1611696,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,1,SystemMandatoryLabel,3,AccessAllowed,1873840,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
5207AEB1,2492,1611920,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,1,SystemMandatoryLabel,4,AccessAllowed,1874064,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
D0487ECD,2493,1612160,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeSelfRelative,1,SystemMandatoryLabel,3,AccessAllowed,1874304,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
8622E02C,2494,1612384,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,4,AccessAllowed,1874528,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
8627E82C,2495,1612656,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,4,AccessAllowed,1874800,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
5103DAEC,2496,1612928,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,4,AccessAllowed,1875072,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
6D88A5E2,2497,1613168,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeDaclAutoInherited|SeSelfRelative,0,,4,AccessDenied|AccessAllowed,1875312,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
9912F0B6,2498,1613376,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeDaclAutoInherited|SeSelfRelative,0,,6,AccessAllowed,1875520,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
5722F738,2499,1613696,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeDaclAutoInherited|SeSelfRelative,0,,4,AccessAllowed,1875840,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
57227638,2500,1613936,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,156,,4,AccessAllowed,1876080,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
76DD5BDC,2501,1614176,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,4,AccessAllowed,1876320,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
76DC63DC,2502,1614448,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,4,AccessAllowed,1876592,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
07D2EF93,2503,1614720,S-1-5-21-2232410529-1445159330-2725690660-1108,S-1-5-21-2232410529-1445159330-2725690660-513,SeDaclPresent|SeDaclAutoInherited|SeSelfRelative,0,,6,AccessAllowed,1876864,D:\dfirmadness\DESKTOP-E01\tout\H\$Secure_$SDS
