Volume,FullPath,UUID,DriveLabel,SizeInBytes,DriveFormat,DriveModel,DeviceType,DeviceFile,DeviceSerialNumber,SourceFile
serial:2861697153,C:\,09931f21-7faf-44a9-81d8-1e73c14b9eaf,,511464960000,ntfs,,internal,\\?\Volume{09931f21-7faf-44a9-81d8-1e73c14b9eaf}\,2861697153,C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Local\Google\Drive\user_default\snapshot.db
