Timestamp,BatchKeyPath,KeyName,BatchValueName,ProfileImagePath
2018-09-15 05:12:17.1554105,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-18,S-1-5-18,Multiple,%systemroot%\system32\config\systemprofile
2018-09-15 05:12:17.1554105,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-19,S-1-5-19,Multiple,%systemroot%\ServiceProfiles\LocalService
2018-09-15 05:12:17.1554105,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-20,S-1-5-20,Multiple,%systemroot%\ServiceProfiles\NetworkService
2021-02-14 02:33:29.5970770,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-21-3064058907-2826536974-2889819764-1106,S-1-5-21-3064058907-2826536974-2889819764-1106,Multiple,C:\Users\anit.ghosh
2021-02-14 02:24:41.2778111,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-21-3064058907-2826536974-2889819764-500,S-1-5-21-3064058907-2826536974-2889819764-500,Multiple,C:\Users\Administrator
2020-08-01 22:10:04.6245244,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-21-672274782-2342008316-3472871522-1001,S-1-5-21-672274782-2342008316-3472871522-1001,Multiple,C:\Users\User
