RunTime,ExecutableName
2018-03-27 09:33:20,\VOLUME{0000000000000000-4c36f4ac}\AKMONITOR\AKMONITOR.EXE
2018-03-27 09:23:46,\VOLUME{0000000000000000-4c36f4ac}\AKMONITOR\AKMONITOR.EXE
2018-03-27 09:23:02,\VOLUME{0000000000000000-4c36f4ac}\AKMONITOR\AKMONITOR.EXE
2018-04-04 05:57:29,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_BASE_PATCH1.EXE
2018-04-04 05:57:30,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA.EXE
2018-04-03 06:01:26,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA.EXE
2018-04-05 04:17:15,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA_PATCH_1.265.5.0.EXE
2018-04-06 03:47:57,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SOFTWAREDISTRIBUTION\DOWNLOAD\INSTALL\AM_DELTA_PATCH_1.265.91.0.EXE
2018-04-04 05:57:27,AM_ENGINE_PATCH_1.1.14600.4.E
2018-03-27 23:38:50,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2018-03-27 10:47:55,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2018-03-27 09:27:12,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\APPLICATIONFRAMEHOST.EXE
2018-04-06 12:35:08,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\AUDIODG.EXE
2018-04-06 12:29:32,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\AUDIODG.EXE
2018-04-06 08:25:30,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\AUDIODG.EXE
2018-04-06 03:38:36,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\AUDIODG.EXE
2018-04-05 07:55:03,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\AUDIODG.EXE
2018-04-05 06:05:46,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\AUDIODG.EXE
2018-04-05 05:48:54,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\AUDIODG.EXE
2018-04-05 05:40:49,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\AUDIODG.EXE
2018-04-06 12:46:39,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-06 08:30:48,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-05 06:06:42,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-05 02:05:03,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-05 01:50:46,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-02 01:43:39,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-03-31 19:50:08,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-03-28 01:30:19,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-06 12:27:08,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-05 07:02:27,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-05 02:32:32,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-04 05:00:27,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-04 04:31:47,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-03 05:58:05,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-03-30 02:15:53,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-03-28 00:47:14,\VOLUME{01d3c5cc91d8a333-aa920881}\WINDOWS\SYSTEM32\BACKGROUNDTASKHOST.EXE
2018-04-05 02:05:01,\VOLUME{01d3c5cc91d8a333-aa920881}\PROGRAM FILES\BOX\BOX SYNC\BOXSYNC.EXE
2018-03-29 20:23:34,\VOLUME{01d3c5cc91d8a333-aa920881}\PROGRAM FILES\BOX\BOX SYNC\BOXSYNC.EXE
2018-03-28 00:50:59,\VOLUME{01d3c5cc91d8a333-aa920881}\PROGRAM FILES\BOX\BOX SYNC\BOXSYNC.EXE
2018-03-28 00:44:34,\VOLUME{01d3c5cc91d8a333-aa920881}\PROGRAM FILES\BOX\BOX SYNC\BOXSYNC.EXE
2018-03-28 00:44:06,\VOLUME{01d3c5cc91d8a333-aa920881}\USERS\JCLOUDY\APPDATA\LOCAL\TEMP\{9EBCAC37-0510-410F-8500-9B9A88A0BCC8}\.BE\BOXSYNCSETUP.EXE
