Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,ConnectedTime,ConnectStartTime,InterfaceLuid,InterfaceType,L2ProfileFlags,L2ProfileId,ProfileName
98,2018-03-29 17:00:00,,,,UnknownOrUserSid,,,2,1,149417,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
99,2018-03-29 18:01:00,,,,UnknownOrUserSid,,,2,1,153081,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
100,2018-03-29 18:01:00,,,,UnknownOrUserSid,,,2,1,153077,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
101,2018-03-29 19:02:00,,,,UnknownOrUserSid,,,2,1,156741,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
102,2018-03-29 19:02:00,,,,UnknownOrUserSid,,,2,1,156737,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
103,2018-03-29 20:03:00,,,,UnknownOrUserSid,,,2,1,160401,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
104,2018-03-29 20:03:00,,,,UnknownOrUserSid,,,2,1,160397,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
105,2018-03-29 21:04:00,,,,UnknownOrUserSid,,,2,1,164061,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
106,2018-03-29 21:04:00,,,,UnknownOrUserSid,,,2,1,164057,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
107,2018-03-29 22:05:00,,,,UnknownOrUserSid,,,2,1,167721,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
108,2018-03-29 22:05:00,,,,UnknownOrUserSid,,,2,1,167717,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
109,2018-03-29 23:06:00,,,,UnknownOrUserSid,,,2,1,171381,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
110,2018-03-29 23:06:00,,,,UnknownOrUserSid,,,2,1,171377,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
111,2018-03-30 00:07:00,,,,UnknownOrUserSid,,,2,1,175041,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
112,2018-03-30 00:07:00,,,,UnknownOrUserSid,,,2,1,175037,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
113,2018-03-30 01:08:00,,,,UnknownOrUserSid,,,2,1,178701,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
114,2018-03-30 01:08:00,,,,UnknownOrUserSid,,,2,1,178697,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
115,2018-03-30 02:09:00,,,,UnknownOrUserSid,,,2,1,182361,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
116,2018-03-30 02:09:00,,,,UnknownOrUserSid,,,2,1,182357,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
117,2018-03-30 03:29:00,,,,UnknownOrUserSid,,,2,1,187120,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
118,2018-03-30 03:29:00,,,,UnknownOrUserSid,,,2,1,185618,2018-03-27 23:29:42.4985515,36873771772018688,IF_TYPE_TUNNEL,0,0,
119,2018-03-30 03:29:00,,,,UnknownOrUserSid,,,2,1,35,2018-03-30 03:27:43.1324550,36873771772018688,IF_TYPE_TUNNEL,0,0,
120,2018-03-30 04:29:00,,,,UnknownOrUserSid,,,2,1,190761,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
121,2018-03-30 04:29:00,,,,UnknownOrUserSid,,,2,1,2307,2018-03-30 03:27:43.1324550,36873771772018688,IF_TYPE_TUNNEL,0,0,
122,2018-03-30 04:29:00,,,,UnknownOrUserSid,,,2,1,326,2018-03-30 04:23:33.1220585,36873771772018688,IF_TYPE_TUNNEL,0,0,
123,2018-03-30 21:10:00,,,,UnknownOrUserSid,,,2,1,250813,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
124,2018-03-30 21:10:00,,,,UnknownOrUserSid,,,2,1,3328,2018-03-30 04:23:33.1220585,36873771772018688,IF_TYPE_TUNNEL,0,0,
125,2018-03-30 21:10:00,,,,UnknownOrUserSid,,,2,1,6,2018-03-30 21:09:09.9500514,36873771772018688,IF_TYPE_TUNNEL,0,0,
126,2018-03-30 21:10:00,,,,UnknownOrUserSid,,,2,1,33,2018-03-30 21:09:19.2950136,36873771772018688,IF_TYPE_TUNNEL,0,0,
127,2018-03-31 04:13:00,,,,UnknownOrUserSid,,,2,1,276142,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
128,2018-03-31 04:13:00,,,,UnknownOrUserSid,,,2,1,891,2018-03-30 21:09:19.2950136,36873771772018688,IF_TYPE_TUNNEL,0,0,
129,2018-03-31 04:13:00,,,,UnknownOrUserSid,,,2,1,41,2018-03-31 04:11:20.5738825,36873771772018688,IF_TYPE_TUNNEL,0,0,
130,2018-03-31 05:13:00,,,,UnknownOrUserSid,,,2,1,279801,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
131,2018-03-31 05:13:00,,,,UnknownOrUserSid,,,2,1,3699,2018-03-31 04:11:20.5738825,36873771772018688,IF_TYPE_TUNNEL,0,0,
132,2018-03-31 17:41:00,,,,UnknownOrUserSid,,,2,1,324676,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
133,2018-03-31 17:41:00,,,,UnknownOrUserSid,,,2,1,4053,2018-03-31 04:11:20.5738825,36873771772018688,IF_TYPE_TUNNEL,0,0,
134,2018-03-31 18:41:00,,,,UnknownOrUserSid,,,2,1,328281,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
