SourceFile,SourceCreated,SourceModified,SourceAccessed,AppId,AppIdDescription,HasSps,DestListVersion,LastUsedEntryNumber,MRU,EntryNumber,CreationTime,LastModified,Hostname,MacAddress,Path,InteractionCount,PinStatus,FileBirthDroid,FileDroid,VolumeBirthDroid,VolumeDroid,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,CommonPath,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,TrackerCreatedOn,ExtraBlocksPresent,Arguments,Notes
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,13,11,,2018-03-31 04:23:25.3057003,,,C:\Users\jcloudy\Desktop\Huckleberry.png,1,False,,,,,,,,0,,,0,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\Huckleberry.png,,My Computer\C:\Users\jcloudy\Desktop\Huckleberry.png,0x0,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,14,10,,2018-03-31 04:19:35.1249799,,,C:\Users\jcloudy\Desktop\DemLogic.jpg,1,False,,,,,,,,0,,,0,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\DemLogic.jpg,,My Computer\C:\Users\jcloudy\Desktop\DemLogic.jpg,0x0,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,15,F,,2018-03-31 04:16:59.5808417,,,C:\Users\jcloudy\Desktop\RedGuns.jpg,1,False,,,,,,,,0,,,0,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\RedGuns.jpg,,My Computer\C:\Users\jcloudy\Desktop\RedGuns.jpg,0x0,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,16,D,,2018-03-31 04:15:53.7358943,,,C:\Users\jcloudy\Desktop\BladeofGrass.jpg,1,False,,,,,,,,0,,,0,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\BladeofGrass.jpg,,My Computer\C:\Users\jcloudy\Desktop\BladeofGrass.jpg,0x0,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,17,C,,2018-03-30 21:22:55.9877042,,,C:\Users\jcloudy\Desktop\CubaDearmed.jpg,1,False,,,,,2018-03-30 21:22:55.9062541,2018-03-30 21:22:56.1556459,2018-03-30 21:22:40.4354455,83378,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\CubaDearmed.jpg,,My Computer\Desktop\CubaDearmed.jpg,0x0,,desktop-pm6c56d,28:e3:47:01:77:77,2018-03-30 05:03:09.1838724,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,18,9,,2018-03-30 03:33:50.8410842,,,C:\Users\jcloudy\Desktop\DarkWolf.png,1,False,,,,,,,,0,,,0,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\DarkWolf.png,,My Computer\C:\Users\jcloudy\Desktop\DarkWolf.png,0x0,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,19,7,,2018-03-30 03:31:10.9303945,,,C:\Users\jcloudy\Desktop\MyTiredHead.jpg,1,False,,,,,,,,0,,,0,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\MyTiredHead.jpg,,My Computer\C:\Users\jcloudy\Desktop\MyTiredHead.jpg,0x0,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,20,2,2018-03-27 12:13:12.5001616,2018-03-27 09:51:12.4275665,desktop-pm6c56d,ec:f4:bb:48:7f:ed,C:\Users\jcloudy\OneDrive\Getting started with OneDrive.pdf,1,False,3869cd90-31b8-11e8-9b12-ecf4bb487fed,3869cd90-31b8-11e8-9b12-ecf4bb487fed,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-27 09:50:14.6368466,2018-03-03 08:03:14.0000000,2018-03-27 09:50:15.0000000,398083,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\OneDrive\Getting started with OneDrive.pdf,,My Computer\C:\Users\jcloudy\OneDrive\Getting started with OneDrive.pdf,0x16E37,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12.5001616,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 09:21:12.5391526,2018-04-06 12:27:08.0269021,2024-08-31 04:06:50.5232306,5f7b5f1e01b83767,Quick Access,False,4,25,21,1,,2018-03-27 09:23:14.9721256,,,D:\key.txt,1,False,,,,,2018-03-22 03:05:22.1100000,2018-03-22 03:05:24.0000000,2018-03-22 03:05:24.0000000,183,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink","Removable storage media (Floppy, USB)",4C36F4AC,CloudLog,D:\key.txt,,My Computer\D:\key.txt,0x318200,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\7e4dca80246863e3.automaticDestinations-ms,2018-03-27 09:32:20.0375751,2018-04-06 08:31:50.2092026,2024-08-31 04:06:50.5272312,7e4dca80246863e3,Control Panel - Settings,False,4,2,0,2,,2018-04-06 08:31:50.2082035,,,::{26EE0668-A00A-44D7-9371-BEB064C98683}\2\::{025A5937-A6BE-4686-A844-36FE4BEC8B6D} ==> Control Panel\2\Power Options,1,False,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Control Panel\Hardware and Sound\Power Options,,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\7e4dca80246863e3.automaticDestinations-ms,2018-03-27 09:32:20.0375751,2018-04-06 08:31:50.2092026,2024-08-31 04:06:50.5272312,7e4dca80246863e3,Control Panel - Settings,False,4,2,1,1,,2018-03-27 09:32:20.0375751,,,::{26EE0668-A00A-44D7-9371-BEB064C98683}\5\::{BB06C0E4-D293-4F75-8A90-CB05B6477EEE} ==> Control Panel\5\System,1,False,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Control Panel\System and Security\System,,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\9a165f62edbfa161.automaticDestinations-ms,2018-03-27 09:52:01.9945729,2018-03-27 09:52:01.9945729,2024-08-31 04:06:50.5292176,9a165f62edbfa161,Microsoft Store,False,4,1,0,1,,2018-03-27 09:52:01.9945729,,,ms-windows-store:pdp?ProductId=9WZDNCRFJ1P3&ocid=QF,1,False,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\ms-windows-store:pdp?ProductId=9WZDNCRFJ1P3&ocid=QF,,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\9b9cdc69c1c24e2b.automaticDestinations-ms,2018-03-27 09:23:14.9252493,2018-03-27 09:23:14.9408745,2024-08-31 04:06:50.5302174,9b9cdc69c1c24e2b,Notepad 64-bit,False,4,1,0,1,,2018-03-27 09:23:14.9252493,,,D:\key.txt,1,False,,,,,2018-03-22 03:05:22.1100000,2018-03-22 03:05:24.0000000,2018-03-22 03:05:24.0000000,183,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink","Removable storage media (Floppy, USB)",4C36F4AC,CloudLog,D:\key.txt,,My Computer\D:\key.txt,0x318200,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\9d1f905ce5044aee.automaticDestinations-ms,2018-03-27 09:51:12.3806906,2018-03-27 23:38:50.6025665,2024-08-31 04:06:50.5312178,9d1f905ce5044aee,Edge Browser,False,4,2,0,2,,2018-03-27 23:38:50.6025665,,,microsoft-edge:?launchContext1=Microsoft.Windows.Cortana_cw5n1h2txyewy&url=https%3A%2F%2Fwww.bing.com%2Fsearch%3Fq%3Dgoogle%2Bdrive%2Bsync%2Bdownload%26form%3DWNSGPH%26qs%3DAS%26cvid%3Dbc09208ffadb487e9d12d7be5c73c314%26pq%3Dgoogle%2Bdrive%2Bsync%26cc%3DUS%26setlang%3Den-US%26DAF0%3D1%26nclid%3D2004906FBE1CAFBB876C8E4BA5A9277F%26ts%3D1522193930207%26nclidts%3D1522193930%26tsms%3D207,1,False,,,,,,,,0,,,0,"HasTargetIdList, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,,Internet Explorer (Homepage)\microsoft-edge:?launchContext1=Microsoft.Windows.Cortana_cw5n1h2txyewy&url=https%3A%2F%2Fwww.bing.com%2Fsearch%3Fq%3Dgoogle%2Bdrive%2Bsync%2Bdownload%26form%3DWNSGPH%26qs%3DAS%26cvid%3Dbc09208ffadb487e9d12d7be5c73c314%26pq%3Dgoogle%2Bdrive%2Bsync%26cc%3DUS%26setlang%3Den-US%26DAF0%3D1%26nclid%3D2004906FBE1CAFBB876C8E4BA5A9277F%26ts%3D1522193930207%26nclidts%3D1522193930%26tsms%3D207,,,,,,PropertyStoreDataBlock,,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\9d1f905ce5044aee.automaticDestinations-ms,2018-03-27 09:51:12.3806906,2018-03-27 23:38:50.6025665,2024-08-31 04:06:50.5312178,9d1f905ce5044aee,Edge Browser,False,4,2,1,1,2018-03-27 12:13:12.5001616,2018-03-27 09:51:12.3963143,desktop-pm6c56d,ec:f4:bb:48:7f:ed,C:\Users\jcloudy\OneDrive\Getting started with OneDrive.pdf,1,False,3869cd90-31b8-11e8-9b12-ecf4bb487fed,3869cd90-31b8-11e8-9b12-ecf4bb487fed,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-27 09:50:14.6368466,2018-03-03 08:03:14.0000000,2018-03-27 09:50:15.0000000,398083,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\OneDrive\Getting started with OneDrive.pdf,,My Computer\C:\Users\jcloudy\OneDrive\Getting started with OneDrive.pdf,0x16E37,0x2,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12.5001616,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\a52b0784bd667468.automaticDestinations-ms,2018-04-02 01:10:19.0162567,2018-04-06 08:29:08.2400435,2024-08-31 04:06:50.5312178,a52b0784bd667468,Photos Microsoft 16.526.11220.0 (Windows 10),False,4,4,0,4,2018-04-06 07:50:45.7643697,2018-04-06 08:29:08.2380429,desktop-pm6c56d,28:e3:47:01:77:77,C:\Users\jcloudy\Downloads\DemGun.jpg,1,False,36c21ab1-396f-11e8-9b15-28e347017777,36c21ab1-396f-11e8-9b15-28e347017777,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-29 23:17:51.7357308,2018-03-29 23:17:52.0148445,2018-03-29 23:17:40.3880120,124847,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Downloads\DemGun.jpg,,My Computer\C:\Users\jcloudy\Downloads\DemGun.jpg,0x22350,0x5,desktop-pm6c56d,28:e3:47:01:77:77,2018-04-06 07:50:45.7643697,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\a52b0784bd667468.automaticDestinations-ms,2018-04-02 01:10:19.0162567,2018-04-06 08:29:08.2400435,2024-08-31 04:06:50.5312178,a52b0784bd667468,Photos Microsoft 16.526.11220.0 (Windows 10),False,4,4,1,3,2018-03-30 05:03:09.1838751,2018-04-02 01:12:51.9695902,desktop-pm6c56d,28:e3:47:01:77:77,C:\Users\jcloudy\Desktop\Sheep.jpg,1,False,a3ad731f-33d7-11e8-9b15-28e347017777,a3ad731f-33d7-11e8-9b15-28e347017777,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-30 03:32:40.3550021,2018-03-30 03:32:40.6060536,2018-03-30 03:32:34.2792906,11073,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\Sheep.jpg,,My Computer\C:\Users\jcloudy\Desktop\Sheep.jpg,0x22D31,0xB,desktop-pm6c56d,28:e3:47:01:77:77,2018-03-30 05:03:09.1838751,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\a52b0784bd667468.automaticDestinations-ms,2018-04-02 01:10:19.0162567,2018-04-06 08:29:08.2400435,2024-08-31 04:06:50.5312178,a52b0784bd667468,Photos Microsoft 16.526.11220.0 (Windows 10),False,4,4,2,2,2018-03-30 05:03:09.1838732,2018-04-02 01:12:41.4620466,desktop-pm6c56d,28:e3:47:01:77:77,C:\Users\jcloudy\Desktop\HoldMyTidePod.jpg,1,False,a3ad730c-33d7-11e8-9b15-28e347017777,a3ad730c-33d7-11e8-9b15-28e347017777,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-30 03:29:20.5793722,2018-03-30 03:29:20.8443968,2018-03-30 03:29:02.2211321,43525,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\HoldMyTidePod.jpg,,My Computer\C:\Users\jcloudy\Desktop\HoldMyTidePod.jpg,0x22CF1,0x7,desktop-pm6c56d,28:e3:47:01:77:77,2018-03-30 05:03:09.1838732,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\a52b0784bd667468.automaticDestinations-ms,2018-04-02 01:10:19.0162567,2018-04-06 08:29:08.2400435,2024-08-31 04:06:50.5312178,a52b0784bd667468,Photos Microsoft 16.526.11220.0 (Windows 10),False,4,4,3,1,2018-03-30 05:03:09.1838697,2018-04-02 01:10:19.0318849,desktop-pm6c56d,28:e3:47:01:77:77,C:\Users\jcloudy\Desktop\DeathToll.jpg,1,False,a3ad72e9-33d7-11e8-9b15-28e347017777,a3ad72e9-33d7-11e8-9b15-28e347017777,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-31 04:16:22.1390207,2018-03-31 04:16:22.3771082,2018-03-31 04:16:11.8712913,61596,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\DeathToll.jpg,,My Computer\C:\Users\jcloudy\Desktop\DeathToll.jpg,0xA55D,0x6,desktop-pm6c56d,28:e3:47:01:77:77,2018-03-30 05:03:09.1838697,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\b8ab77100df80ab2.automaticDestinations-ms,2018-04-06 12:27:07.9278673,2018-04-06 12:27:07.9488749,2024-08-31 04:06:50.5322178,b8ab77100df80ab2,Microsoft Office Excel x64,False,4,1,0,1,2018-04-06 07:50:45.7643885,2018-04-06 12:27:07.9478745,desktop-pm6c56d,28:e3:47:01:77:77,C:\Users\jcloudy\Downloads\rootkey.csv,1,False,36c21b6d-396f-11e8-9b15-28e347017777,36c21b6d-396f-11e8-9b15-28e347017777,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-27 23:59:20.6102162,2018-03-27 23:59:20.7182575,2018-03-27 23:59:20.6102162,90,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Downloads\rootkey.csv,,My Computer\C:\Users\jcloudy\Downloads\rootkey.csv,0x22044,0x11,desktop-pm6c56d,28:e3:47:01:77:77,2018-04-06 07:50:45.7643885,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\d00655d2aa12ff6d.automaticDestinations-ms,2018-04-04 04:56:19.8147190,2018-04-04 05:00:30.7477709,2024-08-31 04:06:50.5332174,d00655d2aa12ff6d,Microsoft PowerPoint 2016 64-bit,False,4,1,0,1,2018-03-30 05:03:09.1839809,2018-04-04 05:00:30.7477709,desktop-pm6c56d,28:e3:47:01:77:77,C:\Users\jcloudy\Desktop\Operation 2nd Hand Smoke.pptx,2,False,a3ad7741-33d7-11e8-9b15-28e347017777,a3ad7741-33d7-11e8-9b15-28e347017777,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-04-04 04:56:19.7859800,2018-04-04 04:56:19.9819100,2018-04-04 04:56:19.9318917,3853056,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop\Operation 2nd Hand Smoke.pptx,,My Computer\Desktop\Operation 2nd Hand Smoke.pptx,0x2355F,0x4,desktop-pm6c56d,28:e3:47:01:77:77,2018-03-30 05:03:09.1839809,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 09:21:10.6660388,2018-04-06 12:27:08.4030918,2024-08-31 04:06:50.5343625,f01b4d95cf55d32a,Windows Explorer Windows 8.1,False,4,7,0,2,2018-03-27 12:13:12.4998607,2018-04-06 12:27:07.9528753,desktop-pm6c56d,ec:f4:bb:48:7f:ed,knownfolder:{374DE290-123F-4565-9164-39C4925E467B} ==> Downloads,7,True,3869c1cf-31b8-11e8-9b12-ecf4bb487fed,3869c1cf-31b8-11e8-9b12-ecf4bb487fed,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-27 09:18:58.7047920,2018-04-06 08:30:22.3861870,2018-04-06 08:30:22.3861870,65536,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Downloads,,My Computer\Downloads,,,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12.4998607,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 09:21:10.6660388,2018-04-06 12:27:08.4030918,2024-08-31 04:06:50.5343625,f01b4d95cf55d32a,Windows Explorer Windows 8.1,False,4,7,1,1,2018-03-27 12:13:12.4998606,2018-04-06 08:29:54.2687187,desktop-pm6c56d,ec:f4:bb:48:7f:ed,knownfolder:{754AC886-DF64-4CBA-86B5-F7FBF4FBCEF5} ==> ThisPCDesktopFolder,57,True,3869c1ce-31b8-11e8-9b12-ecf4bb487fed,3869c1ce-31b8-11e8-9b12-ecf4bb487fed,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-27 09:18:58.7047920,2018-04-06 08:29:54.2557159,2018-04-06 08:29:54.2557159,8192,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Desktop,,My Computer\Desktop,,,desktop-pm6c56d,ec:f4:bb:48:7f:ed,2018-03-27 12:13:12.4998606,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 09:21:10.6660388,2018-04-06 12:27:08.4030918,2024-08-31 04:06:50.5343625,f01b4d95cf55d32a,Windows Explorer Windows 8.1,False,4,7,2,7,2018-03-30 05:03:09.1838873,2018-04-04 05:32:30.7732743,desktop-pm6c56d,28:e3:47:01:77:77,C:\Users\jcloudy\Dropbox,2,False,a3ad7399-33d7-11e8-9b15-28e347017777,a3ad7399-33d7-11e8-9b15-28e347017777,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-28 00:06:27.7691532,2018-04-04 05:32:30.7420240,2018-04-04 05:32:30.7420240,4096,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Dropbox,,My Computer\C:\Users\jcloudy\Dropbox,0x220D0,0x3,desktop-pm6c56d,28:e3:47:01:77:77,2018-03-30 05:03:09.1838873,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
C:\temp\2024LoneWolf\tout\D\Users\jcloudy\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 09:21:10.6660388,2018-04-06 12:27:08.4030918,2024-08-31 04:06:50.5343625,f01b4d95cf55d32a,Windows Explorer Windows 8.1,False,4,7,3,6,2018-03-27 21:45:39.5012790,2018-04-04 05:32:03.0702904,desktop-pm6c56d,28:e3:47:01:77:77,C:\Users\jcloudy\Box Sync,2,False,30d240b6-3208-11e8-9b15-28e347017777,30d240b6-3208-11e8-9b15-28e347017777,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,bc7539be-7b5b-4e04-9f8d-1c0d9b3aff21,2018-03-28 00:53:56.9054961,2018-04-04 05:32:03.0395229,2018-04-04 05:32:03.0395229,4096,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),AA920881,,C:\Users\jcloudy\Box Sync,,My Computer\C:\Users\jcloudy\Box Sync,0x225EE,0x2,desktop-pm6c56d,28:e3:47:01:77:77,2018-03-27 21:45:39.5012790,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
