Executable,BatchKeyPath,MRUPosition,BatchValueName,OpenedOn
PickerHost.exe,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\CIDSizeMRU,0,0,2020-09-18 23:07:44.0756721
