Timestamp,BatchKeyPath,Device,BatchValueName,SerialNumber,Guid,FriendlyName
2020-09-19 05:08:59.7656752,ROOT\Microsoft\Windows Portable Devices\Devices\SWD#WPDBUSENUM#_??_USBSTOR#DISK&VEN_SANDISK&PROD_CRUZER_GLIDE_3.0&REV_1.00#4C530000261130109435&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B},DISK&VEN_SANDISK&PROD_CRUZER_GLIDE_3.0&REV_1.00,Multiple,4C530000261130109435&0,{53F56307-B6BF-11D0-94F2-00A0C91EFB8B},Incident_drive
