Extension,BatchKeyPath,ValueName,BatchValueName,TargetName,LnkName,MruPosition,OpenedOn,ExtensionLastOpened
RecentDocs,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,0,0,network,ms-settingsnetwork.lnk,0,2020-09-18 21:41:14.5087111,
RecentDocs,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs,1,1,The Internet,The Internet.lnk,1,,2020-09-18 05:56:32.8618397
Folder,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,0,0,The Internet,The Internet.lnk,0,2020-09-18 05:56:32.8618397,
Folder,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\Folder,0,0,The Internet,The Internet.lnk,0,2020-09-18 05:56:32.8618397,
