JumpListName,BatchKeyPath,ExecutedOn,BatchValueName
windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel,ROOT\SOFTWARE\Microsoft\Windows\CurrentVersion\Search\JumplistData,2020-09-18 23:02:27.4239899,windows.immersivecontrolpanel_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel
