Timestamp,BatchKeyPath,KeyName,BatchValueName,SerialNumber,DeviceName,FriendlyName,LocationInformation
2020-09-19 01:24:07.6931173,ROOT\ControlSet001\Enum\USB\ROOT_HUB\5&2891968b&0,ROOT_HUB,Multiple,5&2891968b&0,USB Root Hub,,
2020-09-19 01:24:07.7088092,ROOT\ControlSet001\Enum\USB\ROOT_HUB20\5&36a4b5d6&0,ROOT_HUB20,Multiple,5&36a4b5d6&0,USB Root Hub,,
2020-09-19 01:24:07.8911877,ROOT\ControlSet001\Enum\USB\ROOT_HUB30\5&21ab4ffc&0&0,ROOT_HUB30,Multiple,5&21ab4ffc&0&0,USB Root Hub (USB 3.0),,
2020-09-19 05:08:58.4063462,ROOT\ControlSet001\Enum\USB\VID_0781&PID_5597\4C530000261130109435,VID_0781&PID_5597,Multiple,4C530000261130109435,USB Mass Storage Device,,Port_#0001.Hub_#0003
2020-09-19 01:24:08.0514833,ROOT\ControlSet001\Enum\USB\VID_0E0F&PID_0003\6&30c5d09c&0&5,VID_0E0F&PID_0003,Multiple,6&30c5d09c&0&5,USB Composite Device,,Port_#0005.Hub_#0003
2020-09-19 01:24:08.0671409,ROOT\ControlSet001\Enum\USB\VID_0E0F&PID_0003&MI_00\7&3ae26960&0&0000,VID_0E0F&PID_0003&MI_00,Multiple,7&3ae26960&0&0000,USB Input Device,,000b.0000.0000.005.000.000.000.000.000
2020-09-19 01:24:08.0827707,ROOT\ControlSet001\Enum\USB\VID_0E0F&PID_0003&MI_01\7&3ae26960&0&0001,VID_0E0F&PID_0003&MI_01,Multiple,7&3ae26960&0&0001,USB Input Device,,000b.0000.0000.005.000.000.000.000.000
