BagPath,Slot,NodeSlot,MRUPosition,AbsolutePath,ShellType,Value,ChildBags,CreatedOn,ModifiedOn,AccessedOn,LastWriteTime,MFTEntry,MFTSequenceNumber,ExtensionBlockCount,FirstInteracted,LastInteracted,HasExplored,Miscellaneous
BagMRU,0,0,0,Desktop\My Computer,Root folder: GUID,My Computer,1,,,,2015-12-12 03:23:56,,,0,,2015-12-12 03:23:56,False,
BagMRU\0,0,1,0,Desktop\My Computer\C:,Drive letter,C:,3,,,,2015-12-12 03:23:20,,,0,,2015-12-12 03:23:20,True,
BagMRU\0\0,0,3,2,Desktop\My Computer\C:\Users,Directory,Users,1,2013-08-22 13:36:16,2015-12-12 03:22:20,2015-12-12 03:22:20,2015-12-12 03:23:56,2119,1,1,,,True,NTFS file system
BagMRU\0\0,1,7,1,Desktop\My Computer\C:\New folder,Directory,New folder,0,2015-12-12 03:23:54,2015-12-12 03:23:54,2015-12-12 03:23:54,2015-12-12 03:23:56,84609,1,1,2015-12-12 03:23:52,,False,NTFS file system
BagMRU\0\0,2,8,0,Desktop\My Computer\C:\Tools,Directory,Tools,0,2015-12-12 03:23:54,2015-12-12 03:23:54,2015-12-12 03:23:54,2015-12-12 03:23:56,84609,1,1,2015-12-12 03:23:56,2015-12-12 03:23:56,True,NTFS file system
BagMRU\0\0\0,0,4,0,Desktop\My Computer\C:\Users\master,Directory,master,1,2015-12-12 03:03:18,2015-12-12 03:03:30,2015-12-12 03:03:30,2015-12-12 03:23:22,81298,1,1,,2015-12-12 03:23:22,True,NTFS file system
BagMRU\0\0\0\0,0,5,0,Desktop\My Computer\C:\Users\master\Desktop,Directory,Desktop,1,2015-12-12 03:03:20,2015-12-12 03:08:48,2015-12-12 03:08:48,2015-12-12 03:23:25,81317,1,1,,2015-12-12 03:23:25,True,NTFS file system
BagMRU\0\0\0\0\0,0,6,0,Desktop\My Computer\C:\Users\master\Desktop\Docs,Directory,Docs,0,2015-12-12 03:08:32,2015-12-12 03:09:02,2015-12-12 03:09:02,2015-12-12 03:23:25,50988,2,1,2015-12-12 03:23:25,2015-12-12 03:23:25,True,NTFS file system
