BagPath,Slot,NodeSlot,MRUPosition,AbsolutePath,ShellType,Value,ChildBags,CreatedOn,ModifiedOn,AccessedOn,LastWriteTime,MFTEntry,MFTSequenceNumber,ExtensionBlockCount,FirstInteracted,LastInteracted,HasExplored,Miscellaneous
BagMRU,0,0,1,Desktop\Home Folder,Root folder: GUID,Home Folder,0,,,,2020-09-18 23:07:36,,,0,2020-09-18 22:47:48,,False,
BagMRU,1,0,0,Desktop\My Computer,Root folder: GUID,My Computer,3,,,,2020-09-18 23:07:36,,,0,,2020-09-18 23:07:36,False,
BagMRU\1,0,2,0,Desktop\My Computer\Documents,Root folder: GUID,Documents,0,,,,2020-09-18 23:07:39,,,1,2020-09-18 22:47:48,2020-09-18 23:07:39,True,
BagMRU\1,1,3,2,Desktop\My Computer\Music,Root folder: GUID,Music,0,,,,2020-09-18 23:07:39,,,0,2020-09-18 22:47:50,,True,
BagMRU\1,2,4,1,Desktop\My Computer\Pictures,Root folder: GUID,Pictures,0,,,,2020-09-18 23:07:39,,,0,2020-09-18 22:47:51,,True,
