Extension,BatchKeyPath,ValueName,BatchValueName,MruPosition,AbsolutePath,OpenedOn,Details
*,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\*,2,2,0,Shared Documents Folder (Users Files)\Dropbox\Outlook\backup.pst,2016-06-21 13:14:59.9462085,"Type: Root folder: GUID, Value: Shared Documents Folder (Users Files)


Modified On: 6/21/2016 01:50:12 +00:00

Type: Users Files Folder, Value: Dropbox

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Dropbox
Created: 6/21/2016 01:50:12 +00:00
Last access: 6/21/2016 01:50:12 +00:00
MFT entry/sequence #: 22438/3 (0x57A6/0x3)
File system hint: NTFS

--------------------------------------------------

Type: Directory, Value: Outlook

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Outlook
Created: 6/21/2016 13:14:26 +00:00
Last access: 6/21/2016 13:14:26 +00:00
MFT entry/sequence #: 87310/10 (0x1550E/0xA)
File system hint: NTFS

--------------------------------------------------
Short name: Outlook
Modified: 6/21/2016 13:14:26 +00:00


Short name: backup.pst

Type: File, Value: backup.pst

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: backup.pst
Created: 
Last access: 

--------------------------------------------------

"
docx,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\docx,0,0,0,My Computer\C:\Users\Hunter\Documents\Welcome.docx,2016-06-21 12:27:37.8865395,"Type: Root folder: GUID, Value: My Computer


Type: Drive letter, Value: C:


Type: Directory, Value: Users

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Users
Localized name: @shell32.dll,-21813
Created: 8/22/2013 13:36:16 +00:00
Last access: 6/21/2016 08:37:46 +00:00
MFT entry/sequence #: 2121/1 (0x849/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: Users
Modified: 6/21/2016 08:37:46 +00:00


Type: Directory, Value: Hunter

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Hunter
Created: 
Last access: 6/21/2016 12:26:20 +00:00
MFT entry/sequence #: 81358/1 (0x13DCE/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: Hunter
Modified: 6/21/2016 12:26:20 +00:00


Type: Directory, Value: Documents

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Documents
Localized name: @shell32.dll,-21770
Created: 6/21/2016 08:37:48 +00:00
Last access: 6/21/2016 12:22:22 +00:00
MFT entry/sequence #: 81373/1 (0x13DDD/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: DOCUME~1
Modified: 6/21/2016 12:22:22 +00:00


Short name: Welcome.docx

Type: File, Value: Welcome.docx

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Welcome.docx
Created: 
Last access: 

--------------------------------------------------

"
jpg,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\jpg,0,0,0,My Computer\Documents\home-network-design-networking-for-a-single-family-home-case-house-arkko-1433-x-792.jpg,2016-06-21 12:18:17.3548781,"Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Documents


Short name: home-network-design-networking-for-a-single-family-home-case-house-arkko-1433-x-792.jpg

Type: File, Value: home-network-design-networking-for-a-single-family-home-case-house-arkko-1433-x-792.jpg

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: home-network-design-networking-for-a-single-family-home-case-house-arkko-1433-x-792.jpg
Created: 
Last access: 

--------------------------------------------------

"
pst,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\pst,0,0,0,Shared Documents Folder (Users Files)\Dropbox\Outlook\backup.pst,2016-06-21 13:14:59.9462085,"Type: Root folder: GUID, Value: Shared Documents Folder (Users Files)


Modified On: 6/21/2016 01:50:12 +00:00

Type: Users Files Folder, Value: Dropbox

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Dropbox
Created: 6/21/2016 01:50:12 +00:00
Last access: 6/21/2016 01:50:12 +00:00
MFT entry/sequence #: 22438/3 (0x57A6/0x3)
File system hint: NTFS

--------------------------------------------------

Type: Directory, Value: Outlook

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Outlook
Created: 6/21/2016 13:14:26 +00:00
Last access: 6/21/2016 13:14:26 +00:00
MFT entry/sequence #: 87310/10 (0x1550E/0xA)
File system hint: NTFS

--------------------------------------------------
Short name: Outlook
Modified: 6/21/2016 13:14:26 +00:00


Short name: backup.pst

Type: File, Value: backup.pst

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: backup.pst
Created: 
Last access: 

--------------------------------------------------

"
*,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\*,1,1,1,My Computer\C:\Users\Hunter\Documents\Welcome.docx,,"Type: Root folder: GUID, Value: My Computer


Type: Drive letter, Value: C:


Type: Directory, Value: Users

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Users
Localized name: @shell32.dll,-21813
Created: 8/22/2013 13:36:16 +00:00
Last access: 6/21/2016 08:37:46 +00:00
MFT entry/sequence #: 2121/1 (0x849/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: Users
Modified: 6/21/2016 08:37:46 +00:00


Type: Directory, Value: Hunter

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Hunter
Created: 
Last access: 6/21/2016 12:26:20 +00:00
MFT entry/sequence #: 81358/1 (0x13DCE/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: Hunter
Modified: 6/21/2016 12:26:20 +00:00


Type: Directory, Value: Documents

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Documents
Localized name: @shell32.dll,-21770
Created: 6/21/2016 08:37:48 +00:00
Last access: 6/21/2016 12:22:22 +00:00
MFT entry/sequence #: 81373/1 (0x13DDD/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: DOCUME~1
Modified: 6/21/2016 12:22:22 +00:00


Short name: Welcome.docx

Type: File, Value: Welcome.docx

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Welcome.docx
Created: 
Last access: 

--------------------------------------------------

"
*,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU\*,0,0,2,My Computer\Documents\home-network-design-networking-for-a-single-family-home-case-house-arkko-1433-x-792.jpg,,"Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Documents


Short name: home-network-design-networking-for-a-single-family-home-case-house-arkko-1433-x-792.jpg

Type: File, Value: home-network-design-networking-for-a-single-family-home-case-house-arkko-1433-x-792.jpg

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: home-network-design-networking-for-a-single-family-home-case-house-arkko-1433-x-792.jpg
Created: 
Last access: 

--------------------------------------------------

"
