CacheEntryPosition,BatchKeyPath,ProgramName,BatchValueName,ModifiedTime
21,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\Defrag.exe,AppCompatCache,2014-03-18 10:05:02.0091026
22,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARM.exe,AppCompatCache,2016-04-22 15:56:22.0000000
23,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Common Files\Adobe\ARM\1.0\AdobeARMHelper.exe,AppCompatCache,2016-04-22 15:56:22.0000000
24,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe,AppCompatCache,2016-04-22 15:56:22.0000000
25,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrServicesUpdater.exe,AppCompatCache,2016-05-27 19:19:20.0000000
26,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\WerFault.exe,AppCompatCache,2014-03-18 10:05:23.4622261
27,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\wermgr.exe,AppCompatCache,2014-03-18 10:05:23.5091012
28,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\MSI882D.tmp,AppCompatCache,2016-06-21 00:01:47.1096609
29,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\SysWOW64\msiexec.exe,AppCompatCache,2013-08-22 03:56:51.3567235
30,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,AppCompatCache,2013-08-10 00:54:18.6087974
31,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Wireshark\Wireshark.exe,AppCompatCache,2016-06-07 18:38:48.0000000
32,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Intel Security\True Key\Application\truekey.exe,AppCompatCache,2016-06-06 13:40:24.0000000
33,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{FC965A47-4839-40CA-B618-18F486F042C6}\SkypeIcon.exe,AppCompatCache,2016-06-21 08:59:07.8513015
34,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Notepad++\notepad++.exe,AppCompatCache,2016-05-17 22:42:38.0000000
35,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\McAfee Security Scan\3.11.266\McUICnt.exe,AppCompatCache,2015-12-02 15:06:26.0000000
36,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroRd32.exe,AppCompatCache,2016-05-03 14:41:20.0000000
37,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\wbem\WmiPrvSE.exe,AppCompatCache,2013-08-22 11:45:14.6550812
38,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,AppCompatCache,2013-08-10 00:41:20.4322501
39,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Windows Media Player\wmpnetwk.exe,AppCompatCache,2014-03-18 10:05:55.6028544
40,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,AppCompatCache,2013-08-10 00:54:18.6400505
41,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Microsoft.NET\Framework64\v4.0.30319\ngentask.exe,AppCompatCache,2013-08-10 00:41:20.4947554
42,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\MSI4F19.tmp,AppCompatCache,2016-06-21 00:00:23.7259905
43,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,AppCompatCache,2013-08-10 00:40:50.9451694
44,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\SppExtComObj.Exe,AppCompatCache,2013-08-22 10:51:10.9330182
45,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\osmclienticon.exe,AppCompatCache,2016-06-20 23:59:26.9369164
46,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\osmadminicon.exe,AppCompatCache,2016-06-20 23:59:26.9344750
47,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\sscicons.exe,AppCompatCache,2016-06-20 23:59:27.1591083
48,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\dbcicons.exe,AppCompatCache,2016-06-20 23:59:27.1637005
49,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Microsoft Office\Office15\MSOHTMED.EXE,AppCompatCache,2014-01-23 15:06:24.0000000
50,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\sppsvc.exe,AppCompatCache,2014-03-18 10:05:07.9622280
51,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\SysWOW64\WerFault.exe,AppCompatCache,2014-03-18 10:04:55.7434771
52,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe,AppCompatCache,2016-05-03 14:41:22.0000000
53,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\msouc.exe,AppCompatCache,2016-06-20 23:59:26.9401524
54,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\misc.exe,AppCompatCache,2016-06-20 23:59:26.7004451
55,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\wordicon.exe,AppCompatCache,2016-06-20 23:59:26.9317277
56,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\pubs.exe,AppCompatCache,2016-06-20 23:59:26.7445453
57,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\pptico.exe,AppCompatCache,2016-06-20 23:59:26.6967973
58,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\outicon.exe,AppCompatCache,2016-06-20 23:59:26.9561603
59,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\xlicons.exe,AppCompatCache,2016-06-20 23:59:26.6876385
60,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Installer\{90150000-0011-0000-1000-0000000FF1CE}\accicons.exe,AppCompatCache,2016-06-20 23:59:27.1544094
61,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\wevtutil.exe,AppCompatCache,2013-08-22 09:46:45.3452568
62,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\SysWOW64\wevtutil.exe,AppCompatCache,2013-08-22 02:43:07.7823228
63,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\SysWOW64\lodctr.exe,AppCompatCache,2013-08-22 02:53:33.2499069
64,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\SysWOW64\cmd.exe,AppCompatCache,2013-08-22 02:54:00.2838070
65,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\msiexec.exe,AppCompatCache,2013-08-22 11:23:10.2684543
66,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\SrTasks.exe,AppCompatCache,2014-03-18 10:05:55.3528551
67,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.17031_none_fa50b3979b1bcb4a\TiWorker.exe,AppCompatCache,2014-03-18 09:55:22.5559771
68,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\servicing\TrustedInstaller.exe,AppCompatCache,2014-03-18 10:04:52.9622269
69,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Windows Defender\MpCmdRun.exe,AppCompatCache,2013-08-22 12:32:00.9021889
70,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,D:\proplus.ww\ose.exe,AppCompatCache,2012-11-10 18:29:14.5180000
71,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Users\Hunter\AppData\Local\Temp\ose00000.exe,AppCompatCache,2012-11-10 18:29:14.5180000
72,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\VSSVC.exe,AppCompatCache,2014-03-18 10:05:04.1184786
73,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,D:\SETUP.EXE,AppCompatCache,2012-11-10 18:30:57.5800000
74,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Users\Hunter\AppData\Local\Google\Chrome\User Data\SwReporter\7.58.0\software_reporter_tool.exe,AppCompatCache,2016-06-02 18:06:52.0000000
75,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\calc.exe,AppCompatCache,2013-08-22 10:51:45.4987227
76,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\NETSTAT.EXE,AppCompatCache,2013-08-22 09:52:25.7648397
77,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\notepad.exe,AppCompatCache,2013-08-22 11:00:12.5919275
78,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\cmd.exe,AppCompatCache,2013-08-22 10:03:31.8493081
79,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Skype\Phone\Skype.exe,AppCompatCache,2016-06-15 22:18:58.0000000
80,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\wbem\WMIADAP.exe,AppCompatCache,2013-08-22 11:44:42.5740259
81,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\WinStore\WSHost.exe,AppCompatCache,2014-03-18 10:05:55.0559801
82,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\reader_sl.exe,AppCompatCache,2016-05-03 14:41:22.0000000
83,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\TrueKey\McTkSchedulerService.exe,AppCompatCache,2016-06-03 07:18:14.0000000
84,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Google\Update\1.3.30.3\GoogleCrashHandler64.exe,AppCompatCache,2016-06-21 08:46:44.1525678
85,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Google\Update\1.3.30.3\GoogleCrashHandler.exe,AppCompatCache,2016-06-21 08:46:43.8600236
86,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Google\Update\GoogleUpdate.exe,AppCompatCache,2016-06-21 08:41:39.6501294
87,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\OpenWith.exe,AppCompatCache,2013-08-22 12:39:50.3827552
88,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\McAfee Security Scan\3.11.266\SSScheduler.exe,AppCompatCache,2015-12-02 15:07:06.0000000
89,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\VBoxTray.exe,AppCompatCache,2016-06-16 11:48:42.0000000
90,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\slui.exe,AppCompatCache,2013-08-22 10:43:18.7764004
91,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Oracle\VirtualBox Guest Additions\uninst.exe,AppCompatCache,2016-06-16 11:49:48.0000000
92,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\mobsync.exe,AppCompatCache,2013-08-22 11:01:25.4892124
93,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Wireshark\wireshark-gtk.exe,AppCompatCache,2016-06-07 18:38:46.0000000
94,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\7-Zip\7zFM.exe,AppCompatCache,2016-05-21 08:21:30.7187500
95,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\McAfee Security Scan\uninstall.exe,AppCompatCache,2015-12-02 15:07:18.0000000
96,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\Installer\chrmstp.exe,AppCompatCache,2016-06-21 08:42:55.6656498
97,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\explorer.exe,AppCompatCache,2014-03-18 10:05:20.8216057
98,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\userinit.exe,AppCompatCache,2013-08-22 10:03:12.8467176
99,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\taskhostex.exe,AppCompatCache,2014-03-18 10:05:00.4778528
100,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\taskeng.exe,AppCompatCache,2014-03-18 10:05:00.4778528
101,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\dasHost.exe,AppCompatCache,2014-03-18 10:05:05.3841037
102,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Windows Defender\NisSrv.exe,AppCompatCache,2013-08-22 12:32:01.0115625
103,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Windows Defender\MsMpEng.exe,AppCompatCache,2013-08-22 12:32:00.7615657
104,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\TrueKey\McAfee.TrueKey.ServiceHelper.exe,AppCompatCache,2016-06-03 07:27:28.0000000
105,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\TrueKey\McAfee.TrueKey.Service.exe,AppCompatCache,2016-06-03 07:17:42.0000000
106,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files (x86)\Skype\Updater\Updater.exe,AppCompatCache,2016-05-23 22:17:32.0000000
107,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Intel\BCA\pabeSvc64.exe,AppCompatCache,2015-11-25 23:00:00.0000000
108,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\Temp\032403~1.EXE,AppCompatCache,2015-05-04 22:41:42.0000000
109,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\spoolsv.exe,AppCompatCache,2013-08-22 09:10:12.2465167
110,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\dwm.exe,AppCompatCache,2014-03-18 10:05:24.6184778
111,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\VBoxService.exe,AppCompatCache,2016-06-16 11:48:34.0000000
112,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\lsass.exe,AppCompatCache,2013-08-22 13:25:35.7998969
113,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\services.exe,AppCompatCache,2013-08-22 13:25:40.7853341
114,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\icacls.exe,AppCompatCache,2013-08-22 10:03:01.5483035
115,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\takeown.exe,AppCompatCache,2013-08-22 11:21:24.6650566
116,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\Oracle\VirtualBox Guest Additions\VBoxDrvInst.exe,AppCompatCache,2016-06-16 11:48:42.0000000
117,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\drvinst.exe,AppCompatCache,2013-08-22 11:28:57.5189312
118,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Windows\System32\sc.exe,AppCompatCache,2013-08-22 10:03:11.0027168
119,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\PROGRA~1\TrueKey\INSTAL~1.EXE,AppCompatCache,2016-06-03 07:17:18.0000000
120,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Control\Session Manager\AppCompatCache,SYSVOL\Program Files\TrueKey\InstallerEvents.exe,AppCompatCache,2016-06-03 07:17:18.0000000
