Timestamp,BatchKeyPath,DriveName,BatchValueName,VolumeLabel
2016-06-21 09:34:22.9169235,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{37D41A97-6B02-4C30-8753-85107BE1D674},{37D41A97-6B02-4C30-8753-85107BE1D674},Multiple,Intel® RealSense™ SDK 2014 Runtime  (x64): Core,3.1.0.25181,Intel Corporation,20160621,C:\Program Files (x86)\McAfee\Temp\qxz6641\,C:\Program Files\Common Files\Intel\RSSDK\v3\,MsiExec.exe /X{37D41A97-6B02-4C30-8753-85107BE1D674}
2016-06-21 09:34:22.1556951,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{526002E5-7D5B-4703-A4E3-BA566AED5D8A},{526002E5-7D5B-4703-A4E3-BA566AED5D8A},Multiple,Intel(R) Biometric and Context Agent,2.0.87.0,Intel Corporation,20160621,C:\Program Files (x86)\McAfee\Temp\qxz6641\,,MsiExec.exe /X{526002E5-7D5B-4703-A4E3-BA566AED5D8A}
2016-06-20 23:59:55.5074379,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0011-0000-1000-0000000FF1CE},{90150000-0011-0000-1000-0000000FF1CE},Multiple,Microsoft Office Professional Plus 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0011-0000-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0011-0000-1000-0000000FF1CE}
2016-06-20 23:56:18.9755086,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0015-0409-1000-0000000FF1CE},{90150000-0015-0409-1000-0000000FF1CE},Multiple,Microsoft Access MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0117-0409-1000-0000000FF1CE}-C\Access.en-us\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0015-0409-1000-0000000FF1CE}
2016-06-20 23:56:36.1515038,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0016-0409-1000-0000000FF1CE},{90150000-0016-0409-1000-0000000FF1CE},Multiple,Microsoft Excel MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0016-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0016-0409-1000-0000000FF1CE}
2016-06-20 23:56:40.8618558,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0018-0409-1000-0000000FF1CE},{90150000-0018-0409-1000-0000000FF1CE},Multiple,Microsoft PowerPoint MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0018-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0018-0409-1000-0000000FF1CE}
2016-06-20 23:56:44.9311235,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0019-0409-1000-0000000FF1CE},{90150000-0019-0409-1000-0000000FF1CE},Multiple,Microsoft Publisher MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0019-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0019-0409-1000-0000000FF1CE}
2016-06-20 23:57:06.1338108,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-001A-0409-1000-0000000FF1CE},{90150000-001A-0409-1000-0000000FF1CE},Multiple,Microsoft Outlook MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-001A-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-001A-0409-1000-0000000FF1CE}
2016-06-20 23:57:07.7779710,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-001B-0409-1000-0000000FF1CE},{90150000-001B-0409-1000-0000000FF1CE},Multiple,Microsoft Word MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-001B-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-001B-0409-1000-0000000FF1CE}
2016-06-20 23:56:58.5063632,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-001F-0409-1000-0000000FF1CE},{90150000-001F-0409-1000-0000000FF1CE},Multiple,Microsoft Office Proofing Tools 2013 - English,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-002C-0409-1000-0000000FF1CE}-C\Proof.en\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-001F-0409-1000-0000000FF1CE}
2016-06-20 23:56:57.0912088,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-001F-040C-1000-0000000FF1CE},{90150000-001F-040C-1000-0000000FF1CE},Multiple,Outils de vérification linguistique 2013 de Microsoft Office - Français,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-002C-0409-1000-0000000FF1CE}-C\Proof.fr\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-001F-040C-1000-0000000FF1CE}
2016-06-20 23:56:55.4188962,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-001F-0C0A-1000-0000000FF1CE},{90150000-001F-0C0A-1000-0000000FF1CE},Multiple,Microsoft Office Proofing Tools 2013 - Español,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-002C-0409-1000-0000000FF1CE}-C\Proof.es\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-001F-0C0A-1000-0000000FF1CE}
2016-06-20 23:56:59.8644028,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-002C-0409-1000-0000000FF1CE},{90150000-002C-0409-1000-0000000FF1CE},Multiple,Microsoft Office Proofing (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-002C-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-002C-0409-1000-0000000FF1CE}
2016-06-20 23:56:28.3988299,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0044-0409-1000-0000000FF1CE},{90150000-0044-0409-1000-0000000FF1CE},Multiple,Microsoft InfoPath MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0044-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0044-0409-1000-0000000FF1CE}
2016-06-20 23:56:05.1193122,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-006E-0409-1000-0000000FF1CE},{90150000-006E-0409-1000-0000000FF1CE},Multiple,Microsoft Office Shared MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0115-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-006E-0409-1000-0000000FF1CE}
2016-06-20 23:56:48.0578420,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0090-0409-1000-0000000FF1CE},{90150000-0090-0409-1000-0000000FF1CE},Multiple,Microsoft DCF MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0090-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0090-0409-1000-0000000FF1CE}
2016-06-20 23:56:53.3906579,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-00A1-0409-1000-0000000FF1CE},{90150000-00A1-0409-1000-0000000FF1CE},Multiple,Microsoft OneNote MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-00A1-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-00A1-0409-1000-0000000FF1CE}
2016-06-20 23:56:51.9025285,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-00BA-0409-1000-0000000FF1CE},{90150000-00BA-0409-1000-0000000FF1CE},Multiple,Microsoft Groove MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-00BA-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-00BA-0409-1000-0000000FF1CE}
2016-06-20 23:57:15.3452763,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-00C1-0000-1000-0000000FF1CE},{90150000-00C1-0000-1000-0000000FF1CE},Multiple,Microsoft Office 32-bit Components 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0011-0000-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-00C1-0000-1000-0000000FF1CE}
2016-06-20 23:56:30.6531937,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-00C1-0409-1000-0000000FF1CE},{90150000-00C1-0409-1000-0000000FF1CE},Multiple,Microsoft Office Shared 32-bit MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-00C1-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-00C1-0409-1000-0000000FF1CE}
2016-06-20 23:57:01.4323668,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-00E1-0409-1000-0000000FF1CE},{90150000-00E1-0409-1000-0000000FF1CE},Multiple,Microsoft Office OSM MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-00E1-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-00E1-0409-1000-0000000FF1CE}
2016-06-20 23:57:02.4257869,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-00E2-0409-1000-0000000FF1CE},{90150000-00E2-0409-1000-0000000FF1CE},Multiple,Microsoft Office OSM UX MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-00E2-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-00E2-0409-1000-0000000FF1CE}
2016-06-20 23:56:10.0501021,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0115-0409-1000-0000000FF1CE},{90150000-0115-0409-1000-0000000FF1CE},Multiple,Microsoft Office Shared Setup Metadata MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0115-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0115-0409-1000-0000000FF1CE}
2016-06-20 23:56:22.9316617,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-0117-0409-1000-0000000FF1CE},{90150000-0117-0409-1000-0000000FF1CE},Multiple,Microsoft Access Setup Metadata MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-0117-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-0117-0409-1000-0000000FF1CE}
2016-06-20 23:56:33.0514910,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{90150000-012B-0409-1000-0000000FF1CE},{90150000-012B-0409-1000-0000000FF1CE},Multiple,Microsoft Lync MUI (English) 2013,15.0.4569.1506,Microsoft Corporation,20160620,C:\MSOCache\All Users\{90150000-012B-0409-1000-0000000FF1CE}-C\,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90150000-012B-0409-1000-0000000FF1CE}
2016-06-21 09:22:48.7342303,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{929FBD26-9020-399B-9A7A-751D61F0B942},{929FBD26-9020-399B-9A7A-751D61F0B942},Multiple,Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.21005,12.0.21005,Microsoft Corporation,20160621,C:\ProgramData\Package Cache\{929FBD26-9020-399B-9A7A-751D61F0B942}v12.0.21005\packages\vcRuntimeAdditional_amd64\,,MsiExec.exe /X{929FBD26-9020-399B-9A7A-751D61F0B942}
2016-06-21 09:22:48.3199761,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{A749D8E6-B613-3BE3-8F5F-045C84EBA29B},{A749D8E6-B613-3BE3-8F5F-045C84EBA29B},Multiple,Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005,12.0.21005,Microsoft Corporation,20160621,C:\ProgramData\Package Cache\{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}v12.0.21005\packages\vcRuntimeMinimum_amd64\,,MsiExec.exe /X{A749D8E6-B613-3BE3-8F5F-045C84EBA29B}
2016-06-21 09:34:17.7894297,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows\CurrentVersion\Uninstall\{E6D505B9-1A18-4F67-9BE0-D37B5164D581},{E6D505B9-1A18-4F67-9BE0-D37B5164D581},Multiple,Intel(R) Biometric and Context Agent Redistributables,2.0.87.0,Intel Corporation,20160621,C:\Program Files (x86)\McAfee\Temp\qxz6641\,,MsiExec.exe /X{E6D505B9-1A18-4F67-9BE0-D37B5164D581}
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\AddressBook,AddressBook,Multiple,,,,,,,
2016-06-21 11:44:53.7262770,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\BCWipe,BCWipe,Multiple,BCWipe 6.0,6.08.6,Jetico Inc.,,,,"""C:\Windows\BCUnInstall.exe"" C:\Program Files (x86)\Jetico\BCWipe\UnInstall.log"
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Connection Manager,Connection Manager,Multiple,,,,,,,
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\DirectDrawEx,DirectDrawEx,Multiple,,,,,,,
2016-06-21 01:47:08.1371332,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Dropbox,Dropbox,Multiple,Dropbox,4.4.29,"Dropbox, Inc.",,,C:\Program Files (x86)\Dropbox\Client,"""C:\Program Files (x86)\Dropbox\Client\DropboxUninstaller.exe"" /InstallType:MACHINE"
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\DXM_Runtime,DXM_Runtime,Multiple,,,,,,,
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Fontcore,Fontcore,Multiple,,,,,,,
2016-06-21 08:43:03.2233069,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Google Chrome,Google Chrome,Multiple,Google Chrome,51.0.2704.103,Google Inc.,20160621,,C:\Program Files (x86)\Google\Chrome\Application,"""C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\Installer\setup.exe"" --uninstall --multi-install --chrome --system-level --verbose-logging"
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\IE40,IE40,Multiple,,,,,,,
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\IE4Data,IE4Data,Multiple,,,,,,,
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\IE5BAKEX,IE5BAKEX,Multiple,,,,,,,
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\IEData,IEData,Multiple,,,,,,,
2016-06-21 09:20:51.7796289,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\McAfee Security Scan,McAfee Security Scan,Multiple,McAfee Security Scan Plus,3.11.266.3,"McAfee, Inc.",,,,"""C:\Program Files (x86)\McAfee Security Scan\uninstall.exe"""
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\MobileOptionPack,MobileOptionPack,Multiple,,,,,,,
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\MPlayer2,MPlayer2,Multiple,,,,,,,
2016-06-21 11:02:00.8520942,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Nmap,Nmap,Multiple,Nmap 7.12,7.12,,,,,"""C:\Program Files (x86)\Nmap\uninstall.exe"""
2016-06-21 09:18:35.4838535,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Notepad++,Notepad++,Multiple,Notepad++,6.9.2,Notepad++ Team,,,,C:\Program Files (x86)\Notepad++\uninstall.exe
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\SchedulingAgent,SchedulingAgent,Multiple,,,,,,,
2016-06-21 00:57:44.2462274,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\TeamViewer,TeamViewer,Multiple,TeamViewer 11,11.0.59518,TeamViewer,,,C:\Program Files (x86)\TeamViewer,C:\Program Files (x86)\TeamViewer\uninstall.exe
2013-08-22 15:37:10.7969461,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\WIC,WIC,Multiple,,,,,,,
2016-06-21 09:23:01.9627254,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\WinPcapInst,WinPcapInst,Multiple,WinPcap 4.1.3,4.1.0.2980,"Riverbed Technology, Inc.",,,,C:\Program Files (x86)\WinPcap\uninstall.exe
2016-06-21 09:23:19.4919544,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\Wireshark,Wireshark,Multiple,Wireshark 2.0.4 (64-bit),2.0.4,"The Wireshark developer community, https://www.wireshark.org",,,C:\Program Files\Wireshark,"""C:\Program Files\Wireshark\uninstall.exe"""
2016-06-21 09:22:48.7937233,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{050d4fc8-5d48-4b8f-8972-47c82c46020f},{050d4fc8-5d48-4b8f-8972-47c82c46020f},Multiple,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501,12.0.30501.0,Microsoft Corporation,,,,"""C:\ProgramData\Package Cache\{050d4fc8-5d48-4b8f-8972-47c82c46020f}\vcredist_x64.exe""  /uninstall"
2016-06-21 01:45:12.0275450,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{099218A5-A723-43DC-8DB5-6173656A1E94},{099218A5-A723-43DC-8DB5-6173656A1E94},Multiple,Dropbox Update Helper,1.3.43.1,"Dropbox, Inc.",20160620,C:\Program Files (x86)\Dropbox\Update\1.3.43.1\,,MsiExec.exe /I{099218A5-A723-43DC-8DB5-6173656A1E94}
