Id,Payload,LastModifiedTime,ExpirationTime,CreatedInCloud,StartTime,EndTime,LastModifiedOnClient,OriginalLastModifiedOnClient,ActivityType,IsLocalOnly,ETag,PackageIdHash,PlatformDeviceId,SourceFile
F83F81A3-4522-7796-F5CE-BBB821DF67A3,0x7B22646973706C617954657874223A2246696C65204578706C6F726572222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A2246696C65204578706C6F726572222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2019-05-26 04:29:46,2019-06-25 04:29:46,1969-12-31 19:00:00,2019-05-26 04:29:46,1969-12-31 19:00:00,2019-05-26 04:29:46,,5,0,35,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
AD0650BB-B832-C29F-BDBD-9FFD75E05D9C,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A31392C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2019-05-26 04:29:55,2019-06-25 04:32:43,1969-12-31 19:00:00,2019-05-26 04:29:46,2019-05-26 04:32:43,2019-05-26 04:32:43,,6,0,69,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
6E2C09EA-9C9F-054E-1853-FC80311087E3,0x7B22646973706C617954657874223A22436F6D6D616E642050726F6D7074222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A22436F6D6D616E642050726F6D7074222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2019-05-26 04:30:08,2019-06-25 04:30:08,1969-12-31 19:00:00,2019-05-26 04:30:08,1969-12-31 19:00:00,2019-05-26 04:30:08,,5,0,39,mXE9mLzm2HxZZ/KmhKgOw6A9W6psHKjojdDYlTOFvxo=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
274FB011-48B3-282A-582E-0B3CD2AA31AD,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A3734322C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2019-05-26 04:31:48,2019-06-25 04:46:03,1969-12-31 19:00:00,2019-05-26 04:30:17,2019-05-26 04:46:03,2019-05-26 04:46:03,,6,0,110,mXE9mLzm2HxZZ/KmhKgOw6A9W6psHKjojdDYlTOFvxo=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
DC5A1BE8-D0A1-A53D-6B13-628BC3ED1236,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A352C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2019-05-26 04:31:53,2019-06-25 04:32:48,1969-12-31 19:00:00,2019-05-26 04:31:51,2019-05-26 04:32:48,2019-05-26 04:32:48,,6,0,72,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D78AF77E-8E17-56F1-EE07-06148ACF4C91,0x7B22646973706C617954657874223A2277656C636F6D652E747874222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A224E6F7465706164222C226465736372697074696F6E223A22433A5C5C55736572735C5C4945557365725C5C4465736B746F705C5C6372656570795C5C77656C636F6D652E747874222C226261636B67726F756E64436F6C6F72223A22626C61636B222C22636F6E74656E74557269223A2266696C653A2F2F2F433A2F55736572732F4945557365722F4465736B746F702F6372656570792F77656C636F6D652E7478743F566F6C756D6549643D7B32304232354132412D303030302D303030302D303030302D3130303030303030303030307D264F626A65637449643D7B30323832453642352D374639302D313145392D413735422D3030304332394333463033367D264B6E6F776E466F6C64657249643D5468697350434465736B746F70466F6C646572264B6E6F776E466F6C6465724C656E6774683D3233227D,2019-05-26 04:31:53,2019-06-25 04:31:53,1969-12-31 19:00:00,2019-05-26 04:31:53,1969-12-31 19:00:00,2019-05-26 04:31:53,,5,0,49,eUssiHYOx8gt4grLn60pEG2m1QnscYA3695n7jpHJwY=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
D164258C-D966-C53B-466A-6BDC7F2A454D,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A332C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2019-05-26 04:31:53,2019-06-25 04:31:56,1969-12-31 19:00:00,2019-05-26 04:31:53,2019-05-26 04:31:56,2019-05-26 04:31:56,,6,0,53,eUssiHYOx8gt4grLn60pEG2m1QnscYA3695n7jpHJwY=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
CE795021-4752-5492-DEBF-0C0E09EF6F62,0x7B22646973706C617954657874223A2257696E646F7773205365637572697479222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A2257696E646F7773205365637572697479222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2019-05-26 04:32:09,2019-06-25 04:32:09,1969-12-31 19:00:00,2019-05-26 04:32:09,1969-12-31 19:00:00,2019-05-26 04:32:09,,5,0,65,6+MiWXoQOn5QBe7p/PiZHef1eKp/MdLnduKFO3pSHYA=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
592E39F1-CE02-DA4C-5570-ACACD79CD5E5,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A32352C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630307D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2019-05-26 04:32:34,2019-06-25 04:32:34,1969-12-31 19:00:00,2019-05-26 04:32:09,2019-05-26 04:32:34,2019-05-26 04:32:34,,6,0,66,6+MiWXoQOn5QBe7p/PiZHef1eKp/MdLnduKFO3pSHYA=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
5CE7951B-92B6-0327-27DF-E73F79504CF9,0x7B22646973706C617954657874223A224F6E654472697665222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A224F6E654472697665222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2019-05-26 04:38:53,2019-06-25 04:38:53,1969-12-31 19:00:00,2019-05-26 04:38:53,1969-12-31 19:00:00,2019-05-26 04:38:53,,5,0,78,qK3jiWjVOTZ33qXWTNQgW2k+Mi0L0tSPk9nausgwWLw=,bKGJKw677ezdas2TfXsv8NJmymjeQOiMD6G0AapkdUE=,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\Users\IEUser\AppData\Local\ConnectedDevicesPlatform\L.IEUser\ActivitiesCache.db
