Hash,Id,Offset,OwnerSid,GroupSid,Control,SaclAceCount,UniqueSaclAceTypes,DaclAceCount,UniqueDaclAceTypes,FileOffset,SourceFile
4670F28E,739,132160,S-1-5-32-544,S-1-5-32-544,SeDaclPresent|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,0,,3,AccessAllowed,394304,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
383869DE,740,132304,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,0,,4,AccessAllowed,394448,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
8E6F98DA,741,132464,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,394608,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
79F62BBF,742,132608,S-1-5-32-544,S-1-5-32-544,SeDaclPresent|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,0,,4,AccessAllowed,394752,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
D46F985A,743,132800,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,394944,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
CB4EDB39,744,132944,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,395088,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
E87BC7C0,745,133088,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,0,,5,AccessAllowed,395232,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
4670029D,746,133280,S-1-5-32-544,S-1-5-32-544,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,0,,3,AccessAllowed,395424,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
CB32F136,747,133424,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,4,AccessAllowed,395568,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
719B305F,748,133584,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,0,,5,AccessAllowed,395728,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
EC96116C,749,133808,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,4,AccessAllowed,395952,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
F3F3D317,750,133984,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,6,AccessAllowed,396128,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
A9005417,751,134192,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,7,AccessDenied|AccessAllowed,396336,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
