Id,Payload,LastModifiedTime,ExpirationTime,CreatedInCloud,StartTime,EndTime,LastModifiedOnClient,OriginalLastModifiedOnClient,ActivityType,IsLocalOnly,ETag,PackageIdHash,PlatformDeviceId,SourceFile
3ADBDCFE-8C51-1C74-1D36-C538009C1113,0x51304942414D6F55446855417968344F4277444B4D67444B50414141,2020-09-18 01:50:00,2027-09-17 01:50:00,1969-12-31 19:00:00,2020-09-18 01:50:00,1969-12-31 19:00:00,2020-09-18 01:50:00,,11,1,1,ZZzI03ZhPBD1Dfj2GvrCeHMuMjZ9FnVlYIDK+kZzTu0=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
26B8442C-01B9-6CF4-6E6A-4C6526484436,0x513049424141494241413D3D,2020-09-18 01:51:24,2027-09-17 01:51:24,1969-12-31 19:00:00,2020-09-18 01:51:24,1969-12-31 19:00:00,2020-09-18 01:51:24,,11,0,2,Wvq833opDQ2lQ5RM1kH1zXlbcg1ww7CldmoElcLFyUc=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
741DB62C-2CED-7984-2A4D-5798BB5628F3,0x7B22646973706C617954657874223A22736574757036342E657865222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A22736574757036342E657865222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2020-09-18 01:52:05,2020-10-18 01:52:05,1969-12-31 19:00:00,2020-09-18 01:52:05,1969-12-31 19:00:00,2020-09-18 01:52:05,,5,0,3,qq2qTpHcROwIiM+TwRAKBBJSXrCk7WmgI8tEAffeS38=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
81B317A2-0EE9-8A82-D25C-265049453F2D,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A362C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630302C224163746976697479456E676167656D656E74466C616773223A317D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2020-09-18 01:52:11,2020-10-18 01:52:11,1969-12-31 19:00:00,2020-09-18 01:52:05,2020-09-18 01:52:11,2020-09-18 01:52:11,,6,0,4,qq2qTpHcROwIiM+TwRAKBBJSXrCk7WmgI8tEAffeS38=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
AE98AC17-F788-7746-4584-C839B3A72B1F,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A322C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630302C224163746976697479456E676167656D656E74466C616773223A317D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2020-09-18 01:52:54,2020-10-18 01:52:54,1969-12-31 19:00:00,2020-09-18 01:52:52,2020-09-18 01:52:54,2020-09-18 01:52:54,,6,0,7,qq2qTpHcROwIiM+TwRAKBBJSXrCk7WmgI8tEAffeS38=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
058C3043-02E9-4140-15FA-F99CC5C753FF,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A35352C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630302C224163746976697479456E676167656D656E74466C616773223A317D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2020-09-18 01:53:35,2020-10-18 01:54:34,1969-12-31 19:00:00,2020-09-18 01:52:55,2020-09-18 01:54:34,2020-09-18 01:54:34,,6,0,13,qq2qTpHcROwIiM+TwRAKBBJSXrCk7WmgI8tEAffeS38=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
2FBCA166-EFAA-0230-713A-D002499EB559,0x7B22646973706C617954657874223A2253657474696E6773222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A2253657474696E6773222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2020-09-18 01:55:09,2020-10-18 01:55:09,1969-12-31 19:00:00,2020-09-18 01:55:09,1969-12-31 19:00:00,2020-09-18 01:55:09,,5,0,16,kSeSJDyDucRjb/Mg0+JTxAd+m+MUruhwxnGpp7ptRws=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
A5D54A5E-9A0B-BBBC-DA02-6E6504C6A4F4,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A36342C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630302C224163746976697479456E676167656D656E74466C616773223A337D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2020-09-18 01:56:13,2020-10-18 01:56:13,1969-12-31 19:00:00,2020-09-18 01:55:09,2020-09-18 01:56:13,2020-09-18 01:56:13,,6,0,17,kSeSJDyDucRjb/Mg0+JTxAd+m+MUruhwxnGpp7ptRws=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
3696C421-EB64-AB31-507E-998DC7F868F5,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A31362C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630302C224163746976697479456E676167656D656E74466C616773223A337D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2020-09-18 01:56:48,2020-10-18 00:58:11,1969-12-31 19:00:00,2020-09-18 00:58:03,2020-09-18 00:58:11,2020-09-18 00:58:11,,6,0,30,kSeSJDyDucRjb/Mg0+JTxAd+m+MUruhwxnGpp7ptRws=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
DF4CDE9C-0E96-94CA-67C1-B3F5F685D49F,0x7B22646973706C617954657874223A22436F6E74726F6C2050616E656C222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A22436F6E74726F6C2050616E656C222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2020-09-18 01:56:48,2020-10-18 01:56:48,1969-12-31 19:00:00,2020-09-18 01:56:48,1969-12-31 19:00:00,2020-09-18 01:56:48,,5,0,23,s5J9KjwRN4q3U1vhdQwq1yZc5axNy/E5Wx0tcIX3RMU=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
