Id,Payload,LastModifiedTime,ExpirationTime,CreatedInCloud,StartTime,EndTime,LastModifiedOnClient,OriginalLastModifiedOnClient,ActivityType,IsLocalOnly,ETag,PackageIdHash,PlatformDeviceId,SourceFile
B128BEA9-8F9E-D9FB-20C3-87CBEF6B92EA,0x513049424141494241413D3D,2020-09-18 18:46:46,2027-09-17 18:46:46,1969-12-31 19:00:00,2020-09-18 18:46:46,1969-12-31 19:00:00,2020-09-18 18:46:46,,11,0,1,Wvq833opDQ2lQ5RM1kH1zXlbcg1ww7CldmoElcLFyUc=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
C6453882-906F-CF53-F117-014A491D1D1D,0x51304942414D6F55446855417968344F4277444B4D67444B50414141,2020-09-18 18:46:48,2027-09-17 18:46:48,1969-12-31 19:00:00,2020-09-18 18:46:48,1969-12-31 19:00:00,2020-09-18 18:46:48,,11,1,2,ZZzI03ZhPBD1Dfj2GvrCeHMuMjZ9FnVlYIDK+kZzTu0=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
2B446D26-F248-DE87-CB7A-70A79784D8A1,0x7B22646973706C617954657874223A2253657474696E6773222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A2253657474696E6773222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2020-09-18 18:47:08,2020-10-18 18:47:08,1969-12-31 19:00:00,2020-09-18 18:47:08,1969-12-31 19:00:00,2020-09-18 18:47:08,,5,0,3,kSeSJDyDucRjb/Mg0+JTxAd+m+MUruhwxnGpp7ptRws=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
87176543-1935-8988-9EE0-7BBA4AF85057,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A322C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630302C224163746976697479456E676167656D656E74466C616773223A337D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2020-09-18 18:47:10,2020-10-18 18:47:10,1969-12-31 19:00:00,2020-09-18 18:47:08,2020-09-18 18:47:10,2020-09-18 18:47:10,,6,0,4,kSeSJDyDucRjb/Mg0+JTxAd+m+MUruhwxnGpp7ptRws=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
CD7EDE8F-E69A-D37D-90B0-610D121A0B6F,0x7B22646973706C617954657874223A224E6F7465706164222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A224E6F7465706164222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2020-09-18 18:47:38,2020-10-18 18:47:38,1969-12-31 19:00:00,2020-09-18 18:47:38,1969-12-31 19:00:00,2020-09-18 18:47:38,,5,0,7,eUssiHYOx8gt4grLn60pEG2m1QnscYA3695n7jpHJwY=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
63E31543-A585-5294-8BDE-3E1424783EFE,0x7B22646973706C617954657874223A2254686F75676874732E747874222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A224E6F7465706164222C226465736372697074696F6E223A22433A5C5C55736572735C5C6D6F727479736D6974685C5C4465736B746F705C5C54686F75676874732E747874222C226261636B67726F756E64436F6C6F72223A22626C61636B222C22636F6E74656E74557269223A2266696C653A2F2F2F433A2F55736572732F6D6F727479736D6974682F4465736B746F702F54686F75676874732E7478743F566F6C756D6549643D7B32364637304442302D363839342D344231442D384630352D3443423839463130364143357D264F626A65637449643D7B44443637363538352D463946372D313145412D393545432D3030304332393134433239357D264B6E6F776E466F6C64657249643D5468697350434465736B746F70466F6C646572264B6E6F776E466F6C6465724C656E6774683D3237227D,2020-09-18 18:47:38,2020-10-18 18:47:38,1969-12-31 19:00:00,2020-09-18 18:47:38,1969-12-31 19:00:00,2020-09-18 18:47:38,,5,0,8,eUssiHYOx8gt4grLn60pEG2m1QnscYA3695n7jpHJwY=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
C1AA99C9-55F6-51D7-0657-E437D2836C06,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A362C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630302C224163746976697479456E676167656D656E74466C616773223A337D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2020-09-18 18:47:38,2020-10-18 18:47:44,1969-12-31 19:00:00,2020-09-18 18:47:38,2020-09-18 18:47:44,2020-09-18 18:47:44,,6,0,15,eUssiHYOx8gt4grLn60pEG2m1QnscYA3695n7jpHJwY=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
FA0710E1-C5CF-71F2-8E6E-267DCAFE83A8,0x7B22646973706C617954657874223A2246696C65204578706C6F726572222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A2246696C65204578706C6F726572222C226261636B67726F756E64436F6C6F72223A22626C61636B227D,2020-09-18 18:47:46,2020-10-18 18:47:46,1969-12-31 19:00:00,2020-09-18 18:47:46,1969-12-31 19:00:00,2020-09-18 18:47:46,,5,0,18,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
9DD3E51D-6BEC-59DC-37F5-9C67AB007BC2,0x7B2274797065223A2255736572456E6761676564222C227265706F7274696E67417070223A225368656C6C41637469766974794D6F6E69746F72222C226163746976654475726174696F6E5365636F6E6473223A35372C227368656C6C436F6E74656E744465736372697074696F6E223A7B224D6572676564476170223A3630302C224163746976697479456E676167656D656E74466C616773223A337D2C227573657254696D657A6F6E65223A22416D65726963612F4C6F735F416E67656C6573227D,2020-09-18 18:48:08,2020-10-18 18:52:06,1969-12-31 19:00:00,2020-09-18 18:47:46,2020-09-18 18:52:06,2020-09-18 18:52:06,,6,0,51,MRa59sYbwGAAeZAEU7GTDEKxfmoX3dxP0PnmQDGng5o=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
7029444C-D00A-60C7-92D1-713F47A929AD,0x7B22646973706C617954657874223A22506C616E732E747874222C2261637469766174696F6E557269223A226D732D7368656C6C61637469766974793A222C22617070446973706C61794E616D65223A224E6F7465706164222C226465736372697074696F6E223A22433A5C5C55736572735C5C6D6F727479736D6974685C5C446F63756D656E74735C5C506C616E732E747874222C226261636B67726F756E64436F6C6F72223A22626C61636B222C22636F6E74656E74557269223A2266696C653A2F2F2F433A2F55736572732F6D6F727479736D6974682F446F63756D656E74732F506C616E732E7478743F566F6C756D6549643D7B32364637304442302D363839342D344231442D384630352D3443423839463130364143357D264F626A65637449643D7B44443637363541452D463946372D313145412D393545432D3030304332393134433239357D264B6E6F776E466F6C64657249643D4C6F63616C20446F63756D656E7473264B6E6F776E466F6C6465724C656E6774683D3239227D,2020-09-18 18:48:08,2020-10-18 18:48:08,1969-12-31 19:00:00,2020-09-18 18:48:08,1969-12-31 19:00:00,2020-09-18 18:48:08,,5,0,22,eUssiHYOx8gt4grLn60pEG2m1QnscYA3695n7jpHJwY=,LIkk2otrs7BZWZ+ZxL1APmH64riO/pvCrmHG/OHWnUg=,D:\dfirmadness\DESKTOP-E01\tout\H\Users\mortysmith\AppData\Local\ConnectedDevicesPlatform\L.mortysmith\ActivitiesCache.db
