ActivityId,Platform,PackageName,ExpirationTime,SourceFile
52056BEA-0597-D131-C9FE-68D005FFC701,data_boundary,microsoft.default.input,2027-09-17 23:36:32,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
52056BEA-0597-D131-C9FE-68D005FFC701,host,,2027-09-17 23:36:32,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
36E359D1-B6A0-F69F-0459-5AEAF5CB020B,data_boundary,microsoft.default.default,2027-09-17 23:36:33,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
36E359D1-B6A0-F69F-0459-5AEAF5CB020B,host,,2027-09-17 23:36:33,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
6414F618-DA33-A2A5-A1B7-C755F24FAB1D,windows_win32,microsoft.windows.explorer,2020-10-18 23:38:42,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
6414F618-DA33-A2A5-A1B7-C755F24FAB1D,host,,2020-10-18 23:38:42,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
CA5746F5-8A36-E32C-F1C0-0197AF23BC82,windows_win32,microsoft.windows.explorer,2020-10-18 23:51:53,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
CA5746F5-8A36-E32C-F1C0-0197AF23BC82,packageid,microsoft.windows.explorer,2020-10-18 23:51:53,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
CA5746F5-8A36-E32C-F1C0-0197AF23BC82,host,,2020-10-18 23:51:53,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
1A0BE1FA-3834-1452-F6AA-072113D061C4,windows_universal,microsoft.microsoftedge_8wekyb3d8bbwe,2020-10-18 23:39:10,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
1A0BE1FA-3834-1452-F6AA-072113D061C4,host,edge.activity.windows.com,2020-10-18 23:39:10,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
2B4E897E-C970-8069-9FEC-0E630F491318,windows_universal,microsoft.microsoftedge_8wekyb3d8bbwe,2020-10-18 23:39:14,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
2B4E897E-C970-8069-9FEC-0E630F491318,host,edge.activity.windows.com,2020-10-18 23:39:14,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
2B4E897E-C970-8069-9FEC-0E630F491318,packageid,microsoft.microsoftedge_8wekyb3d8bbwe!microsoftedge,2020-10-18 23:39:14,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
2880C2A8-70D8-53DC-61AC-D6FFAAF958C7,windows_universal,microsoft.microsoftedge_8wekyb3d8bbwe,2020-10-18 23:39:29,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
2880C2A8-70D8-53DC-61AC-D6FFAAF958C7,host,edge.activity.windows.com,2020-10-18 23:39:29,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
D2830B21-B6D2-A835-98AB-6969CA0D4C96,windows_universal,microsoft.microsoftedge_8wekyb3d8bbwe,2020-10-18 23:44:52,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
D2830B21-B6D2-A835-98AB-6969CA0D4C96,host,edge.activity.windows.com,2020-10-18 23:44:52,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
D2830B21-B6D2-A835-98AB-6969CA0D4C96,packageid,microsoft.microsoftedge_8wekyb3d8bbwe!microsoftedge,2020-10-18 23:44:52,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
1DB200E4-349B-E242-76BE-CCCEB42ACD97,windows_universal,microsoft.windows.sechealthui_cw5n1h2txyewy,2020-10-18 23:39:38,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
1DB200E4-349B-E242-76BE-CCCEB42ACD97,host,,2020-10-18 23:39:38,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
7DA24B0D-A756-E0E2-1A0F-2E448EB308E4,windows_universal,microsoft.windows.sechealthui_cw5n1h2txyewy,2020-10-18 23:39:54,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
7DA24B0D-A756-E0E2-1A0F-2E448EB308E4,packageid,microsoft.windows.sechealthui_cw5n1h2txyewy!sechealthui,2020-10-18 23:39:54,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
7DA24B0D-A756-E0E2-1A0F-2E448EB308E4,host,,2020-10-18 23:39:54,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
8A307047-659D-750A-EABA-CE0FC90A20C1,windows_win32,microsoft.windows.explorer,2020-09-25 23:40:09,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
8A307047-659D-750A-EABA-CE0FC90A20C1,packageid,microsoft.windows.explorer,2020-09-25 23:40:09,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
8A307047-659D-750A-EABA-CE0FC90A20C1,host,,2020-09-25 23:40:09,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
035D6F81-02B8-EA1C-CAD9-041633121E06,windows_win32,microsoft.windows.explorer,2020-10-18 23:44:48,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
035D6F81-02B8-EA1C-CAD9-041633121E06,packageid,microsoft.windows.explorer,2020-10-18 23:44:48,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
035D6F81-02B8-EA1C-CAD9-041633121E06,host,,2020-10-18 23:44:48,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
9698929D-8E16-DA8C-2FD3-C85AEEC6AB1F,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-10-18 23:41:06,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
9698929D-8E16-DA8C-2FD3-C85AEEC6AB1F,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\cmd.exe,2020-10-18 23:41:06,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
9698929D-8E16-DA8C-2FD3-C85AEEC6AB1F,host,,2020-10-18 23:41:06,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
0DB5177C-8204-E642-F222-1B9F03CEFC87,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-09-25 23:41:21,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
0DB5177C-8204-E642-F222-1B9F03CEFC87,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\cmd.exe,2020-09-25 23:41:21,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
0DB5177C-8204-E642-F222-1B9F03CEFC87,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-09-25 23:41:21,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
0DB5177C-8204-E642-F222-1B9F03CEFC87,host,,2020-09-25 23:41:21,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
B6AE872A-6887-B264-2508-A0903A3C2D21,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-09-25 23:42:38,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
B6AE872A-6887-B264-2508-A0903A3C2D21,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\cmd.exe,2020-09-25 23:42:38,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
B6AE872A-6887-B264-2508-A0903A3C2D21,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-09-25 23:42:38,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
B6AE872A-6887-B264-2508-A0903A3C2D21,host,,2020-09-25 23:42:38,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
9A36C8DC-39C3-75F3-269F-030EC50E8FE7,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-09-25 23:42:41,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
9A36C8DC-39C3-75F3-269F-030EC50E8FE7,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\cmd.exe,2020-09-25 23:42:41,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
9A36C8DC-39C3-75F3-269F-030EC50E8FE7,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-09-25 23:42:41,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
9A36C8DC-39C3-75F3-269F-030EC50E8FE7,host,,2020-09-25 23:42:41,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
92743A5C-E532-09B7-C9AB-96D19777EC27,windows_win32,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-09-25 23:42:44,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
92743A5C-E532-09B7-C9AB-96D19777EC27,windows_win32,{d65231b0-b2f1-4857-a4ce-a8e7c6ea7d27}\cmd.exe,2020-09-25 23:42:44,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
92743A5C-E532-09B7-C9AB-96D19777EC27,packageid,{1ac14e77-02e7-4e5d-b744-2eb1ae5198b7}\cmd.exe,2020-09-25 23:42:44,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Administrator\AppData\Local\ConnectedDevicesPlatform\L.Administrator\ActivitiesCache.db
