ActivityId,Platform,PackageName,ExpirationTime,SourceFile
3ADBDCFE-8C51-1C74-1D36-C538009C1113,data_boundary,microsoft.default.default,2027-09-17 01:50:00,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
3ADBDCFE-8C51-1C74-1D36-C538009C1113,host,,2027-09-17 01:50:00,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
26B8442C-01B9-6CF4-6E6A-4C6526484436,data_boundary,microsoft.default.input,2027-09-17 01:51:24,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
26B8442C-01B9-6CF4-6E6A-4C6526484436,host,,2027-09-17 01:51:24,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
741DB62C-2CED-7984-2A4D-5798BB5628F3,x_exe_path,d:\setup64.exe,2020-10-18 01:52:05,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
741DB62C-2CED-7984-2A4D-5798BB5628F3,host,,2020-10-18 01:52:05,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
81B317A2-0EE9-8A82-D25C-265049453F2D,x_exe_path,d:\setup64.exe,2020-10-18 01:52:11,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
81B317A2-0EE9-8A82-D25C-265049453F2D,packageid,d:\setup64.exe,2020-10-18 01:52:11,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
81B317A2-0EE9-8A82-D25C-265049453F2D,host,,2020-10-18 01:52:11,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
AE98AC17-F788-7746-4584-C839B3A72B1F,x_exe_path,d:\setup64.exe,2020-10-18 01:52:54,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
AE98AC17-F788-7746-4584-C839B3A72B1F,packageid,d:\setup64.exe,2020-10-18 01:52:54,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
AE98AC17-F788-7746-4584-C839B3A72B1F,host,,2020-10-18 01:52:54,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
058C3043-02E9-4140-15FA-F99CC5C753FF,x_exe_path,d:\setup64.exe,2020-10-18 01:54:34,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
058C3043-02E9-4140-15FA-F99CC5C753FF,packageid,d:\setup64.exe,2020-10-18 01:54:34,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
058C3043-02E9-4140-15FA-F99CC5C753FF,host,,2020-10-18 01:54:34,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
2FBCA166-EFAA-0230-713A-D002499EB559,windows_universal,windows.immersivecontrolpanel_cw5n1h2txyewy,2020-10-18 01:55:09,D:\dfirmadness\DESKTOP-E01\tout\H\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
