Timestamp,BatchKeyPath,Url,BatchValueName,Slack
2020-09-19 03:23:41.2809070,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Internet Explorer\TypedURLs,http://194.61.24.102/,url1,m/fwlink/p/?LinkId=255141 敓癲
,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Internet Explorer\TypedURLs,http://go.microsoft.com/fwlink/p/?LinkId=255141,url2,
