HostName,BatchKeyPath,Username,BatchValueName,MRUPosition,LastModified
DESKTOP-SDN1RPT,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Terminal Server Client,C137\Administrator,UsernameHint,0,2020-09-19 03:36:25.5804446
