KeyName,KeyLastWriteTimestamp,BusReportedDescription,Class,ClassGuid,Compid,ContainerId,Description,DriverId,DriverPackageStrongName,DriverName,DriverVerDate,DriverVerVersion,Enumerator,HWID,Inf,InstallState,Manufacturer,MatchingId,Model,ParentId,ProblemCode,Provider,Service,Stackid
hid/vid_0e0f&pid_0003&mi_01/8&12a4bdba&0&0000,2019-02-15 13:49:30,,mouse,{4d36e96f-e325-11ce-bfc1-08002be10318},,{2792b7df-80d9-dbec-34fe-019117d2e093},HID-compliant mouse,000013cc3bf5407c9b658a86b2670fd700de3a4bdf12,msmouse.inf_amd64_2e2984af87512b8f,mouhid.sys,06-21-2006,10.0.17134.1,hid,"hid\vid_0e0f&pid_0003&rev_0102&mi_01,hid\vid_0e0f&pid_0003&mi_01,hid\vid_0e0f&up:0001_u:0002,hid_device_system_mouse,hid_device_up:0001_u:0002,hid_device",msmouse.inf,0,Microsoft,hid_device_system_mouse,HID-compliant mouse,usb\vid_0e0f&pid_0003&mi_01\7&3ae26960&0&0001,0,Microsoft,mouhid,"\driver\mouclass,\driver\mouhid,\driver\hidusb"
ide/cdromnecvmwar_vmware_ide_cdr00_______________1.00____/5&1778b74b&0&0.0.0,2019-02-15 13:49:30,NECVMWar VMware IDE CDR00 ATA Device,cdrom,{4d36e965-e325-11ce-bfc1-08002be10318},gencdrom,{27db0821-3bf9-f71a-f96f-a53403857690},NECVMWar VMware IDE CDR00 ATA Device,000061e1f2b573adbd6fb20d3af1cbb2715a82f364ee,cdrom.inf_amd64_a105bc614ee68fa0,cdrom.sys,06-21-2006,10.0.17134.1,ide,"ide\cdromnecvmwar_vmware_ide_cdr00_______________1.00____,ide\necvmwar_vmware_ide_cdr00_______________1.00____,ide\cdromnecvmwar_vmware_ide_cdr00_______________,necvmwar_vmware_ide_cdr00_______________1.00____,gencdrom",cdrom.inf,0,(Standard CD-ROM drives),gencdrom,CD-ROM Drive,pciide\idechannel\4&23686003&0&0,0,Microsoft,cdrom,"\driver\cdrom,\driver\atapi"
pci/ven_1000&dev_0054&subsys_197615ad&rev_01/4&2509f6e&0&00a8,2019-02-15 13:49:30,SAS Controller,scsiadapter,{4d36e97b-e325-11ce-bfc1-08002be10318},"pci\ven_1000&dev_0054&rev_01,pci\ven_1000&dev_0054,pci\ven_1000&cc_010700,pci\ven_1000&cc_0107,pci\ven_1000,pci\cc_010700&dt_0,pci\cc_010700,pci\cc_0107&dt_0,pci\cc_0107",{91bce5e1-5af6-2002-f564-ee72e0df12c0},"LSI Adapter, SAS 3000 series, 8-port with 1068",000074b94ba9c4fd47414aaad2dd3a8d1141c027ec64,lsi_sas.inf_amd64_74bb5e3e01cfd526,lsi_sas.sys,03-26-2013,1.34.3.83,pci,"pci\ven_1000&dev_0054&subsys_197615ad&rev_01,pci\ven_1000&dev_0054&subsys_197615ad,pci\ven_1000&dev_0054&cc_010700,pci\ven_1000&dev_0054&cc_0107",lsi_sas.inf,0,LSI,pci\ven_1000&dev_0054,"LSI Adapter, SAS 3000 series, 8-port with 1068",pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01\3&61aaa01&0&a8,0,LSI,lsi_sas,"\driver\lsi_sas,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_0405&subsys_040515ad&rev_00/3&61aaa01&0&78,2019-02-15 13:49:30,Video Controller (VGA Compatible),display,{4d36e968-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_0405&rev_00,pci\ven_15ad&dev_0405,pci\ven_15ad&cc_030000,pci\ven_15ad&cc_0300,pci\ven_15ad,pci\cc_030000,pci\cc_0300",{27db0821-3bf9-f71a-f96f-a53403857690},VMware SVGA 3D,0000813818eba8a8405349bd10bd8e04a2dc5efc29d0,vm3d.inf_amd64_9ef96bbb1212c325,vm3dmp_loader.sys,01-02-2018,8.15.1.65,pci,"pci\ven_15ad&dev_0405&subsys_040515ad&rev_00,pci\ven_15ad&dev_0405&subsys_040515ad,pci\ven_15ad&dev_0405&cc_030000,pci\ven_15ad&dev_0405&cc_0300",oem10.inf,0,"VMware, Inc.",pci\ven_15ad&dev_0405&subsys_040515ad&rev_00,VMware SVGA 3D,acpi\pnp0a03\2&daba3ff&0,0,"VMware, Inc.",vm3dmp_loader,"\driver\vm3dmp_loader,\driver\pci"
pci/ven_15ad&dev_0740&subsys_074015ad&rev_10/3&61aaa01&0&3f,2019-02-15 13:49:30,Base System Device,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_0740&rev_10,pci\ven_15ad&dev_0740,pci\ven_15ad&cc_088000,pci\ven_15ad&cc_0880,pci\ven_15ad,pci\cc_088000,pci\cc_0880",{27db0821-3bf9-f71a-f96f-a53403857690},VMware VMCI Bus Device,000076b89fb83059dfaa3d5a9beb730915f2234f176d,vmci.inf_amd64_64189b30c198ca23,vmci.sys,05-25-2016,9.8.6.0,pci,"pci\ven_15ad&dev_0740&subsys_074015ad&rev_10,pci\ven_15ad&dev_0740&subsys_074015ad,pci\ven_15ad&dev_0740&cc_088000,pci\ven_15ad&dev_0740&cc_0880",oem4.inf,0,"VMware, Inc.",pci\ven_15ad&dev_0740&subsys_074015ad,VMware VMCI Bus Device,acpi\pnp0a03\2&daba3ff&0,0,"VMware, Inc.",vmci,"\driver\vmci,\driver\pci"
pci/ven_15ad&dev_0779&subsys_077915ad&rev_00/4&1ee266c4&0&00b0,2019-02-15 13:49:30,Universal Serial Bus (USB) Controller,usb,{36fc9e60-c465-11cf-8056-444553540000},"pci\ven_15ad&dev_0779&rev_00,pci\ven_15ad&dev_0779,pci\ven_15ad&cc_0c0330,pci\ven_15ad&cc_0c03,pci\ven_15ad,pci\cc_0c0330&dt_0,pci\cc_0c0330,pci\cc_0c03&dt_0,pci\cc_0c03",{3d697c11-124c-99a5-5625-41b48dc6254f},Standard USB 3.0 eXtensible Host Controller - 1.0 (Microsoft),000035737a9719c638a4924f4517af161cabcb8ab4cd,usbxhci.inf_amd64_5208f193515905aa,usbxhci.sys,04-10-2018,10.0.17134.1,pci,"pci\ven_15ad&dev_0779&subsys_077915ad&rev_00,pci\ven_15ad&dev_0779&subsys_077915ad,pci\ven_15ad&dev_0779&cc_0c0330,pci\ven_15ad&dev_0779&cc_0c03",usbxhci.inf,0,Generic USB xHCI Host Controller,pci\cc_0c0330,USB xHCI Compliant Host Controller,pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01\3&61aaa01&0&b0,0,Microsoft,usbxhci,"\driver\usbxhci,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_0790&subsys_079015ad&rev_02/3&61aaa01&0&88,2019-02-15 13:49:30,PCI to PCI Bridge,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_0790&rev_02,pci\ven_15ad&dev_0790,pci\ven_15ad&cc_060401,pci\ven_15ad&cc_0604,pci\ven_15ad,pci\cc_060401,pci\cc_0604",{27db0821-3bf9-f71a-f96f-a53403857690},PCI-to-PCI Bridge,0000e46c1df4e6eb7cb9129859aa7d3369329787c565,pci.inf_amd64_3d831785e07f2e3b,pci.sys,06-21-2006,10.0.17134.1,pci,"pci\ven_15ad&dev_0790&subsys_079015ad&rev_02,pci\ven_15ad&dev_0790&subsys_079015ad,pci\ven_15ad&dev_0790&cc_060401,pci\ven_15ad&dev_0790&cc_0604",pci.inf,0,(Standard system devices),pci\cc_0604,PCI-to-PCI Bridge,acpi\pnp0a03\2&daba3ff&0,0,Microsoft,pci,"\driver\pci,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_07a0&subsys_07a015ad&rev_01/3&61aaa01&0&a8,2019-02-15 13:49:30,PCI to PCI Bridge,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_07a0&rev_01,pci\ven_15ad&dev_07a0,pci\ven_15ad&cc_060400,pci\ven_15ad&cc_0604,pci\ven_15ad,pci\cc_060400&dt_4,pci\cc_060400,pci\cc_0604&dt_4,pci\cc_0604",{27db0821-3bf9-f71a-f96f-a53403857690},PCI Express Root Port,0000e46c1df4e6eb7cb9129859aa7d3369329787c565,pci.inf_amd64_3d831785e07f2e3b,pci.sys,06-21-2006,10.0.17134.1,pci,"pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01,pci\ven_15ad&dev_07a0&subsys_07a015ad,pci\ven_15ad&dev_07a0&cc_060400,pci\ven_15ad&dev_07a0&cc_0604",pci.inf,0,(Standard system devices),pci\cc_0604&dt_4,PCI Express Root Port,acpi\pnp0a03\2&daba3ff&0,0,Microsoft,pci,"\driver\pci,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_07a0&subsys_07a015ad&rev_01/3&61aaa01&0&a9,2019-02-15 13:49:30,PCI to PCI Bridge,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_07a0&rev_01,pci\ven_15ad&dev_07a0,pci\ven_15ad&cc_060400,pci\ven_15ad&cc_0604,pci\ven_15ad,pci\cc_060400&dt_4,pci\cc_060400,pci\cc_0604&dt_4,pci\cc_0604",{27db0821-3bf9-f71a-f96f-a53403857690},PCI Express Root Port,0000e46c1df4e6eb7cb9129859aa7d3369329787c565,pci.inf_amd64_3d831785e07f2e3b,pci.sys,06-21-2006,10.0.17134.1,pci,"pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01,pci\ven_15ad&dev_07a0&subsys_07a015ad,pci\ven_15ad&dev_07a0&cc_060400,pci\ven_15ad&dev_07a0&cc_0604",pci.inf,0,(Standard system devices),pci\cc_0604&dt_4,PCI Express Root Port,acpi\pnp0a03\2&daba3ff&0,0,Microsoft,pci,"\driver\pci,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_07a0&subsys_07a015ad&rev_01/3&61aaa01&0&aa,2019-02-15 13:49:30,PCI to PCI Bridge,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_07a0&rev_01,pci\ven_15ad&dev_07a0,pci\ven_15ad&cc_060400,pci\ven_15ad&cc_0604,pci\ven_15ad,pci\cc_060400&dt_4,pci\cc_060400,pci\cc_0604&dt_4,pci\cc_0604",{27db0821-3bf9-f71a-f96f-a53403857690},PCI Express Root Port,0000e46c1df4e6eb7cb9129859aa7d3369329787c565,pci.inf_amd64_3d831785e07f2e3b,pci.sys,06-21-2006,10.0.17134.1,pci,"pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01,pci\ven_15ad&dev_07a0&subsys_07a015ad,pci\ven_15ad&dev_07a0&cc_060400,pci\ven_15ad&dev_07a0&cc_0604",pci.inf,0,(Standard system devices),pci\cc_0604&dt_4,PCI Express Root Port,acpi\pnp0a03\2&daba3ff&0,0,Microsoft,pci,"\driver\pci,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_07a0&subsys_07a015ad&rev_01/3&61aaa01&0&ab,2019-02-15 13:49:30,PCI to PCI Bridge,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_07a0&rev_01,pci\ven_15ad&dev_07a0,pci\ven_15ad&cc_060400,pci\ven_15ad&cc_0604,pci\ven_15ad,pci\cc_060400&dt_4,pci\cc_060400,pci\cc_0604&dt_4,pci\cc_0604",{27db0821-3bf9-f71a-f96f-a53403857690},PCI Express Root Port,0000e46c1df4e6eb7cb9129859aa7d3369329787c565,pci.inf_amd64_3d831785e07f2e3b,pci.sys,06-21-2006,10.0.17134.1,pci,"pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01,pci\ven_15ad&dev_07a0&subsys_07a015ad,pci\ven_15ad&dev_07a0&cc_060400,pci\ven_15ad&dev_07a0&cc_0604",pci.inf,0,(Standard system devices),pci\cc_0604&dt_4,PCI Express Root Port,acpi\pnp0a03\2&daba3ff&0,0,Microsoft,pci,"\driver\pci,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_07a0&subsys_07a015ad&rev_01/3&61aaa01&0&ac,2019-02-15 13:49:30,PCI to PCI Bridge,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_07a0&rev_01,pci\ven_15ad&dev_07a0,pci\ven_15ad&cc_060400,pci\ven_15ad&cc_0604,pci\ven_15ad,pci\cc_060400&dt_4,pci\cc_060400,pci\cc_0604&dt_4,pci\cc_0604",{27db0821-3bf9-f71a-f96f-a53403857690},PCI Express Root Port,0000e46c1df4e6eb7cb9129859aa7d3369329787c565,pci.inf_amd64_3d831785e07f2e3b,pci.sys,06-21-2006,10.0.17134.1,pci,"pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01,pci\ven_15ad&dev_07a0&subsys_07a015ad,pci\ven_15ad&dev_07a0&cc_060400,pci\ven_15ad&dev_07a0&cc_0604",pci.inf,0,(Standard system devices),pci\cc_0604&dt_4,PCI Express Root Port,acpi\pnp0a03\2&daba3ff&0,0,Microsoft,pci,"\driver\pci,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_07a0&subsys_07a015ad&rev_01/3&61aaa01&0&ad,2019-02-15 13:49:30,PCI to PCI Bridge,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_07a0&rev_01,pci\ven_15ad&dev_07a0,pci\ven_15ad&cc_060400,pci\ven_15ad&cc_0604,pci\ven_15ad,pci\cc_060400&dt_4,pci\cc_060400,pci\cc_0604&dt_4,pci\cc_0604",{27db0821-3bf9-f71a-f96f-a53403857690},PCI Express Root Port,0000e46c1df4e6eb7cb9129859aa7d3369329787c565,pci.inf_amd64_3d831785e07f2e3b,pci.sys,06-21-2006,10.0.17134.1,pci,"pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01,pci\ven_15ad&dev_07a0&subsys_07a015ad,pci\ven_15ad&dev_07a0&cc_060400,pci\ven_15ad&dev_07a0&cc_0604",pci.inf,0,(Standard system devices),pci\cc_0604&dt_4,PCI Express Root Port,acpi\pnp0a03\2&daba3ff&0,0,Microsoft,pci,"\driver\pci,\driver\acpi,\driver\pci"
pci/ven_15ad&dev_07a0&subsys_07a015ad&rev_01/3&61aaa01&0&ae,2019-02-15 13:49:30,PCI to PCI Bridge,system,{4d36e97d-e325-11ce-bfc1-08002be10318},"pci\ven_15ad&dev_07a0&rev_01,pci\ven_15ad&dev_07a0,pci\ven_15ad&cc_060400,pci\ven_15ad&cc_0604,pci\ven_15ad,pci\cc_060400&dt_4,pci\cc_060400,pci\cc_0604&dt_4,pci\cc_0604",{27db0821-3bf9-f71a-f96f-a53403857690},PCI Express Root Port,0000e46c1df4e6eb7cb9129859aa7d3369329787c565,pci.inf_amd64_3d831785e07f2e3b,pci.sys,06-21-2006,10.0.17134.1,pci,"pci\ven_15ad&dev_07a0&subsys_07a015ad&rev_01,pci\ven_15ad&dev_07a0&subsys_07a015ad,pci\ven_15ad&dev_07a0&cc_060400,pci\ven_15ad&dev_07a0&cc_0604",pci.inf,0,(Standard system devices),pci\cc_0604&dt_4,PCI Express Root Port,acpi\pnp0a03\2&daba3ff&0,0,Microsoft,pci,"\driver\pci,\driver\acpi,\driver\pci"
