KeyName,KeyLastWriteTimestamp,Categories,DiscoveryMethod,FriendlyName,Icon,IsActive,IsConnected,IsMachineContainer,IsNetworked,IsPaired,Manufacturer,ModelId,ModelName,ModelNumber,PrimaryCategory,State
{2792b7df-80d9-dbec-34fe-019117d2e093},2019-02-15 13:49:30,input.mouse,,,"C:\Windows\System32\DDORes.dll,-2212",True,True,False,False,False,,{dedd0e58-16f4-6db6-edcf-b86a481370f5},VMware Virtual USB Mouse,,input.mouse,9
{27db0821-3bf9-f71a-f96f-a53403857690},2019-02-15 13:49:30,computer,,MSEDGEWIN10,"C:\Windows\System32\DDORes.dll,-2061",True,True,True,False,False,"VMware, Inc.",,"VMware7,1",,computer,25
{33f74aa6-3200-a595-2468-4bd61579632d},2019-02-15 13:49:30,display.monitor,,,"C:\Windows\System32\DDORes.dll,-2102",True,True,False,False,False,,{00b0927b-ab73-c599-59d5-8b32708d77c3},Generic Non-PnP Monitor,,display.monitor,9
{3d697c11-124c-99a5-5625-41b48dc6254f},2019-02-15 13:49:30,component.hub.usb,,,"C:\Windows\System32\DDORes.dll,-2001",True,True,False,False,False,,{58908b22-f023-8676-533c-aca40090aea5},USB Root Hub (USB 3.0),,unknown,9
{6e6c2e2f-33a6-9d36-1acd-33707a987196},2019-02-15 13:49:30,printfax.printer.file,,Microsoft XPS Document Writer,"C:\Windows\System32\DDORes.dll,-2414",True,True,False,False,False,,{63e262cd-de1a-0741-2baa-25f72900a032},Microsoft XPS Document Writer v4,,printfax.printer.file,9
{91bce5e1-5af6-2002-f564-ee72e0df12c0},2019-02-15 13:49:30,storage,,"VMware, VMware Virtual S SCSI Disk Device","C:\Windows\System32\DDORes.dll,-2511",True,True,False,False,False,,{6392f1b6-2059-39e5-bae0-3bc2162cdb90},"VMware, VMware Virtual S SCSI Disk Device",,storage,9
{eb168b4d-c6fa-7d7c-c10e-755870f0604a},2019-02-15 13:49:30,display.monitor,,,"C:\Windows\System32\DDORes.dll,-2102",True,False,False,False,False,,{00b0927b-ab73-c599-59d5-8b32708d77c3},Generic Non-PnP Monitor,,display.monitor,8
{f7522009-9b95-3d39-82b1-850eeec071d9},2019-02-15 13:49:30,printfax.fax,,Fax,"C:\Windows\System32\DDORes.dll,-2412",True,True,False,False,False,,{2c0386d2-3111-0865-fad8-3d6a56fa1f49},Microsoft Shared Fax Driver,,printfax.fax,9
{f90220f9-4f8a-608d-278b-198c3c4938ad},2019-02-15 13:49:30,printfax.printer.file,,Microsoft Print to PDF,"C:\Windows\System32\DDORes.dll,-2414",True,True,False,False,False,,{85345646-6c16-4d25-1877-240718614f8d},Microsoft Print To PDF,,printfax.printer.file,9
