SourceFile,SourceCreated,SourceModified,SourceAccessed,AppId,AppIdDescription,DestListVersion,LastUsedEntryNumber,MRU,EntryNumber,CreationTime,LastModified,Hostname,MacAddress,Path,InteractionCount,PinStatus,FileBirthDroid,FileDroid,VolumeBirthDroid,VolumeDroid,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,CommonPath,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,TrackerCreatedOn,ExtraBlocksPresent,Arguments,Notes
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,0,9,2019-02-15 04:49:40,2019-02-15 05:07:07,獭摥敧楷ㅮ0,00:0c:29:bc:95:21,C:\Users\IEUser\Pictures\pics\whoami4.png,1,False,1aada25f-30dd-11e9-8b43-000c29bc9521,1aada25f-30dd-11e9-8b43-000c29bc9521,ac305b68-7232-43a6-a9ca-598b14e11a91,ac305b68-7232-43a6-a9ca-598b14e11a91,2019-02-15 05:06:52,2018-03-06 16:33:54,2019-02-15 05:06:53,2084,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),68D628DB,,C:\Users\IEUser\Pictures\pics\whoami4.png,,My Computer\C:\Users\IEUser\Pictures\pics\whoami4.png,0x181BC,0x1,msedgewin10,00:0c:29:bc:95:21,2019-02-15 04:49:40,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,1,8,2019-02-15 03:49:07,2019-02-15 04:37:08,獭摥敧楷ㅮ0,00:0c:29:bc:95:21,C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,1,False,a53dad17-30d4-11e9-8b42-000c29bc9521,a53dad17-30d4-11e9-8b42-000c29bc9521,ac305b68-7232-43a6-a9ca-598b14e11a91,ac305b68-7232-43a6-a9ca-598b14e11a91,2013-12-04 06:37:38,2013-12-04 06:37:38,2019-02-15 04:37:08,6149,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),68D628DB,,C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,,My Computer\C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,0x1575C,0x3,msedgewin10,00:0c:29:bc:95:21,2019-02-15 03:49:07,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,2,7,2018-04-25 20:00:27,2019-02-15 04:36:37,獭摥敧楷ㅮ0,00:0c:29:80:6f:2a,C:\Windows\System32\eula.txt,1,False,4c8d7efb-48c3-11e8-8b3c-000c29806f2a,4c8d7efb-48c3-11e8-8b3c-000c29806f2a,ac305b68-7232-43a6-a9ca-598b14e11a91,ac305b68-7232-43a6-a9ca-598b14e11a91,2018-04-25 20:01:39,2018-01-26 15:04:06,2019-02-15 04:20:50,32985,,,"FileAttributeReadonly, FileAttributeArchive","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),68D628DB,,C:\Windows\System32\eula.txt,,My Computer\C:\Windows\System32\eula.txt,0x15947,0x6,msedgewin10,00:0c:29:80:6f:2a,2018-04-25 20:00:27,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,3,6,2019-02-15 03:52:56,2019-02-15 04:36:14,,00:0c:29:a1:dc:26,O:\pics\forensics.jpg,1,False,2dbaf587-30d5-11e9-b281-000c29a1dc26,2dbaf587-30d5-11e9-b281-000c29a1dc26,390fe69a-ad23-402b-aae9-1db7e743d73c,390fe69a-ad23-402b-aae9-1db7e743d73c,2018-01-23 16:42:46,2018-01-19 04:39:22,2019-02-15 04:13:41,110887,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,pics\forensics.jpg,My Computer\O:\pics\forensics.jpg,0x1076E,0x3,,00:0c:29:a1:dc:26,2019-02-15 03:52:56,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,4,5,2019-02-15 03:52:56,2019-02-15 04:36:11,,00:0c:29:a1:dc:26,O:\pics\whoami4.png,1,False,2dbaf585-30d5-11e9-b281-000c29a1dc26,2dbaf585-30d5-11e9-b281-000c29a1dc26,390fe69a-ad23-402b-aae9-1db7e743d73c,390fe69a-ad23-402b-aae9-1db7e743d73c,2018-03-07 19:21:36,2018-03-06 16:33:54,2019-02-15 04:16:07,2084,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,pics\whoami4.png,My Computer\O:\pics\whoami4.png,0x107CE,0x2,,00:0c:29:a1:dc:26,2019-02-15 03:52:56,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,5,4,2019-02-15 03:52:56,2019-02-15 04:36:03,,00:0c:29:a1:dc:26,O:\pics\Photo02.jpg,1,False,2dbaf583-30d5-11e9-b281-000c29a1dc26,2dbaf583-30d5-11e9-b281-000c29a1dc26,390fe69a-ad23-402b-aae9-1db7e743d73c,390fe69a-ad23-402b-aae9-1db7e743d73c,2019-02-15 04:07:47,2018-02-08 16:24:12,2019-02-15 04:07:47,869470,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,pics\Photo02.jpg,My Computer\O:\pics\Photo02.jpg,0x107A6,0x2,,00:0c:29:a1:dc:26,2019-02-15 03:52:56,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,6,3,2019-02-15 03:52:56,2019-02-15 04:35:57,,00:0c:29:a1:dc:26,O:\pics\Halloween.jpg,1,False,2dbaf581-30d5-11e9-b281-000c29a1dc26,2dbaf581-30d5-11e9-b281-000c29a1dc26,390fe69a-ad23-402b-aae9-1db7e743d73c,390fe69a-ad23-402b-aae9-1db7e743d73c,2018-11-01 13:22:52,2018-11-01 13:22:50,2019-02-15 04:07:04,63209,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,pics\Halloween.jpg,My Computer\O:\pics\Halloween.jpg,0x1079B,0x2,,00:0c:29:a1:dc:26,2019-02-15 03:52:56,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,7,2,2019-02-15 03:52:56,2019-02-15 04:35:50,,00:0c:29:a1:dc:26,O:\pics\ZoteroWorkshopPoster.png,1,False,2dbaf57f-30d5-11e9-b281-000c29a1dc26,2dbaf57f-30d5-11e9-b281-000c29a1dc26,390fe69a-ad23-402b-aae9-1db7e743d73c,390fe69a-ad23-402b-aae9-1db7e743d73c,2018-10-30 19:41:26,2018-10-30 19:41:25,2019-02-15 03:56:04,115703,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,pics\ZoteroWorkshopPoster.png,My Computer\O:\pics\ZoteroWorkshopPoster.png,0x10788,0x2,,00:0c:29:a1:dc:26,2019-02-15 03:52:56,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-04-25 20:01:40,2019-02-15 05:07:07,2021-08-30 12:16:44,5f7b5f1e01b83767,Quick Access,4,9,8,1,2019-02-15 03:52:56,2019-02-15 04:35:33,,00:0c:29:a1:dc:26,O:\pics\FindMeIfYouCan.jpg,1,False,2dbaf570-30d5-11e9-b281-000c29a1dc26,2dbaf570-30d5-11e9-b281-000c29a1dc26,390fe69a-ad23-402b-aae9-1db7e743d73c,390fe69a-ad23-402b-aae9-1db7e743d73c,2018-10-29 11:24:24,2018-02-13 05:28:54,2019-02-15 04:03:20,31646,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",(None),,,,pics\FindMeIfYouCan.jpg,My Computer\O:\pics\FindMeIfYouCan.jpg,0x10798,0x5,,00:0c:29:a1:dc:26,2019-02-15 03:52:56,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
M:\Forensics\TrainingImages\AliHadi\Challenge5\tout\E\Users\IEUser\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\9b9cdc69c1c24e2b.automaticDestinations-ms,2019-02-15 04:36:36,2019-02-15 04:37:08,2021-08-30 12:16:44,9b9cdc69c1c24e2b,Notepad 64-bit,4,2,0,2,2019-02-15 03:49:07,2019-02-15 04:37:08,獭摥敧楷ㅮ0,00:0c:29:bc:95:21,C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,1,False,a53dad17-30d4-11e9-8b42-000c29bc9521,a53dad17-30d4-11e9-8b42-000c29bc9521,ac305b68-7232-43a6-a9ca-598b14e11a91,ac305b68-7232-43a6-a9ca-598b14e11a91,2013-12-04 06:37:38,2013-12-04 06:37:38,2019-02-15 04:37:08,6149,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),68D628DB,,C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,,My Computer\C:\Users\IEUser\Downloads\SetMACE_v1009\SetMACE_v1009\readme.txt,0x1575C,0x3,msedgewin10,00:0c:29:bc:95:21,2019-02-15 03:49:07,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
