ProgramId,KeyLastWriteTimestamp,Name,Version,Publisher,InstallDate,OSVersionAtInstallTime,BundleManifestPath,HiddenArp,InboxModernApp,Language,ManifestPath,MsiPackageCode,MsiProductCode,PackageFullName,ProgramInstanceId,RegistryKeyPath,RootDirPath,Type,Source,StoreAppType,UninstallString,InstallDateArpLastModified,InstallDateMsi,InstallDateFromLinkFile,Manufacturer
000089e97751f31c89be39055cc57efee68800000904,2018-04-06 07:23:11,Microsoft.Windows.Cortana,1.9.6.16299,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.Cortana_1.9.6.16299_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,Application,AppxPackage,,,,,,
00008c222342fe34e79e4b885d48aa4d0b8f00000904,2018-04-06 07:23:12,microsoft.windowscommunicationsapps,17.9126.21425.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_2015.9126.21425.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,False,1033,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.9126.21425.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,microsoft.windowscommunicationsapps_17.9126.21425.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.9126.21425.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
00008e1e8fc97f398ac0b6a51b2e3398beb700000904,2018-04-06 07:23:13,Office 16 Click-to-Run Localization Component,16.0.8326.2076,Microsoft Corporation,2018-03-27 00:00:00,10.0.0.16299,,True,False,1033,,{0A7E983F-C27C-4BC4-BAFE-EC24B098DB55},{90160000-008C-0409-0000-0000000FF1CE},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-008C-0409-0000-0000000FF1CE},,Application,Msi,,MsiExec.exe /X{90160000-008C-0409-0000-0000000FF1CE},,,,
000091e201f9a500a0fafeac8c3b2d61140c00000904,2018-04-06 07:23:13,Backup and Sync from Google,3.40.8921.5350,"Google, Inc.",2018-03-27 00:00:00,10.0.0.16299,,False,False,1033,,{0A3D1E67-AF8C-4134-8E9B-C64584EF8EDF},{4B7277C7-9CEE-45FC-B36B-19AD28281B9C},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{4B7277C7-9CEE-45FC-B36B-19AD28281B9C},,Application,Msi,,MsiExec.exe /X{4B7277C7-9CEE-45FC-B36B-19AD28281B9C},,,,
0000993d24de23adf7057a3c26dbf4cc9bef00000904,2018-04-06 07:23:12,Microsoft.MicrosoftEdge,41.16299.248.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.MicrosoftEdge_41.16299.248.0_neutral__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe,Application,AppxPackage,,,,,,
00009a43020ab382265d180479579f34972200000904,2018-04-06 07:23:10,c5e2524a-ea46-4f67-841f-6a9465d9d515,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.FileExplorer_cw5n1h2txyewy\AppXManifest.xml,,,c5e2524a-ea46-4f67-841f-6a9465d9d515_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.FileExplorer_cw5n1h2txyewy,Application,AppxPackage,,,,,,
00009c722af29a18cb95e9afd4c97eb4806d00000904,2018-04-06 07:23:12,Microsoft.MicrosoftSolitaireCollection,3.18.12091.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_3.18.12091.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,True,1033,C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_3.18.12091.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.MicrosoftSolitaireCollection_3.18.12091.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_3.18.12091.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000a86dc9e07c2a0791e5c03d099a65887f00000904,2018-04-06 07:23:12,Microsoft.Microsoft3DViewer,3.1803.29012.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_3.1803.29012.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,False,1033,C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_3.1803.29012.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.Microsoft3DViewer_3.1803.29012.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_3.1803.29012.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000a96bddb38b66aac8e1faa9679b7bb8ff00000904,2018-04-06 07:23:11,windows.immersivecontrolpanel,10.0.1.1000,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\ImmersiveControlPanel\AppXManifest.xml,,,windows.immersivecontrolpanel_10.0.1.1000_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\ImmersiveControlPanel,Application,AppxPackage,,,,,,
0000aabefd5254c6da24e88b7ecd87f7dbdb00000904,2018-04-06 07:23:12,Microsoft.Windows.Photos,2018.18022.15810.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18022.15810.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,False,1033,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18022.15810.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.Windows.Photos_2018.18022.15810.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18022.15810.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000ad551f8600439da83e632fc11a564a8c00000904,2018-04-06 07:23:12,Microsoft.WindowsSoundRecorder,10.1803.613.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_2018.303.921.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,True,1033,C:\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_10.1803.613.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.WindowsSoundRecorder_10.1803.613.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_10.1803.613.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000ae4dead41a00726b6f2ddfee2da31b5d00000904,2018-04-06 07:23:11,Microsoft.LockApp,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.LockApp_10.0.16299.15_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000b0764d8d4abc468cc1d70d2d2b7618c200000904,2018-04-06 07:23:12,Microsoft.WindowsAlarms,10.1803.614.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_2018.303.908.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,True,1033,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.1803.614.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.WindowsAlarms_10.1803.614.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.1803.614.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000ba80c2eefbf72b4c6f1d23ca885f6e2200000904,2018-04-06 07:23:12,Microsoft.Windows.SecHealthUI,10.0.16299.309,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.SecHealthUI_10.0.16299.309_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000bcaf61c469935489a92992654951840700000904,2018-04-06 07:23:11,Microsoft.Windows.ParentalControls,1000.16299.15.0,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\ParentalControls_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.ParentalControls_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\ParentalControls_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000bf9e192c64de7f45c93ba9a6cd7ca07800000000,2018-04-06 07:23:13,Office 16 Click-to-Run Extensibility Component,16.0.8431.2236,Microsoft Corporation,2018-03-27 00:00:00,10.0.0.16299,,True,False,0,,{C7F6DEDF-905D-4208-8B4C-B30D6AE15ED7},{90160000-008C-0000-0000-0000000FF1CE},,0000ac25890a58940078d5cf6a5f7dc3ca2b01ecb189,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-008C-0000-0000-0000000FF1CE},,Application,Msi,,MsiExec.exe /X{90160000-008C-0000-0000-0000000FF1CE},,,,
0000c0e4e9bd23b4165f0b465e3381781a2400000904,2018-04-06 07:23:12,Microsoft.People,10.3.3472.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.People_2017.1214.153.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,True,1033,C:\Program Files\WindowsApps\Microsoft.People_10.3.3472.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.People_10.3.3472.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.People_10.3.3472.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000c117d2a9165e8768847369e43f20ef0100000904,2018-04-06 07:23:12,Microsoft.MicrosoftStickyNotes,2.1.18.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_2.1.18.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,False,1033,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_2.1.18.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.MicrosoftStickyNotes_2.1.18.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_2.1.18.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000c7905b86219624a71ddd79baf059bec20000ffff,2018-04-06 07:23:13,Dell Touchpad,10.1207.101.103,"ALPS ELECTRIC CO., LTD.",2018-03-27 09:17:25,10.0.0.16299,,False,False,65535,,,{9F72EF8B-AEC9-4CA5-B483-143980AFD6FD},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{9F72EF8B-AEC9-4CA5-B483-143980AFD6FD},C:\Program Files\DellTPad,Application,Msi,,"""C:\Program Files\DellTPad\Uninstap.exe"" ADDREMOVE",,,,
0000c97d9d2e772d6ab1d7f5c03d7e7aceb100000008,2018-04-06 07:23:13,NVIDIA HD Audio Driver 1.3.34.17,1.3.34.17,NVIDIA Corporation,2018-03-27 00:00:00,10.0.0.16299,,False,False,2048,,,,,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_HDAudio.Driver,C:\Program Files\NVIDIA Corporation\Installer2\HDAudio.Driver.{C9749F82-1DC5-4236-84FD-7A6A01852AFA},Application,Msi,,"""C:\Windows\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage HDAudio.Driver",,,,
0000c9bb7550b6d21395f29c2b46f12125a60000ffff,2018-04-06 07:23:13,Vulkan Run Time Libraries 1.0.26.0,1.0.26.0,"LunarG, Inc.",2018-03-27 09:21:06,10.0.0.16299,,False,False,65535,,,,,0000b6e6cb59f8fd6ff7c1cc66f3d1925bfdfdfc15ba,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\VulkanRT1.0.26.0,c:\program files (x86)\VulkanRT\1.0.26.0,Application,AddRemoveProgram,,C:\Program Files (x86)\VulkanRT\1.0.26.0\UninstallVulkanRT.exe,,,,
0000ca88b3882eaecec9f1852f85a0220dd000000904,2018-04-06 07:23:11,Microsoft.Windows.OOBENetworkConnectionFlow,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.OOBENetworkConnectionFlow_10.0.16299.15_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000ca890566c99498ee63226cb16f0fba7200000904,2018-04-06 07:23:12,Microsoft.WindowsCamera,2018.227.30.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2018.227.30.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,False,1033,C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2018.227.30.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.WindowsCamera_2018.227.30.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2018.227.30.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000ca891e3cd2ba311c3d8ef573509b142900000904,2018-04-06 07:23:11,Microsoft.XboxGameCallableUI,1000.16299.15.0,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.XboxGameCallableUI_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000cc8c4fc29189385bab1e32b0a8a1ccbc00000904,2018-04-06 07:23:11,Microsoft.PPIProjection,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.PPIProjection_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.PPIProjection_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.PPIProjection_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000cdf379ef1c0607367b323cd132d2287400000904,2018-04-06 07:23:12,Microsoft.WindowsCalculator,10.1803.711.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_2018.312.1947.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,True,1033,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1803.711.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.WindowsCalculator_10.1803.711.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1803.711.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000cf0a4d1f4bd4f08ed7c79103fb7136aa00000904,2018-04-06 07:23:13,Google Update Helper,1.3.33.7,Google Inc.,2018-03-27 00:00:00,10.0.0.16299,,True,False,1033,,{646E8264-633A-4689-A853-CE5123D8978A},{60EC980A-BDA2-4CB6-A427-B07A5498B4CA},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{60EC980A-BDA2-4CB6-A427-B07A5498B4CA},,Application,Msi,,MsiExec.exe /I{60EC980A-BDA2-4CB6-A427-B07A5498B4CA},,,,
0000cfedd3f2b2989fbe1d5f3afd235767af00000008,2018-04-06 07:23:13,NVIDIA nView 148.03,148.03,NVIDIA Corporation,2018-03-27 00:00:00,10.0.0.16299,,False,False,2048,,,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.NView,C:\Program Files\NVIDIA Corporation\nview,Application,Msi,,"""C:\Windows\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.NView",,,,
0000d08c62e1b28899b1e16a24d603745e2b00000904,2018-04-06 07:23:11,Microsoft.Windows.CloudExperienceHost,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.CloudExperienceHost_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000d330fd863a425c3d6fa5390d5d0c0d700000ffff,2018-04-06 07:23:13,Microsoft OneDrive,18.044.0301.0006,Microsoft Corporation,2018-04-04 05:59:40,10.0.0.16299,,False,False,65535,,,,,0000c8d8ff540ceb6ad4e212206eed47403560a8849c,HKEY_USERS\S-1-5-21-2734969515-1644526556-1039763013-1001\Software\Microsoft\Windows\CurrentVersion\Uninstall\OneDriveSetup.exe,c:\Users\jcloudy\AppData\Local\microsoft\OneDrive\18.044.0301.0006,Application,AddRemoveProgramPerUser,,C:\Users\jcloudy\AppData\Local\Microsoft\OneDrive\18.044.0301.0006\OneDriveSetup.exe  /uninstall,,,,
0000d4574c2088663f9152b10c153a3cb1ce00000008,2018-04-06 07:23:13,NVIDIA Display Container,1.0,NVIDIA Corporation,2018-03-27 00:00:00,10.0.0.16299,,True,False,2048,,,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_NVDisplayContainer,C:\Program Files\NVIDIA Corporation\Display.NvContainer,Application,Msi,,,,,,
0000d4d016d2e0a52de889e6124ff95cfdbc00000904,2018-04-06 07:23:11,Microsoft.MicrosoftOfficeHub,17.8830.7600.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_2017.1213.2345.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,True,1033,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_17.8830.7600.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.MicrosoftOfficeHub_17.8830.7600.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_17.8830.7600.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000d5f8371dfedbaa9c96c40d86330e899d00000904,2018-04-06 07:23:10,E2A4F912-2574-4A75-9BB0-0D023378592B,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.AppResolverUX_cw5n1h2txyewy\AppXManifest.xml,,,E2A4F912-2574-4A75-9BB0-0D023378592B_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.AppResolverUX_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000d8aa5f620e1803f2670e1bc2869db8be00000904,2018-04-06 07:23:10,Microsoft.BioEnrollment,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.BioEnrollment_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.BioEnrollment_10.0.16299.15_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.BioEnrollment_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000e24c4aa4d4764b8ec5b2a611ce9a843f00000904,2018-04-06 07:23:12,microsoft.microsoftskydrive,17.28.4.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\microsoft.microsoftskydrive_17.28.4.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,False,1033,C:\Program Files\WindowsApps\microsoft.microsoftskydrive_17.28.4.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,microsoft.microsoftskydrive_17.28.4.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\microsoft.microsoftskydrive_17.28.4.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000e3134f359e3f2edb14783c3e0641883300000904,2018-04-06 07:23:12,Microsoft.Getstarted,6.7.3462.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.Getstarted_6.7.3462.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,True,1033,C:\Program Files\WindowsApps\Microsoft.Getstarted_6.7.3462.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.Getstarted_6.7.3462.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.Getstarted_6.7.3462.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000e376f09b499d63a5ee891cc8814dcec200000904,2018-04-06 07:23:10,Microsoft.ECApp,10.0.16299.15,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.ECApp_8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.ECApp_10.0.16299.15_neutral__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.ECApp_8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000e456eba0d44cb21c9e6b66673425ea1900000904,2018-04-06 07:23:11,Microsoft.Windows.OOBENetworkCaptivePortal,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.OOBENetworkCaptivePortal_10.0.16299.15_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000e70d731140cf9e1b8c01de8eaf253bde00000904,2018-04-06 07:23:10,Microsoft.AccountsControl,10.0.16299.15,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.AccountsControl_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.AccountsControl_10.0.16299.15_neutral__cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.AccountsControl_cw5n1h2txyewy,Application,AppxPackage,,,,,,
