Hash,Id,Offset,OwnerSid,GroupSid,Control,SaclAceCount,UniqueSaclAceTypes,DaclAceCount,UniqueDaclAceTypes,FileOffset,SourceFile
CBC6FE32,256,0,S-1-5-18,S-1-5-32-544,SeDaclPresent|SeSelfRelative,0,,2,AccessAllowed,0,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
F7C81434,257,128,S-1-5-18,S-1-5-32-544,SeDaclPresent|SeSelfRelative,0,,2,AccessAllowed,128,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
19227620,258,256,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,2,AccessAllowed,256,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
59227620,259,384,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,2,AccessAllowed,384,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
91588E06,260,512,S-1-5-18,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,2,AccessAllowed,512,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
4F380486,261,640,S-1-5-18,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,8,AccessAllowed,640,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
0483E762,262,896,S-1-5-18,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,4,AccessAllowed,896,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
8B7527AB,263,1056,S-1-5-18,S-1-5-18,SeDaclPresent|SeSelfRelative,0,,2,AccessAllowed,1056,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
0F442204,264,1184,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeDaclProtected|SeSaclProtected|SeSelfRelative,1,SystemMandatoryLabel,5,AccessAllowed,1184,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
498FB382,265,1440,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSelfRelative,0,,5,AccessAllowed,1440,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
D9061172,266,1632,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeDaclProtected|SeSelfRelative,1,SystemMandatoryLabel,5,AccessAllowed,1632,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
41F34500,267,1856,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,96,,3,AccessAllowed,1856,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
849CCC34,268,2000,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,360,,13,AccessAllowed,2000,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
0099EB07,269,2448,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,13,AccessAllowed,2448,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
CB4732BC,270,2864,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,1,SystemAudit,13,AccessAllowed,2864,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
37484E37,271,3344,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,1,SystemAudit,13,AccessAllowed,3344,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
4B4A32BC,272,3776,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,1,SystemAudit,13,AccessAllowed,3776,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
DB8A9185,273,4256,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,1,SystemAudit,8,AccessAllowed,4256,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
BF8AE909,274,4624,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,1,SystemAudit,8,AccessAllowed,4624,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
EEEF1302,275,4992,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSelfRelative,184,,7,AccessAllowed,4992,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
551AD0B6,276,5232,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSaclProtected|SeSelfRelative,408,,11,AccessAllowed|AccessAllowedCallback,5232,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
C363070A,277,5728,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,10,AccessAllowed,5728,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
551ACCB6,278,6128,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeDaclProtected|SeSaclProtected|SeSelfRelative,408,,11,AccessAllowed|AccessAllowedCallback,6128,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
EB213EB3,279,6624,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,13,AccessAllowed,6624,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
68FA3536,280,7136,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,13,AccessAllowed,7136,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
F47F3D0B,281,7632,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSelfRelative,1,SystemMandatoryLabel,13,AccessAllowed,7632,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
C35E411C,282,8144,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,556,,13,AccessAllowedCallback|AccessAllowed,8144,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
F3AD53C0,283,8768,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,13,AccessAllowedCallback|AccessAllowed,8768,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
C344031D,284,9376,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,13,AccessAllowedCallback|AccessAllowed,9376,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
29DF8303,285,10000,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,572,,13,AccessAllowedCallback|AccessAllowed,10000,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
EFEA9013,286,10640,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,13,AccessAllowedCallback|AccessAllowed,10640,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
E13F8183,287,11264,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,13,AccessAllowedCallback|AccessAllowed,11264,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
79A1392A,288,11904,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,548,,13,AccessAllowedCallback|AccessAllowed,11904,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
C22EC059,289,12528,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,13,AccessAllowedCallback|AccessAllowed,12528,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
798FCA2A,290,13120,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,13,AccessAllowedCallback|AccessAllowed,13120,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
C7AF673B,291,13744,S-1-5-32-544,S-1-5-21-1034583958-4279958176-2509105644-513,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,552,,13,AccessAllowedCallback|AccessAllowed,13744,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
9ED867D6,292,14368,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,13,AccessAllowedCallback|AccessAllowed,14368,M:\Forensics\TrainingImages\AliHadi\Challenge4StealthyADS\tout\E\$Secure_$SDS
