Executable,BatchKeyPath,MRUPosition,BatchValueName,OpenedOn
notepad.exe,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\CIDSizeMRU,0,0,2019-02-15 04:37:08.6531328
