Timestamp,BatchKeyPath,FileName,BatchValueName,Path1,Path2
2018-04-25 20:58:09.3102310,ROOT\Microsoft\Windows\CurrentVersion\App Paths\cmmgr32.exe,cmmgr32.exe,Multiple,,
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\dfshim.dll,dfshim.dll,Multiple,,
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\fsquirt.exe,fsquirt.exe,Multiple,,
2018-04-25 20:58:09.3102310,ROOT\Microsoft\Windows\CurrentVersion\App Paths\IEDIAG.EXE,IEDIAG.EXE,Multiple,C:\Program Files\Internet Explorer\IEDIAGCMD.EXE,C:\Program Files\Internet Explorer;
2018-04-25 20:58:09.3102310,ROOT\Microsoft\Windows\CurrentVersion\App Paths\IEDIAGCMD.EXE,IEDIAGCMD.EXE,Multiple,C:\Program Files\Internet Explorer\IEDIAGCMD.EXE,C:\Program Files\Internet Explorer;
2018-04-25 20:58:09.3102310,ROOT\Microsoft\Windows\CurrentVersion\App Paths\IEXPLORE.EXE,IEXPLORE.EXE,Multiple,C:\Program Files\Internet Explorer\IEXPLORE.EXE,C:\Program Files\Internet Explorer;
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\install.exe,install.exe,Multiple,,
2018-04-11 23:38:51.0190363,ROOT\Microsoft\Windows\CurrentVersion\App Paths\licensemanagershellext.exe,licensemanagershellext.exe,Multiple,%SystemRoot%\System32\licensemanagershellext.exe,
2018-04-12 09:20:04.5092048,ROOT\Microsoft\Windows\CurrentVersion\App Paths\mip.exe,mip.exe,Multiple,%CommonProgramFiles%\Microsoft Shared\Ink\mip.exe,
2018-04-12 09:16:13.2728999,ROOT\Microsoft\Windows\CurrentVersion\App Paths\mplayer2.exe,mplayer2.exe,Multiple,%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe,%ProgramFiles(x86)%\Windows Media Player
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\pbrush.exe,pbrush.exe,Multiple,%SystemRoot%\System32\mspaint.exe,%SystemRoot%\System32
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\PowerShell.exe,PowerShell.exe,Multiple,%SystemRoot%\system32\WindowsPowerShell\v1.0\PowerShell.exe,
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\setup.exe,setup.exe,Multiple,,
2018-04-12 09:20:04.5092048,ROOT\Microsoft\Windows\CurrentVersion\App Paths\SnippingTool.exe,SnippingTool.exe,Multiple,%SystemRoot%\system32\SnippingTool.exe,
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\table30.exe,table30.exe,Multiple,,
2018-04-12 09:20:04.5092048,ROOT\Microsoft\Windows\CurrentVersion\App Paths\TabTip.exe,TabTip.exe,Multiple,%CommonProgramFiles%\microsoft shared\ink\TabTip.exe,
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\wab.exe,wab.exe,Multiple,%ProgramFiles%\Windows Mail\wab.exe,%ProgramFiles%\Windows Mail
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\wabmig.exe,wabmig.exe,Multiple,%ProgramFiles%\Windows Mail\wabmig.exe,
2018-04-12 09:16:13.2728999,ROOT\Microsoft\Windows\CurrentVersion\App Paths\wmplayer.exe,wmplayer.exe,Multiple,%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe,%ProgramFiles(x86)%\Windows Media Player
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\WORDPAD.EXE,WORDPAD.EXE,Multiple,"""%ProgramFiles%\Windows NT\Accessories\WORDPAD.EXE""",
2018-04-11 23:40:34.9807682,ROOT\Microsoft\Windows\CurrentVersion\App Paths\WRITE.EXE,WRITE.EXE,Multiple,"""%ProgramFiles%\Windows NT\Accessories\WORDPAD.EXE""",
