Timestamp,BatchKeyPath,KeyName,BatchValueName,ProfileImagePath
2018-04-11 23:40:34.9495150,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-18,S-1-5-18,Multiple,%systemroot%\system32\config\systemprofile
2018-04-11 23:40:34.9495150,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-19,S-1-5-19,Multiple,%systemroot%\ServiceProfiles\LocalService
2018-04-11 23:40:34.9495150,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-20,S-1-5-20,Multiple,%systemroot%\ServiceProfiles\NetworkService
2019-02-15 04:58:36.5640479,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-21-597701057-294507186-493142324-1000,S-1-5-21-597701057-294507186-493142324-1000,Multiple,C:\Users\IEUser
2018-04-25 20:07:17.1203497,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-21-597701057-294507186-493142324-1003,S-1-5-21-597701057-294507186-493142324-1003,Multiple,C:\Users\sshd_server
2019-02-15 04:54:59.3777900,ROOT\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-21-597701057-294507186-493142324-1004,S-1-5-21-597701057-294507186-493142324-1004,Multiple,C:\Users\Joker
