Timestamp,BatchKeyPath,KeyName,BatchValueName,SerialNumber,DeviceName,FriendlyName,LocationInformation
2019-02-15 13:45:08.4679337,ROOT\ControlSet001\Enum\USB\ROOT_HUB30\5&21ab4ffc&0&0,ROOT_HUB30,Multiple,5&21ab4ffc&0&0,USB Root Hub (USB 3.0),,
2019-02-15 13:45:08.6451258,ROOT\ControlSet001\Enum\USB\VID_0E0F&PID_0003\6&30c5d09c&0&5,VID_0E0F&PID_0003,Multiple,6&30c5d09c&0&5,USB Composite Device,,Port_#0005.Hub_#0001
2019-02-15 13:45:08.6611517,ROOT\ControlSet001\Enum\USB\VID_0E0F&PID_0003&MI_00\7&3ae26960&0&0000,VID_0E0F&PID_0003&MI_00,Multiple,7&3ae26960&0&0000,USB Input Device,,000b.0000.0000.005.000.000.000.000.000
2019-02-15 13:45:08.6763805,ROOT\ControlSet001\Enum\USB\VID_0E0F&PID_0003&MI_01\7&3ae26960&0&0001,VID_0E0F&PID_0003&MI_01,Multiple,7&3ae26960&0&0001,USB Input Device,,000b.0000.0000.005.000.000.000.000.000
