Timestamp,BatchKeyPath,KeyName,BatchValueName,SerialNumber,DeviceName,FriendlyName,LocationInformation
2015-09-13 04:18:04.8906250,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet001\Enum\USB\ROOT_HUB\4&24d6eb65&0,ROOT_HUB,Multiple,4&24d6eb65&0,USB Root Hub,,
2015-09-12 17:56:09.9070000,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet001\Enum\USB\ROOT_HUB20\4&6a987e4&0,ROOT_HUB20,Multiple,4&6a987e4&0,USB Root Hub,,
2015-09-13 04:18:05.7968750,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet001\Enum\USB\VID_80EE&PID_0021\5&18f54cb7&0&1,VID_80EE&PID_0021,Multiple,5&18f54cb7&0&1,USB Human Interface Device,,Port_#0001.Hub_#0001
2015-09-13 04:18:04.8906250,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Enum\USB\ROOT_HUB\4&24d6eb65&0,ROOT_HUB,Multiple,4&24d6eb65&0,USB Root Hub,,
2015-09-12 17:56:09.9070000,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Enum\USB\ROOT_HUB20\4&6a987e4&0,ROOT_HUB20,Multiple,4&6a987e4&0,USB Root Hub,,
2015-09-13 04:18:05.7968750,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Enum\USB\VID_80EE&PID_0021\5&18f54cb7&0&1,VID_80EE&PID_0021,Multiple,5&18f54cb7&0&1,USB Human Interface Device,,Port_#0001.Hub_#0001
