Executable,BatchKeyPath,MRUPosition,BatchValueName,OpenedOn
wordpad.exe,CMI-CreateHive{10813AC7-700F-49B3-BD1A-DC2903BA42C9}\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\CIDSizeMRU,0,0,2015-09-03 07:20:37.3849023
