Executable,BatchKeyPath,MRUPosition,BatchValueName,OpenedOn
PickerHost.exe,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\CIDSizeMRU,0,0,2019-05-26 08:43:09.7104347
