BatchKeyPath,BatchValueName,Executable,FolderName,MRUPosition,OpenedOn
ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\FirstFolder,0,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,,0,2018-03-30 03:30:58.7324977
