BatchKeyPath,BatchValueName,ValueName,LastOpened,LastClosed,FileName
ROOT\Software\Microsoft\Office\16.0\Excel\User MRU\LiveId_2709CD201D69E509465D3C60D830CE2490A74738D87E3C8A95FEFEA94316F09F\File MRU,Item 1,Item 1,2018-04-06 12:27:08.3590000,,C:\Users\jcloudy\Downloads\rootkey.csv
