BatchKeyPath,BatchValueName,Name,Description,DisplayName,StartMode,ServiceType,NameKeyLastWrite,ParametersKeyLastWrite,Group,ImagePath,ServiceDLL,RequiredPrivileges
ROOT\ControlSet001\Services,None,VSS,"@%systemroot%\system32\vssvc.exe,-101","@%systemroot%\system32\vssvc.exe,-102",Manual,Win32OwnProcess,2017-09-29 13:47:44.6844405,,,%systemroot%\system32\vssvc.exe,,
ROOT\ControlSet001\Services,None,VSTXRAID,,"@vstxraid.inf,%Driver.DeviceDesc%;VIA StorX Storage RAID Controller Windows Driver",Boot,KernelDriver,2018-03-27 12:11:29.6794612,2017-09-29 13:46:13.2085934,SCSI Miniport,System32\drivers\vstxraid.sys,,
ROOT\ControlSet001\Services,None,vwifibus,"@%SystemRoot%\System32\drivers\vwifibus.sys,-258","@%SystemRoot%\System32\drivers\vwifibus.sys,-257",Manual,KernelDriver,2018-03-27 21:45:39.9321714,2018-03-27 12:11:56.8977012,,\SystemRoot\System32\drivers\vwifibus.sys,,
ROOT\ControlSet001\Services,None,vwififlt,"@%SystemRoot%\System32\drivers\vwififlt.sys,-260","@%SystemRoot%\System32\drivers\vwififlt.sys,-259",System,KernelDriver,2018-03-27 12:11:42.3117197,2018-03-27 12:11:57.2727146,NDIS,System32\drivers\vwififlt.sys,,
ROOT\ControlSet001\Services,None,vwifimp,,"@%SystemRoot%\System32\drivers\vwifimp.sys,-261",Manual,KernelDriver,2018-03-27 21:45:54.7696829,,NDIS,\SystemRoot\System32\drivers\vwifimp.sys,,
ROOT\ControlSet001\Services,None,W32Time,"@%SystemRoot%\system32\w32time.dll,-201","@%SystemRoot%\system32\w32time.dll,-200",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%SystemRoot%\system32\svchost.exe -k LocalService,,SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeSystemTimePrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,WacomPen,,"@hiddigi.inf,%WacomPen.SVCDESC%;Wacom Serial Pen HID Driver",Manual,KernelDriver,2017-09-29 13:46:10.8959067,,Extended Base,\SystemRoot\System32\drivers\wacompen.sys,,
ROOT\ControlSet001\Services,None,WalletService,"@%SystemRoot%\System32\WalletService.dll,-1001","@%SystemRoot%\System32\WalletService.dll,-1000",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%SystemRoot%\System32\svchost.exe -k appmodel -p,%SystemRoot%\system32\WalletService.dll,SeChangeNotifyPrivilege SeIncreaseWorkingSetPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,wanarp,"@%systemroot%\system32\mprmsg.dll,-32011","@%systemroot%\system32\mprmsg.dll,-32011",Automatic,KernelDriver,2018-03-27 12:15:05.4436940,,NDIS,System32\DRIVERS\wanarp.sys,,
ROOT\ControlSet001\Services,None,wanarpv6,"@%systemroot%\system32\mprmsg.dll,-32012","@%systemroot%\system32\mprmsg.dll,-32012",Manual,KernelDriver,2018-03-27 12:15:05.4441944,,NDIS,System32\DRIVERS\wanarp.sys,,
ROOT\ControlSet001\Services,None,WarpJITSvc,"@%SystemRoot%\System32\Windows.WARP.JITService.dll,-101","@%SystemRoot%\System32\Windows.WARP.JITService.dll,-100",Manual,Win32OwnProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted,,SeImpersonatePrivilege SeChangeNotifyPrivilege SeAssignPrimaryTokenPrivilege
ROOT\ControlSet001\Services,None,wbengine,"@%systemroot%\system32\wbengine.exe,-105","@%systemroot%\system32\wbengine.exe,-104",Manual,Win32OwnProcess,2017-09-29 13:47:44.6844405,,,"""%systemroot%\system32\wbengine.exe""",,SeImpersonatePrivilege SeBackupPrivilege SeManageVolumePrivilege SeRestorePrivilege SeSystemEnvironmentPrivilege SeSecurityPrivilege SeTakeOwnershipPrivilege SeShutdownPrivilege
ROOT\ControlSet001\Services,None,WbioSrvc,"@%systemroot%\system32\wbiosrvc.dll,-101","@%systemroot%\system32\wbiosrvc.dll,-100",Manual,Win32ShareProcess,2018-03-27 12:14:07.7016542,2017-09-29 13:47:03.7751131,SmartCardGroup,%SystemRoot%\system32\svchost.exe -k WbioSvcGroup,,SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeBackupPrivilege SeRestorePrivilege SeDebugPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege SeSystemEnvironmentPrivilege
ROOT\ControlSet001\Services,None,wcifs,"@%systemroot%\system32\drivers\wcifs.sys,-101","@%systemroot%\system32\drivers\wcifs.sys,-100",Automatic,FileSystemDriver,2017-09-29 13:47:44.6844405,2018-03-27 12:11:53.5718284,FSFilter Virtualization,\SystemRoot\system32\drivers\wcifs.sys,,
ROOT\ControlSet001\Services,None,Wcmsvc,"@%SystemRoot%\System32\wcmsvc.dll,-4098","@%SystemRoot%\System32\wcmsvc.dll,-4097",Automatic,Win32OwnProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,TDI,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,,SeChangeNotifyPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,wcncsvc,"@%SystemRoot%\system32\wcncsvc.dll,-4","@%SystemRoot%\system32\wcncsvc.dll,-3",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%SystemRoot%\System32\svchost.exe -k LocalServiceAndNoImpersonation -p,,SeChangeNotifyPrivilege
ROOT\ControlSet001\Services,None,wcnfs,"@%systemroot%\system32\drivers\wcnfs.sys,-101","@%systemroot%\system32\drivers\wcnfs.sys,-100",Manual,FileSystemDriver,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,FSFilter Top,\SystemRoot\system32\drivers\wcnfs.sys,,
ROOT\ControlSet001\Services,None,WdBoot,"@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-400","@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-390",Boot,KernelDriver,2018-03-27 09:40:17.0854509,,Early-Launch,system32\drivers\wd\WdBoot.sys,,
ROOT\ControlSet001\Services,None,Wdf01000,,"@%SystemRoot%\system32\drivers\Wdf01000.sys,-1000",Boot,KernelDriver,2018-03-27 21:45:39.6509122,,WdfLoadGroup,system32\drivers\Wdf01000.sys,,
ROOT\ControlSet001\Services,None,WdFilter,"@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-340","@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-330",Boot,FileSystemDriver,2018-03-27 09:40:17.1010764,,FSFilter Anti-Virus,system32\drivers\wd\WdFilter.sys,,
ROOT\ControlSet001\Services,None,WdiServiceHost,"@%systemroot%\system32\wdi.dll,-503","@%systemroot%\system32\wdi.dll,-502",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%SystemRoot%\System32\svchost.exe -k LocalService -p,,SeChangeNotifyPrivilege SeImpersonatePrivilege SeSystemProfilePrivilege
ROOT\ControlSet001\Services,None,WdiSystemHost,"@%systemroot%\system32\wdi.dll,-501","@%systemroot%\system32\wdi.dll,-500",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,,SeChangeNotifyPrivilege SeImpersonatePrivilege SeTcbPrivilege SeDebugPrivilege SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege SeProfileSingleProcessPrivilege SeSystemEnvironmentPrivilege
ROOT\ControlSet001\Services,None,wdiwifi,,WDI Driver Framework,Manual,KernelDriver,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,system32\DRIVERS\wdiwifi.sys,,
ROOT\ControlSet001\Services,None,WdNisDrv,"@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-242","@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-370",Manual,KernelDriver,2018-03-27 09:40:17.1010764,,,system32\drivers\wd\WdNisDrv.sys,,
ROOT\ControlSet001\Services,None,WdNisSvc,"@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-242","@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-320",Manual,Win32OwnProcess,2018-03-27 09:40:17.0854509,2017-09-29 13:47:03.7751131,,"""%ProgramData%\Microsoft\Windows Defender\platform\4.12.17007.18022-0\NisSrv.exe""",,
ROOT\ControlSet001\Services,None,wdnsfltr,,Windows Defender Network Stream Filter Driver,Manual,KernelDriver,2017-09-29 13:47:44.6844405,,NDIS,system32\drivers\wdnsfltr.sys,,
ROOT\ControlSet001\Services,None,WebClient,"@%systemroot%\system32\webclnt.dll,-101","@%systemroot%\system32\webclnt.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,NetworkProvider,%SystemRoot%\system32\svchost.exe -k LocalService -p,,SeImpersonatePrivilege SeCreateGlobalPrivilege SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege
ROOT\ControlSet001\Services,None,Wecsvc,"@%SystemRoot%\system32\wecsvc.dll,-201","@%SystemRoot%\system32\wecsvc.dll,-200",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%SystemRoot%\system32\svchost.exe -k NetworkService -p,,SeAuditPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,WEPHOSTSVC,"@%systemroot%\system32\wephostsvc.dll,-101","@%systemroot%\system32\wephostsvc.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%systemroot%\system32\svchost.exe -k WepHostSvcGroup,,
ROOT\ControlSet001\Services,None,wercplsupport,"@%SystemRoot%\System32\wercplsupport.dll,-100","@%SystemRoot%\System32\wercplsupport.dll,-101",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7751131,,%SystemRoot%\System32\svchost.exe -k netsvcs -p,,SeImpersonatePrivilege SeTcbPrivilege
ROOT\ControlSet001\Services,None,WerSvc,"@%SystemRoot%\System32\wersvc.dll,-101","@%SystemRoot%\System32\wersvc.dll,-100",Manual,Win32OwnProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\System32\svchost.exe -k WerSvcGroup,,SeDebugPrivilege SeTcbPrivilege SeImpersonatePrivilege SeAssignPrimaryTokenPrivilege
ROOT\ControlSet001\Services,None,WFDSConMgrSvc,"@%SystemRoot%\System32\wfdsconmgrsvc.dll,-9001","@%SystemRoot%\System32\wfdsconmgrsvc.dll,-9000",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,,SeAuditPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,WFPLWFS,"@%SystemRoot%\System32\drivers\wfplwfs.sys,-6000","@%SystemRoot%\System32\drivers\wfplwfs.sys,-6000",Boot,KernelDriver,2018-03-27 12:11:29.4940541,2018-03-27 12:15:05.5298349,PNP_TDI,System32\drivers\wfplwfs.sys,,
ROOT\ControlSet001\Services,None,WiaRpc,"@%SystemRoot%\system32\wiarpc.dll,-1","@%SystemRoot%\system32\wiarpc.dll,-2",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,,SeImpersonatePrivilege SeAssignPrimaryTokenPrivilege
ROOT\ControlSet001\Services,None,WIMMount,"@%SystemRoot%\system32\drivers\wimmount.sys,-102","@%SystemRoot%\system32\drivers\wimmount.sys,-101",Manual,FileSystemDriver,2017-09-29 13:47:44.6844405,,FSFilter Infrastructure,system32\drivers\wimmount.sys,,
ROOT\ControlSet001\Services,None,WinDefend,"@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-240","@%ProgramFiles%\Windows Defender\MpAsDesc.dll,-310",Automatic,Win32OwnProcess,2018-04-06 03:40:12.8442439,,,"""C:\ProgramData\Microsoft\Windows Defender\platform\4.12.17007.18022-0\MsMpEng.exe""",,SeImpersonatePrivilege SeBackupPrivilege SeRestorePrivilege SeDebugPrivilege SeChangeNotifyPrivilege SeLoadDriverPrivilege SeSecurityPrivilege SeShutdownPrivilege SeIncreaseQuotaPrivilege SeAssignPrimaryTokenPrivilege SeTcbPrivilege SeIncreaseBasePriorityPrivilege SeSystemEnvironmentPrivilege SeTakeOwnershipPrivilege
ROOT\ControlSet001\Services,None,Windows Workflow Foundation 4.0.0.0,,,Disabled,Adapter,2018-03-27 09:38:47.5741960,,,,,
ROOT\ControlSet001\Services,None,WindowsTrustedRT,,Windows Trusted Execution Environment Class Extension,Boot,KernelDriver,2018-03-27 12:11:28.6190232,2018-03-27 12:13:12.7129053,Core Security Extensions,system32\drivers\WindowsTrustedRT.sys,,
ROOT\ControlSet001\Services,None,WindowsTrustedRTProxy,,"@WindowsTrustedRTProxy.inf,%WindowsTrustedRTProxy.SVCDESC%;Microsoft Windows Trusted Runtime Secure Service",Boot,KernelDriver,2018-03-27 12:11:28.6190232,2018-03-27 12:11:28.6190232,Core Security Extensions,System32\drivers\WindowsTrustedRTProxy.sys,,
ROOT\ControlSet001\Services,None,WinHttpAutoProxySvc,"@%SystemRoot%\system32\winhttp.dll,-101","@%SystemRoot%\system32\winhttp.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,WinMad,,"@mlx4_bus.inf,%WinMad.ServiceDesc%;WinMad Service",Manual,KernelDriver,2017-09-29 13:46:14.1149127,,PNP Filter,\SystemRoot\System32\drivers\winmad.sys,,
ROOT\ControlSet001\Services,None,Winmgmt,"@%Systemroot%\system32\wbem\wmisvc.dll,-204","@%Systemroot%\system32\wbem\wmisvc.dll,-205",Automatic,Win32ShareProcess,2017-09-29 13:47:44.6844405,2018-03-27 21:45:45.0596143,,%systemroot%\system32\svchost.exe -k netsvcs -p,,
ROOT\ControlSet001\Services,None,WinNat,"@%SystemRoot%\system32\drivers\winnat.sys,-10002","@%SystemRoot%\system32\drivers\winnat.sys,-10001",Manual,KernelDriver,2017-09-29 13:47:44.6844405,,,system32\drivers\winnat.sys,,
ROOT\ControlSet001\Services,None,WinRM,"@%Systemroot%\system32\wsmsvc.dll,-102","@%Systemroot%\system32\wsmsvc.dll,-101",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\System32\svchost.exe -k NetworkService -p,,SeAssignPrimaryTokenPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,Winsock,,,Disabled,Adapter,2017-09-29 13:49:23.8950301,2018-03-27 09:22:49.4549054,,,,
ROOT\ControlSet001\Services,None,WinSock2,,,Disabled,Adapter,2017-09-29 13:47:03.7594864,2018-03-27 13:10:49.1574866,,,,
ROOT\ControlSet001\Services,None,WINUSB,,"@winusb.inf,%WINUSB_SvcDesc%;WinUsb Driver",Manual,KernelDriver,2017-09-29 13:46:27.2097152,,,\SystemRoot\System32\drivers\WinUSB.SYS,,
ROOT\ControlSet001\Services,None,WinVerbs,,"@mlx4_bus.inf,%WinVerbs.ServiceDesc%;WinVerbs Service",Manual,KernelDriver,2017-09-29 13:46:14.1149127,,PNP Filter,\SystemRoot\System32\drivers\winverbs.sys,,
ROOT\ControlSet001\Services,None,wisvc,"@%SystemRoot%\system32\flightsettings.dll,-104","@%SystemRoot%\system32\flightsettings.dll,-103",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%systemroot%\system32\svchost.exe -k netsvcs -p,,SeImpersonatePrivilege SeTcbPrivilege SeCreateGlobalPrivilege SeSystemEnvironmentPrivilege SeShutdownPrivilege
ROOT\ControlSet001\Services,None,WlanSvc,"@%SystemRoot%\System32\wlansvc.dll,-258","@%SystemRoot%\System32\wlansvc.dll,-257",Automatic,Win32OwnProcess,2018-03-27 12:11:56.9758305,2018-03-27 12:11:57.1789620,TDI,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,,SeChangeNotifyPrivilege SeImpersonatePrivilege SeAuditPrivilege SeTcbPrivilege SeDebugPrivilege SeLoadDriverPrivilege
ROOT\ControlSet001\Services,None,wlidsvc,"@%SystemRoot%\system32\wlidsvc.dll,-101","@%SystemRoot%\system32\wlidsvc.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k netsvcs -p,,SeCreateGlobalPrivilege SeImpersonatePrivilege SeTcbPrivilege SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege
ROOT\ControlSet001\Services,None,wlpasvc,"@%SystemRoot%\system32\lpasvc.dll,-1001","@%SystemRoot%\system32\lpasvc.dll,-1000",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,TDI,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,,SeAuditPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,WmiAcpi,,"@wmiacpi.inf,%WMIMAP.SvcDesc%;Microsoft Windows Management Interface for ACPI",Manual,KernelDriver,2018-03-27 21:45:39.7915424,,Extended Base,\SystemRoot\System32\drivers\wmiacpi.sys,,
ROOT\ControlSet001\Services,None,WmiApRpl,,,Disabled,Adapter,2017-09-29 13:47:03.7594864,,,,,
ROOT\ControlSet001\Services,None,wmiApSrv,"@%Systemroot%\system32\wbem\wmiapsrv.exe,-111","@%Systemroot%\system32\wbem\wmiapsrv.exe,-110",Manual,Win32OwnProcess,2017-09-29 13:47:44.6844405,,,%systemroot%\system32\wbem\WmiApSrv.exe,,
ROOT\ControlSet001\Services,None,WMPNetworkSvc,"@%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe,-102","@%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe,-101",Manual,Win32OwnProcess,2017-09-29 14:41:52.9274105,,,"""%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe""",,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,Wof,,Windows Overlay File System Filter Driver,Boot,FileSystemDriver,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,FSFilter Compression,,,
ROOT\ControlSet001\Services,None,workerdd,,,Disabled,Adapter,2017-09-29 13:47:03.7594864,,,,,
ROOT\ControlSet001\Services,None,workfolderssvc,"@%systemroot%\system32\workfolderssvc.dll,-101","@%systemroot%\system32\workfolderssvc.dll,-102",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,LocalService,%SystemRoot%\System32\svchost.exe -k LocalService -p,,SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,WPDBusEnum,"@%SystemRoot%\system32\wpdbusenum.dll,-101","@%SystemRoot%\system32\wpdbusenum.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,,SeAuditPrivilege SeTcbPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeCreatePermanentPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,WpdUpFltr,"@%systemroot%\System32\drivers\WpdUpFltr.sys,-100","@%systemroot%\System32\drivers\WpdUpFltr.sys,-100",Manual,KernelDriver,2018-03-27 21:45:54.8321862,2018-03-27 12:11:56.2570533,PnP Filter,System32\drivers\WpdUpFltr.sys,,
ROOT\ControlSet001\Services,None,WpnService,"@%SystemRoot%\system32\wpnservice.dll,-2","@%SystemRoot%\system32\wpnservice.dll,-1",Automatic,Win32ShareProcess,2017-09-29 13:47:44.6844405,,,%systemroot%\system32\svchost.exe -k netsvcs -p,,SeChangeNotifyPrivilege SeImpersonatePrivilege SeCreateGlobalPrivilege SeTcbPrivilege
ROOT\ControlSet001\Services,None,WpnUserService,"@%SystemRoot%\system32\WpnUserService.dll,-2","@%SystemRoot%\system32\WpnUserService.dll,-1",Automatic,96,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup,,SeImpersonatePrivilege SeCreateGlobalPrivilege
ROOT\ControlSet001\Services,None,WpnUserService_1d05b,"@%SystemRoot%\system32\WpnUserService.dll,-2",WpnUserService_1d05b,Automatic,224,2018-03-27 21:45:45.0127380,,,C:\Windows\system32\svchost.exe -k UnistackSvcGroup,,
ROOT\ControlSet001\Services,None,ws2ifsl,"@%systemroot%\System32\drivers\ws2ifsl.sys,-1000","@%systemroot%\System32\drivers\ws2ifsl.sys,-1000",Disabled,KernelDriver,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,PNP_TDI,\SystemRoot\system32\drivers\ws2ifsl.sys,,
ROOT\ControlSet001\Services,None,wscsvc,"@%SystemRoot%\System32\wscsvc.dll,-201","@%SystemRoot%\System32\wscsvc.dll,-200",Automatic,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p,,SeChangeNotifyPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,WSearch,"@%systemroot%\system32\SearchIndexer.exe,-104","@%systemroot%\system32\SearchIndexer.exe,-103",Automatic,Win32OwnProcess,2017-09-29 13:47:44.6844405,,,%systemroot%\system32\SearchIndexer.exe /Embedding,,SeChangeNotifyPrivilege SeManageVolumePrivilege SeImpersonatePrivilege SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege
ROOT\ControlSet001\Services,None,WSearchIdxPi,,,Disabled,Adapter,2017-09-29 13:47:03.7594864,,,,,
ROOT\ControlSet001\Services,None,wuauserv,"@%systemroot%\system32\wuaueng.dll,-106","@%systemroot%\system32\wuaueng.dll,-105",Manual,Win32ShareProcess,2018-03-27 12:13:38.3991620,2017-09-29 13:47:03.7594864,,%systemroot%\system32\svchost.exe -k netsvcs,,
ROOT\ControlSet001\Services,None,WudfPf,,"@%SystemRoot%\system32\drivers\Wudfpf.sys,-1000",Manual,KernelDriver,2017-09-29 13:47:44.6844405,,base,system32\drivers\WudfPf.sys,,
ROOT\ControlSet001\Services,None,WUDFRd,,"@%SystemRoot%\system32\drivers\WudfRd.sys,-1000",Manual,KernelDriver,2018-03-27 09:55:48.4485779,,base,\SystemRoot\System32\drivers\WUDFRd.sys,,
ROOT\ControlSet001\Services,None,WUDFWpdFs,,,Manual,KernelDriver,2018-03-27 21:45:54.8321862,2018-03-27 12:13:21.9682816,,\SystemRoot\system32\DRIVERS\WUDFRd.sys,,
ROOT\ControlSet001\Services,None,WwanSvc,"@%SystemRoot%\System32\wwansvc.dll,-258","@%SystemRoot%\System32\wwansvc.dll,-257",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,TDI,%SystemRoot%\system32\svchost.exe -k LocalServiceNoNetwork -p,,SeChangeNotifyPrivilege SeImpersonatePrivilege SeAuditPrivilege
ROOT\ControlSet001\Services,None,xbgm,"@%systemroot%\system32\xbgmsvc.exe,-101","@%systemroot%\system32\xbgmsvc.exe,-100",Manual,Win32OwnProcess,2017-09-29 13:47:44.6844405,,,%SystemRoot%\system32\xbgmsvc.exe,,
ROOT\ControlSet001\Services,None,XblAuthManager,"@%systemroot%\system32\XblAuthManager.dll,-101","@%systemroot%\system32\XblAuthManager.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k netsvcs -p,,SeTcbPrivilege SeImpersonatePrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege
ROOT\ControlSet001\Services,None,XblGameSave,"@%systemroot%\system32\XblGameSave.dll,-101","@%systemroot%\system32\XblGameSave.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k netsvcs -p,,
ROOT\ControlSet001\Services,None,xboxgip,"@xboxgip.inf,%XBOXGIP_Desc%;Xbox Game Input Protocol Driver","@xboxgip.inf,%XBOXGIP_Desc%;Xbox Game Input Protocol Driver",Manual,KernelDriver,2017-09-29 13:48:30.8129110,,NDIS,\SystemRoot\System32\drivers\xboxgip.sys,,
ROOT\ControlSet001\Services,None,XboxGipSvc,"@%systemroot%\system32\xboxgipsvc.dll,-101","@%systemroot%\system32\xboxgipsvc.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k netsvcs -p,,SeTcbPrivilege SeImpersonatePrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege
ROOT\ControlSet001\Services,None,XboxNetApiSvc,"@%systemroot%\system32\XboxNetApiSvc.dll,-101","@%systemroot%\system32\XboxNetApiSvc.dll,-100",Manual,Win32ShareProcess,2017-09-29 13:47:44.6844405,2017-09-29 13:47:03.7594864,,%SystemRoot%\system32\svchost.exe -k netsvcs -p,,SeTcbPrivilege SeImpersonatePrivilege
ROOT\ControlSet001\Services,None,xinputhid,,"@xinputhid.inf,%xinputhid.SvcDesc%;XINPUT HID Filter Driver",Manual,KernelDriver,2017-09-29 13:46:24.0375903,,Base,\SystemRoot\System32\drivers\xinputhid.sys,,
ROOT\ControlSet001\Services,None,xmlprov,,,Disabled,Adapter,2017-09-29 13:47:03.7594864,2017-09-29 13:47:03.7594864,,,,
