Executable,BatchKeyPath,FolderName,BatchValueName,MRUPosition,OpenedOn
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\FirstFolder,C:\Users\Hunter\Documents,0,0,2016-06-21 12:18:14.0758639
