Timestamp,BatchKeyPath,Device,BatchValueName,SerialNumber,Guid,FriendlyName
2016-06-21 01:53:16.0472422,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows Portable Devices\Devices\SWD#WPDBUSENUM#_??_USBSTOR#DISK&VEN_IMATION&PROD_NANO_PRO&REV_PMAP#07B20C03C80830A9&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B},DISK&VEN_IMATION&PROD_NANO_PRO&REV_PMAP,Multiple,07B20C03C80830A9&0,{53F56307-B6BF-11D0-94F2-00A0C91EFB8B},E:\
2016-06-21 02:02:00.5901398,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Microsoft\Windows Portable Devices\Devices\SWD#WPDBUSENUM#_??_USBSTOR#DISK&VEN_LEXAR&PROD_JUMPDRIVE&REV_1100#AAI6UXDKZDV8E9OU&0#{53F56307-B6BF-11D0-94F2-00A0C91EFB8B},DISK&VEN_LEXAR&PROD_JUMPDRIVE&REV_1100,Multiple,AAI6UXDKZDV8E9OU&0,{53F56307-B6BF-11D0-94F2-00A0C91EFB8B},E:\
