Timestamp,BatchKeyPath,KeyName,BatchValueName,SerialNumber,DeviceName,FriendlyName,LocationInformation
2016-06-21 11:40:44.4033558,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Enum\USB\ROOT_HUB\4&65dfc83&0,ROOT_HUB,Multiple,4&65dfc83&0,USB Root Hub,,
2016-06-21 11:40:44.4033558,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Enum\USB\ROOT_HUB20\4&280d2b25&0,ROOT_HUB20,Multiple,4&280d2b25&0,USB Root Hub,,
2016-06-21 02:01:59.3646735,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Enum\USB\VID_05DC&PID_A202\AAI6UXDKZDV8E9OU,VID_05DC&PID_A202,Multiple,AAI6UXDKZDV8E9OU,USB Mass Storage Device,,Port_#0001.Hub_#0002
2016-06-21 01:53:14.7757045,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Enum\USB\VID_0718&PID_063D\07B20C03C80830A9,VID_0718&PID_063D,Multiple,07B20C03C80830A9,USB Mass Storage Device,,Port_#0001.Hub_#0002
2016-06-21 12:55:17.5039952,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\ControlSet001\Enum\USB\VID_80EE&PID_0021\5&2d7ae1ff&0&1,VID_80EE&PID_0021,Multiple,5&2d7ae1ff&0&1,USB Input Device,,Port_#0001.Hub_#0001
