KeyName,BatchKeyPath,DisplayName,BatchValueName,InstallTime,PackageRootFolder
Microsoft.SkypeApp_12.1811.248.0_x64__kzf8qxf38zg5c,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.SkypeApp_kzf8qxf38zg5c,@{Microsoft.SkypeApp_12.1811.248.0_x64__kzf8qxf38zg5c?ms-resource://Microsoft.SkypeApp/Resources/SkypeVideo_ProductName},Multiple,2018-03-27 06:47:29.1954490,C:\Program Files\WindowsApps\Microsoft.SkypeApp_12.1811.248.0_x64__kzf8qxf38zg5c
Microsoft.StorePurchaseApp_11802.1802.23001.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.StorePurchaseApp_8wekyb3d8bbwe,,Multiple,2018-03-27 05:52:56.1936886,
Microsoft.StorePurchaseApp_11802.1802.23001.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.StorePurchaseApp_8wekyb3d8bbwe,@{Microsoft.StorePurchaseApp_11802.1802.23001.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.StorePurchaseApp/Resources/DisplayTitle},Multiple,2018-03-27 05:52:56.1624360,C:\Program Files\WindowsApps\Microsoft.StorePurchaseApp_11802.1802.23001.0_x64__8wekyb3d8bbwe
Microsoft.VCLibs.140.00.UWPDesktop_14.0.25426.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.VCLibs.140.00.UWPDesktop_8wekyb3d8bbwe,Microsoft Visual C++ 2015 UWP Desktop Runtime Package,Multiple,2018-03-27 05:54:37.5548531,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.25426.0_x64__8wekyb3d8bbwe
Microsoft.VCLibs.140.00.UWPDesktop_14.0.25426.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.VCLibs.140.00.UWPDesktop_8wekyb3d8bbwe,Microsoft Visual C++ 2015 UWP Desktop Runtime Package,Multiple,2018-03-27 05:54:37.2110937,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.25426.0_x86__8wekyb3d8bbwe
Microsoft.VCLibs.140.00_14.0.25426.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.VCLibs.140.00_8wekyb3d8bbwe,Microsoft Visual C++ 2015 UWP Runtime Package,Multiple,2018-03-27 05:52:04.1737571,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.25426.0_x64__8wekyb3d8bbwe
Microsoft.VCLibs.140.00_14.0.25426.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.VCLibs.140.00_8wekyb3d8bbwe,Microsoft Visual C++ 2015 UWP Runtime Package,Multiple,2018-03-27 05:52:04.1893830,C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.25426.0_x86__8wekyb3d8bbwe
Microsoft.Wallet_2.2.18047.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Wallet_8wekyb3d8bbwe,Microsoft Pay,Multiple,2018-03-27 05:52:15.5227299,C:\Program Files\WindowsApps\Microsoft.Wallet_2.2.18047.0_x64__8wekyb3d8bbwe
Microsoft.Windows.Apprep.ChxApp_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy,@{Microsoft.Windows.Apprep.ChxApp_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Apprep.ChxApp/resources/DisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.AppRep.ChxApp_cw5n1h2txyewy
Microsoft.Windows.AssignedAccessLockApp_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy,@{Microsoft.Windows.AssignedAccessLockApp_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.AssignedAccessLockApp/Resources/PackageDisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy
Microsoft.Windows.CloudExperienceHost_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy,@{Microsoft.Windows.CloudExperienceHost_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.CloudExperienceHost/resources/appDescription},Multiple,2018-03-27 05:19:59.9929543,C:\Windows\SystemApps\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy
Microsoft.Windows.ContentDeliveryManager_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy,@{Microsoft.Windows.ContentDeliveryManager_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName},Multiple,2018-03-27 05:20:02.0399014,C:\Windows\SystemApps\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy
Microsoft.Windows.Cortana_1.9.6.16299_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.Cortana_cw5n1h2txyewy,@{Microsoft.Windows.Cortana_1.9.6.16299_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Cortana/resources/PackageDisplayName},Multiple,2018-03-27 05:20:01.5867601,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy
Microsoft.Windows.HolographicFirstRun_10.0.16299.125_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.HolographicFirstRun_cw5n1h2txyewy,@{Microsoft.Windows.HolographicFirstRun_10.0.16299.125_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.HolographicFirstRun/resources/PkgDisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.HolographicFirstRun_cw5n1h2txyewy
Microsoft.Windows.OOBENetworkCaptivePortal_10.0.16299.15_neutral__cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy,@{Microsoft.Windows.OOBENetworkCaptivePortal_10.0.16299.15_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkCaptivePortal/Resources/AppDisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy
Microsoft.Windows.OOBENetworkConnectionFlow_10.0.16299.15_neutral__cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy,@{Microsoft.Windows.OOBENetworkConnectionFlow_10.0.16299.15_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.OOBENetworkConnectionFlow/Resources/AppDisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy
Microsoft.Windows.ParentalControls_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.ParentalControls_cw5n1h2txyewy,@{Microsoft.Windows.ParentalControls_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\ParentalControls_cw5n1h2txyewy
Microsoft.Windows.PeopleExperienceHost_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy,@{Microsoft.Windows.PeopleExperienceHost_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.PeopleExperienceHost/resources/PkgDisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy
Microsoft.Windows.Photos_2018.18021.12420.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.Photos_8wekyb3d8bbwe,,Multiple,2018-03-27 06:49:09.9278709,
Microsoft.Windows.Photos_2018.18021.12420.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.Photos_8wekyb3d8bbwe,@{Microsoft.Windows.Photos_2018.18021.12420.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Windows.Photos/Resources/AppStoreName},Multiple,2018-03-27 06:49:09.9122438,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18021.12420.0_x64__8wekyb3d8bbwe
Microsoft.Windows.PinningConfirmationDialog_1000.16299.15.0_neutral__cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy,PinningConfirmationDialog,Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy
Microsoft.Windows.SecHealthUI_10.0.16299.309_neutral__cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy,@{Microsoft.Windows.SecHealthUI_10.0.16299.309_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecHealthUI/resources/PackageDisplayName},Multiple,2018-03-27 05:57:18.4690427,C:\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy
Microsoft.Windows.SecondaryTileExperience_10.0.0.0_neutral__cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.SecondaryTileExperience_cw5n1h2txyewy,SecondaryTileExperience,Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.SecondaryTileExperience_cw5n1h2txyewy
Microsoft.Windows.SecureAssessmentBrowser_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy,@{Microsoft.Windows.SecureAssessmentBrowser_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy
Microsoft.Windows.ShellExperienceHost_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy,@{Microsoft.Windows.ShellExperienceHost_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName},Multiple,2018-03-27 05:20:01.3680025,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy
Microsoft.WindowsAlarms_10.1803.614.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsAlarms_8wekyb3d8bbwe,,Multiple,2018-03-27 06:47:21.3675952,
Microsoft.WindowsAlarms_10.1803.614.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsAlarms_8wekyb3d8bbwe,@{Microsoft.WindowsAlarms_10.1803.614.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsAlarms/Resources/AppStoreName},Multiple,2018-03-27 06:47:21.3363437,C:\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.1803.614.0_x64__8wekyb3d8bbwe
Microsoft.WindowsCalculator_10.1803.711.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsCalculator_8wekyb3d8bbwe,,Multiple,2018-03-27 06:46:41.2598163,
Microsoft.WindowsCalculator_10.1803.711.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsCalculator_8wekyb3d8bbwe,@{Microsoft.WindowsCalculator_10.1803.711.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsCalculator/Resources/AppStoreName},Multiple,2018-03-27 06:46:41.2421635,C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1803.711.0_x64__8wekyb3d8bbwe
Microsoft.WindowsCamera_2017.1117.10.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsCamera_8wekyb3d8bbwe,@{Microsoft.WindowsCamera_2017.1117.10.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsCamera/Resources/AppStoreName},Multiple,2018-03-27 06:47:27.8763295,C:\Program Files\WindowsApps\Microsoft.WindowsCamera_2017.1117.10.0_x64__8wekyb3d8bbwe
microsoft.windowscommunicationsapps_17.9029.22105.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\microsoft.windowscommunicationsapps_8wekyb3d8bbwe,@{microsoft.windowscommunicationsapps_17.9029.22105.0_x64__8wekyb3d8bbwe?ms-resource://microsoft.windowscommunicationsapps/hxoutlookintl/AppManifest_OutlookDesktop_DisplayName},Multiple,2018-03-27 06:45:36.6964244,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.9029.22105.0_x64__8wekyb3d8bbwe
Microsoft.WindowsFeedbackHub_1.1712.811.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe,,Multiple,2018-04-03 02:01:33.4973963,
Microsoft.WindowsFeedbackHub_1.1712.811.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe,@{Microsoft.WindowsFeedbackHub_1.1712.811.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsFeedbackHub/Resources/AppStoreName},Multiple,2018-04-03 02:01:33.4773906,C:\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.1712.811.0_x64__8wekyb3d8bbwe
Microsoft.WindowsMaps_5.1711.10477.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsMaps_8wekyb3d8bbwe,,Multiple,2018-03-27 05:52:47.0173212,
Microsoft.WindowsMaps_5.1711.10477.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsMaps_8wekyb3d8bbwe,@{Microsoft.WindowsMaps_5.1711.10477.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsMaps/Resources/AppStoreName},Multiple,2018-03-27 05:52:47.0016957,C:\Program Files\WindowsApps\Microsoft.WindowsMaps_5.1711.10477.0_x64__8wekyb3d8bbwe
Microsoft.WindowsSoundRecorder_10.1803.613.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsSoundRecorder_8wekyb3d8bbwe,@{Microsoft.WindowsSoundRecorder_10.1803.613.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsSoundRecorder/Resources/AppStoreName},Multiple,2018-03-27 06:46:58.1847797,C:\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_10.1803.613.0_x64__8wekyb3d8bbwe
Microsoft.WindowsStore_11802.1001.11.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsStore_8wekyb3d8bbwe,,Multiple,2018-03-27 06:47:35.3693774,
Microsoft.WindowsStore_11802.1001.11.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.WindowsStore_8wekyb3d8bbwe,@{Microsoft.WindowsStore_11802.1001.11.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle},Multiple,2018-03-27 06:47:35.3159792,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11802.1001.11.0_x64__8wekyb3d8bbwe
Microsoft.Xbox.TCUI_1.11.29001.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Xbox.TCUI_8wekyb3d8bbwe,Xbox TCUI,Multiple,2018-03-27 05:52:08.2881013,C:\Program Files\WindowsApps\Microsoft.Xbox.TCUI_1.11.29001.0_x64__8wekyb3d8bbwe
Microsoft.XboxApp_39.39.21002.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxApp_8wekyb3d8bbwe,Xbox,Multiple,2018-03-27 06:47:42.3458399,C:\Program Files\WindowsApps\Microsoft.XboxApp_39.39.21002.0_x64__8wekyb3d8bbwe
Microsoft.XboxGameCallableUI_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxGameCallableUI_cw5n1h2txyewy,@{Microsoft.XboxGameCallableUI_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy
Microsoft.XboxGameOverlay_1.24.5001.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxGameOverlay_8wekyb3d8bbwe,,Multiple,2018-03-27 05:52:03.8299905,
Microsoft.XboxGameOverlay_1.24.5001.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxGameOverlay_8wekyb3d8bbwe,Xbox Game bar,Multiple,2018-03-27 05:52:03.7609724,C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.24.5001.0_x64__8wekyb3d8bbwe
Microsoft.XboxIdentityProvider_12.39.13003.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxIdentityProvider_8wekyb3d8bbwe,@{Microsoft.XboxIdentityProvider_12.39.13003.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxIdentityProvider/Resources/DisplayName},Multiple,2018-03-27 06:46:34.8983039,C:\Program Files\WindowsApps\Microsoft.XboxIdentityProvider_12.39.13003.0_x64__8wekyb3d8bbwe
Microsoft.XboxSpeechToTextOverlay_1.21.13002.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxSpeechToTextOverlay_8wekyb3d8bbwe,,Multiple,2018-03-27 05:52:33.2028226,
Microsoft.XboxSpeechToTextOverlay_1.21.13002.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.XboxSpeechToTextOverlay_8wekyb3d8bbwe,@{Microsoft.XboxSpeechToTextOverlay_1.21.13002.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxSpeechToTextOverlay/Resources/AppName},Multiple,2018-03-27 05:52:33.1715734,C:\Program Files\WindowsApps\Microsoft.XboxSpeechToTextOverlay_1.21.13002.0_x64__8wekyb3d8bbwe
Microsoft.ZuneMusic_10.18011.13411.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ZuneMusic_8wekyb3d8bbwe,,Multiple,2018-03-27 05:53:47.7135810,
Microsoft.ZuneMusic_10.18011.13411.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ZuneMusic_8wekyb3d8bbwe,@{Microsoft.ZuneMusic_10.18011.13411.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneMusic/resources/IDS_MANIFEST_MUSIC_APP_NAME},Multiple,2018-03-27 05:53:47.6979577,C:\Program Files\WindowsApps\Microsoft.ZuneMusic_10.18011.13411.0_x64__8wekyb3d8bbwe
Microsoft.ZuneVideo_10.17122.16211.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ZuneVideo_8wekyb3d8bbwe,,Multiple,2018-03-27 05:53:50.0261672,
Microsoft.ZuneVideo_10.17122.16211.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ZuneVideo_8wekyb3d8bbwe,@{Microsoft.ZuneVideo_10.17122.16211.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.ZuneVideo/resources/IDS_MANIFEST_VIDEO_APP_NAME},Multiple,2018-03-27 05:53:49.9792864,C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.17122.16211.0_x64__8wekyb3d8bbwe
windows.immersivecontrolpanel_10.0.1.1000_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\windows.immersivecontrolpanel_cw5n1h2txyewy,,Multiple,2018-03-27 05:20:01.5555106,
Windows.PrintDialog_6.2.0.0_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Windows.PrintDialog_cw5n1h2txyewy,,Multiple,2018-03-27 05:20:02.3524119,
