LastWriteTimestamp,BatchKeyPath,Guid,BatchValueName,Provider,Enabled,EnabledProperty
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{23b8d46b-67dd-40a3-b636-d43e50552c6d},{23b8d46b-67dd-40a3-b636-d43e50552c6d},Provider,Microsoft-Windows-User Device Registration,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{27a8c1e2-eb19-463e-8424-b399df27a216},{27a8c1e2-eb19-463e-8424-b399df27a216},Provider,Microsoft-Windows-TerminalServices-PnPDevices,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{287d59b6-79ba-4741-a08b-2fedeede6435},{287d59b6-79ba-4741-a08b-2fedeede6435},Provider,Microsoft-Windows-EDP-Audit-TCB,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{28aa95bb-d444-4719-a36f-40462168127e},{28aa95bb-d444-4719-a36f-40462168127e},Provider,Microsoft-Windows-TerminalServices-ClientActiveXCore,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{28e25b07-c47f-473d-8b24-2e171cca808a},{28e25b07-c47f-473d-8b24-2e171cca808a},Provider,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{2a45d52e-bbf3-4843-8e18-b356ed5f6a65},{2a45d52e-bbf3-4843-8e18-b356ed5f6a65},Provider,Microsoft-Windows-IPMIProvider,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{2a576b87-09a7-520e-c21a-4942f0271d67},{2a576b87-09a7-520e-c21a-4942f0271d67},Provider,Unmapped GUID: {2a576b87-09a7-520e-c21a-4942f0271d67},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{2cd58181-0bb6-463e-828a-056ff837f966},{2cd58181-0bb6-463e-828a-056ff837f966},Provider,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{2d318b91-e6e7-4c46-bd04-bfe6db412cf9},{2d318b91-e6e7-4c46-bd04-bfe6db412cf9},Provider,Microsoft-Windows-TZUtil,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{2ed299d2-2f6b-411d-8d15-f4cc6fde0c70},{2ed299d2-2f6b-411d-8d15-f4cc6fde0c70},Provider,Microsoft-Windows-AllJoyn,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{2f94e1cc-a8c5-4fe7-a1c3-53d7bda8e73e},{2f94e1cc-a8c5-4fe7-a1c3-53d7bda8e73e},Provider,Unmapped GUID: {2f94e1cc-a8c5-4fe7-a1c3-53d7bda8e73e},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{30336ed4-e327-447c-9de0-51b652c86108},{30336ed4-e327-447c-9de0-51b652c86108},Provider,Microsoft-Windows-Shell-Core,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{314de49f-ce63-4779-ba2b-d616f6963a88},{314de49f-ce63-4779-ba2b-d616f6963a88},Provider,Microsoft-Windows-NCSI,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{315a8872-923e-4ea2-9889-33cd4754bf64},{315a8872-923e-4ea2-9889-33cd4754bf64},Provider,Microsoft-Windows-Immersive-Shell,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{319122a9-1485-4e48-af35-7db2d93b8ad2},{319122a9-1485-4e48-af35-7db2d93b8ad2},Provider,Microsoft-Windows-User-ControlPanel,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{32254f6c-aa33-46f0-a5e3-1cbcc74bf683},{32254f6c-aa33-46f0-a5e3-1cbcc74bf683},Provider,Microsoft-Windows-SMBWitnessClient,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{34a3697e-0f10-4e48-af3c-f869b5babebb},{34a3697e-0f10-4e48-af3c-f869b5babebb},Provider,Microsoft-Windows-WorkFolders,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3527cb55-1298-49d4-ab94-1243db0fcaff},{3527cb55-1298-49d4-ab94-1243db0fcaff},Provider,Microsoft-Windows-TZSync,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3663a992-84be-40ea-bba9-90c7ed544222},{3663a992-84be-40ea-bba9-90c7ed544222},Provider,Microsoft-Windows-EFS,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{36c23e18-0e66-11d9-bbeb-505054503030},{36c23e18-0e66-11d9-bbeb-505054503030},Provider,Microsoft-Windows-Diagnostics-Networking,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3a5bef13-d0f7-4e7f-9ec8-5e707df711d0},{3a5bef13-d0f7-4e7f-9ec8-5e707df711d0},Provider,Microsoft-Windows-Mprddm,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3a718a68-6974-4075-abd3-e8243caef398},{3a718a68-6974-4075-abd3-e8243caef398},Provider,Unmapped GUID: {3a718a68-6974-4075-abd3-e8243caef398},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3aa52b8b-6357-4c18-a92e-b53fb177853b},{3aa52b8b-6357-4c18-a92e-b53fb177853b},Provider,Microsoft-Windows-International,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3ae1ea61-c002-47fb-b06c-4022a8c98929},{3ae1ea61-c002-47fb-b06c-4022a8c98929},Provider,Unmapped GUID: {3ae1ea61-c002-47fb-b06c-4022a8c98929},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3c088e51-65be-40d1-9b90-62bfec076737},{3c088e51-65be-40d1-9b90-62bfec076737},Provider,Microsoft-Windows-VPN-Client,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3cb40aaa-1145-4fb8-b27b-7e30f0454316},{3cb40aaa-1145-4fb8-b27b-7e30f0454316},Provider,Microsoft-Windows-WWAN-SVC-EVENTS,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3cc2d4af-da5e-4ed4-bcbe-3cf995940483},{3cc2d4af-da5e-4ed4-bcbe-3cf995940483},Provider,Microsoft-Windows-DirectShow-KernelSupport,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3d42a67d-9ce8-4284-b755-2550672b0ce0},{3d42a67d-9ce8-4284-b755-2550672b0ce0},Provider,Microsoft-Windows-EapMethods-Sim,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3da494e4-0fe2-415c-b895-fb5265c5c83b},{3da494e4-0fe2-415c-b895-fb5265c5c83b},Provider,Unmapped GUID: {3da494e4-0fe2-415c-b895-fb5265c5c83b},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{3f471139-acb7-4a01-b7a7-ff5da4ba2d43},{3f471139-acb7-4a01-b7a7-ff5da4ba2d43},Provider,Microsoft-Windows-AppXDeployment-Server,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{40ab57c2-1c53-4df9-9324-ff7cf898a02c},{40ab57c2-1c53-4df9-9324-ff7cf898a02c},Provider,Microsoft-Windows-Diagnosis-Scheduled,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{41862974-da3b-4f0b-97d5-bb29fbb9b71e},{41862974-da3b-4f0b-97d5-bb29fbb9b71e},Provider,Microsoft-OneCore-OnlineSetup,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{442c11c5-304b-45a4-ae73-dc2194c4e876},{442c11c5-304b-45a4-ae73-dc2194c4e876},Provider,Microsoft-Windows-Compat-Appraiser,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{46098845-8a94-442d-9095-366a6bcfefa9},{46098845-8a94-442d-9095-366a6bcfefa9},Provider,Microsoft-Windows-WLGPA,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{4a104570-ec6d-4560-a40f-858fa955e84f},{4a104570-ec6d-4560-a40f-858fa955e84f},Provider,Microsoft-Windows-Storage-Tiering,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{4a933674-fb3d-4e8d-b01d-17ee14e91a3e},{4a933674-fb3d-4e8d-b01d-17ee14e91a3e},Provider,Microsoft-Windows-BranchCacheSMB,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{4cb314df-c11f-47d7-9c04-65fb0051561b},{4cb314df-c11f-47d7-9c04-65fb0051561b},Provider,Microsoft-Windows-Program-Compatibility-Assistant,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{4de9bc9c-b27a-43c9-8994-0915f1a5e24f},{4de9bc9c-b27a-43c9-8994-0915f1a5e24f},Provider,Microsoft-Windows-AAD,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{4eacb4d0-263b-4b93-8cd6-778a278e5642},{4eacb4d0-263b-4b93-8cd6-778a278e5642},Provider,Microsoft-Windows-GenericRoaming,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{50df9e12-a8c4-4939-b281-47e1325ba63e},{50df9e12-a8c4-4939-b281-47e1325ba63e},Provider,Microsoft-Windows-DSC,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{50f99b2d-96d2-421f-be4c-222c4140da9f},{50f99b2d-96d2-421f-be4c-222c4140da9f},Provider,Microsoft-Windows-EDP-Audit-Regular,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{530fb9b9-c515-4472-9313-fb346f9255e3},{530fb9b9-c515-4472-9313-fb346f9255e3},Provider,Microsoft-Windows-SetupPlatform,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{5402e5ea-1bdd-4390-82be-e108f1e634f5},{5402e5ea-1bdd-4390-82be-e108f1e634f5},Provider,Microsoft-Windows-WinINet-Config,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{54164045-7c50-4905-963f-e5bc1eef0cca},{54164045-7c50-4905-963f-e5bc1eef0cca},Provider,Microsoft-Windows-CertificateServicesClient-CertEnroll,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{57003e21-269b-4bdc-8434-b3bf8d57d2d5},{57003e21-269b-4bdc-8434-b3bf8d57d2d5},Provider,Unmapped GUID: {57003e21-269b-4bdc-8434-b3bf8d57d2d5},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{579402a2-883c-45d8-b70a-9bc856407751},{579402a2-883c-45d8-b70a-9bc856407751},Provider,Unmapped GUID: {579402a2-883c-45d8-b70a-9bc856407751},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{58980f4b-bd39-4a3e-b344-492ed2254a4e},{58980f4b-bd39-4a3e-b344-492ed2254a4e},Provider,Microsoft-Windows-EapMethods-RasChap,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{595f33ea-d4af-4f4d-b4dd-9dacdd17fc6e},{595f33ea-d4af-4f4d-b4dd-9dacdd17fc6e},Provider,Microsoft-Windows-StorageManagement-WSP-Host,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{5b0a651a-8807-45cc-9656-7579815b6af0},{5b0a651a-8807-45cc-9656-7579815b6af0},Provider,Microsoft-Windows-RemoteAssistance,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{5b5ab841-7d2e-4a95-bb4f-095cdf66d8f0},{5b5ab841-7d2e-4a95-bb4f-095cdf66d8f0},Provider,Microsoft-Windows-PackageStateRoaming,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{5bbca4a8-b209-48dc-a8c7-b23d3e5216fb},{5bbca4a8-b209-48dc-a8c7-b23d3e5216fb},Provider,Microsoft-Windows-CAPI2,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{5d674230-ca9f-11da-a94d-0800200c9a66},{5d674230-ca9f-11da-a94d-0800200c9a66},Provider,Microsoft-Windows-BitLocker-API,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{5d896912-022d-40aa-a3a8-4fa5515c76d7},{5d896912-022d-40aa-a3a8-4fa5515c76d7},Provider,Microsoft-Windows-TerminalServices-LocalSessionManager,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{5ec13d8e-4b3f-422e-a7e7-3121a1d90c7a},{5ec13d8e-4b3f-422e-a7e7-3121a1d90c7a},Provider,Microsoft-Windows-ApplicationExperienceInfrastructure,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{5f0e257f-c224-43e5-9555-2adcb8540a58},{5f0e257f-c224-43e5-9555-2adcb8540a58},Provider,Microsoft-Windows-Immersive-Shell-API,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{63b530f8-29c9-4880-a5b4-b8179096e7b8},{63b530f8-29c9-4880-a5b4-b8179096e7b8},Provider,Microsoft-Windows-NlaSvc,1,1
