SourceName,FileType,FileName,FileSize,DeletedOn
D:\dfirmadness\DC01-E01\tout\F\$Recycle.Bin\S-1-5-21-2232410529-1445159330-2725690660-500\$IU2L112.txt,$I,C:\FileShare\Secret\SECRET_beth.txt,28,2020-09-19 03:34:27
