KeyName,KeyLastWriteTimestamp,BusReportedDescription,Class,ClassGuid,Compid,ContainerId,Description,DriverId,DriverPackageStrongName,DriverName,DriverVerDate,DriverVerVersion,Enumerator,HWID,Inf,InstallState,Manufacturer,MatchingId,Model,ParentId,ProblemCode,Provider,Service,Stackid
acpi/pnp0a05/26,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\11,0,Microsoft,,\driver\acpi
acpi/pnp0a05/27,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\11,0,Microsoft,,\driver\acpi
acpi/pnp0a05/28,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\12,0,Microsoft,,\driver\acpi
acpi/pnp0a05/29,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\12,0,Microsoft,,\driver\acpi
acpi/pnp0a05/2a,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\12,0,Microsoft,,\driver\acpi
acpi/pnp0a05/2b,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\12,0,Microsoft,,\driver\acpi
acpi/pnp0a05/2c,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\12,0,Microsoft,,\driver\acpi
acpi/pnp0a05/2d,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\12,0,Microsoft,,\driver\acpi
acpi/pnp0a05/2e,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\12,0,Microsoft,,\driver\acpi
acpi/pnp0a05/2f,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\12,0,Microsoft,,\driver\acpi
acpi/pnp0a05/30,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\13,0,Microsoft,,\driver\acpi
acpi/pnp0a05/31,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\13,0,Microsoft,,\driver\acpi
acpi/pnp0a05/32,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\13,0,Microsoft,,\driver\acpi
acpi/pnp0a05/33,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\13,0,Microsoft,,\driver\acpi
acpi/pnp0a05/34,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\13,0,Microsoft,,\driver\acpi
acpi/pnp0a05/35,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\13,0,Microsoft,,\driver\acpi
acpi/pnp0a05/36,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\13,0,Microsoft,,\driver\acpi
acpi/pnp0a05/37,2020-09-19 01:31:23.1198564,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\13,0,Microsoft,,\driver\acpi
acpi/pnp0a05/38,2020-09-19 01:31:23.1359751,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\14,0,Microsoft,,\driver\acpi
acpi/pnp0a05/39,2020-09-19 01:31:23.1512294,,system,{4d36e97d-e325-11ce-bfc1-08002be10318},,{27db0821-3bf9-f71a-f96f-a53403857690},Generic Bus,,machine.inf_amd64_8d242da33ece4bf6,,06-21-2006,10.0.19041.1,acpi,"acpi\ven_pnp&dev_0a05,acpi\pnp0a05,*pnp0a05",machine.inf,0,(Standard system devices),*pnp0a05,Generic Bus,acpi\pnp0a05\14,0,Microsoft,,\driver\acpi
