BagPath,Slot,NodeSlot,MRUPosition,AbsolutePath,ShellType,Value,ChildBags,CreatedOn,ModifiedOn,AccessedOn,LastWriteTime,MFTEntry,MFTSequenceNumber,ExtensionBlockCount,FirstInteracted,LastInteracted,HasExplored,Miscellaneous
BagMRU,0,0,0,Desktop\Control Panel,Root folder: GUID,Control Panel,1,,,,2020-08-01 22:02:31,,,0,,2020-08-01 22:02:31,False,
BagMRU,1,0,2,Desktop\My Computer,Root folder: GUID,My Computer,1,,,,2020-08-01 22:02:31,,,0,,,False,
BagMRU,2,0,1,Desktop\Computers and Devices,Root folder: GUID,Computers and Devices,1,,,,2020-08-01 22:02:31,,,0,,,False,
BagMRU\0,0,0,0,Desktop\Control Panel\Network and Internet,Control Panel Category,Network and Internet,2,,,,2020-08-01 21:08:03,,,0,,2020-08-01 21:08:03,False,
BagMRU\0\0,0,1,1,Desktop\Control Panel\Network and Internet\Network and Sharing Center,GUID: Control panel,Network and Sharing Center,0,,,,2020-08-01 21:57:43,,,0,2020-08-01 21:08:03,,True,
BagMRU\0\0,1,2,0,Desktop\Control Panel\Network and Internet\Network Connections,GUID: Control panel,Network Connections,0,,,,2020-08-01 21:57:43,,,0,2020-08-01 21:17:46,2020-08-01 21:57:43,True,
BagMRU\1,0,3,0,Desktop\My Computer\Documents,Root folder: GUID,Documents,0,,,,2020-08-01 21:39:11,,,0,2020-08-01 21:39:11,2020-08-01 21:39:11,True,
BagMRU\2,0,4,0,Desktop\Computers and Devices\DESKTOP-23PS6ES,Variable: Users property view,DESKTOP-23PS6ES,0,,,,2020-08-01 21:50:04,,,0,2020-08-01 21:50:04,2020-08-01 21:50:04,False,
