Timestamp,BatchKeyPath,Url,BatchValueName,Slack
,CsiTool-CreateHive-{00000000-0000-0000-0000-000000000000}\Software\Microsoft\Internet Explorer\TypedURLs,http://go.microsoft.com/fwlink/p/?LinkId=255141,url1,潔汯
