Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,EndTime,DurationMs
10393,2018-03-30 21:10:00,svchost.exe,[localserviceandnoimpersonation] [QWAVE],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,1386,2018-03-30 21:09:52.3855768,59632
10394,2018-03-30 21:10:00,svchost.exe,[netsvcs] [Schedule],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,25,2018-03-30 21:09:52.3855768,59632
10395,2018-03-30 21:10:00,svchost.exe,[LocalSystemNetworkRestricted] [NgcSvc],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,516,2018-03-30 21:09:52.3855768,59632
10396,2018-03-30 21:10:00,ApMsgFwd.exe,,07/01/2014 09:03:05 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,411,2018-03-30 21:09:52.3855768,59632
10397,2018-03-30 21:10:00,svchost.exe,[netsvcs] [TokenBroker],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,306,2018-03-30 21:09:52.3855768,59632
10398,2018-03-30 21:10:00,explorer.exe,,04/04/1983 03:54:51 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1010,2018-03-30 21:09:52.3855768,59632
10399,2018-03-30 21:10:00,browser_broker.exe,,02/05/1971 09:31:41 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,446,2018-03-30 21:09:52.3855768,59632
10400,2018-03-30 21:10:00,svchost.exe,[localservice] [WdiServiceHost],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,6,2018-03-30 21:09:52.3855768,59632
10401,2018-03-30 21:10:00,svchost.exe,[unistacksvcgroup],03/09/2053 12:52:42 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,273,2018-03-30 21:09:52.3855768,59632
10402,2018-03-30 21:10:00,IsrDpc,,01/01/1970 00:00:00 +00:00,UnknownOrUserSid,,,2,64,2018-03-30 21:09:52.3855768,59632
10403,2018-03-30 21:10:00,AKMonitor.exe,,06/19/1992 22:22:17 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,330,2018-03-30 21:09:52.3855768,59632
10404,2018-03-30 21:10:00,svchost.exe,[LocalSystemNetworkRestricted],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,69,2018-03-30 21:09:52.3855768,59632
10405,2018-03-30 21:10:00,Microsoft.SkypeApp_12.1811.248.0_x64__kzf8qxf38zg5c!ppleae38af2e007f4358a809ac99a64a67c1!RuntimeBroker.exe!2039/04/24:17:38:33!1b83b!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1161,2018-03-30 21:09:52.3855768,59632
10406,2018-03-30 21:10:00,BoxSync.exe,,01/01/1970 00:00:00 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1736,2018-03-30 21:09:52.3855768,59632
10407,2018-03-30 21:10:00,smss.exe,,02/07/1972 14:50:53 +00:00,LocalSystem,S-1-5-18,systemprofile,4,66,2018-03-30 21:09:52.3855768,59632
10408,2018-03-30 21:10:00,svchost.exe,[localsystemnetworkrestricted] [PcaSvc],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,58,2018-03-30 21:09:52.3855768,59632
10409,2018-03-30 21:10:00,chrome.exe,,03/20/2018 05:21:30 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,320,2018-03-30 21:09:52.3855768,59632
10410,2018-03-30 21:10:00,svchost.exe,[localservice] [netprofm],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,310,2018-03-30 21:09:52.3855768,59632
10411,2018-03-30 21:10:00,svchost.exe,[netsvcs] [Themes],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,5,2018-03-30 21:09:52.3855768,59632
10412,2018-03-30 21:10:00,svchost.exe,[localservice] [FontCache],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,49,2018-03-30 21:09:52.3855768,59632
10413,2018-03-30 21:10:00,Microsoft.Windows.Cortana_1.9.6.16299_neutral_neutral_cw5n1h2txyewy!CortanaUI!SearchUI.exe!2018/02/22:00:28:44!bce3cf!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1008,2018-03-30 21:09:52.3855768,59632
10414,2018-03-30 21:10:00,smartscreen.exe,,04/10/1973 03:44:20 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,277,2018-03-30 21:09:52.3855768,59632
10415,2018-03-30 21:10:00,Microsoft.MicrosoftEdge_41.16299.248.0_neutral__8wekyb3d8bbwe!MicrosoftEdge!MicrosoftEdge.exe!2018/03/01:05:43:42!d0a558!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1315,2018-03-30 21:09:52.3855768,59632
10416,2018-03-30 21:10:00,svchost.exe,,03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,24,2018-03-30 21:09:52.3855768,59632
10417,2018-03-30 21:10:00,googledrivesync.exe,,01/01/1970 00:00:00 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1327,2018-03-30 21:09:52.3855768,59632
10418,2018-03-30 21:10:00,svchost.exe,[rpcss],03/09/2053 12:52:42 +00:00,NetworkService,S-1-5-20,NetworkService,11,26,2018-03-30 21:09:52.3855768,59632
10419,2018-03-30 21:10:00,Microsoft.MicrosoftEdge_41.16299.248.0_neutral__8wekyb3d8bbwe!MicrosoftEdge!RuntimeBroker.exe!2039/04/24:17:38:33!1b83b!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1314,2018-03-30 21:09:52.3855768,59632
10420,2018-03-30 21:10:00,svchost.exe,[netsvcs] [SENS],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,12,2018-03-30 21:09:52.3855768,59632
10421,2018-03-30 21:10:00,audiodg.exe,,12/19/2034 23:44:02 +00:00,LocalService,S-1-5-19,LocalService,7,998,2018-03-30 21:09:52.3855768,59632
10422,2018-03-30 21:10:00,LogonUI.exe,,04/30/1982 23:29:38 +00:00,LocalSystem,S-1-5-18,systemprofile,4,361,2018-03-30 21:09:52.3855768,59632
10423,2018-03-30 21:10:00,Microsoft.SkypeApp_12.1811.248.0_x64__kzf8qxf38zg5c!ppleae38af2e007f4358a809ac99a64a67c1!SkypeHost.exe!2018/03/17:10:40:48!0!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1149,2018-03-30 21:09:52.3855768,59632
10424,2018-03-30 21:10:00,sihost.exe,,01/21/2031 10:42:26 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,322,2018-03-30 21:09:52.3855768,59632
10425,2018-03-30 21:10:00,taskhostw.exe,,03/29/2087 01:03:17 +00:00,LocalSystem,S-1-5-18,systemprofile,4,294,2018-03-30 21:09:52.3855768,59632
10426,2018-03-30 21:10:00,HidMonitorSvc.exe,,11/06/2014 06:00:14 +00:00,LocalSystem,S-1-5-18,systemprofile,4,1022,2018-03-30 21:09:52.3855768,59632
10427,2018-03-30 21:10:00,nvtray.exe,,12/29/2016 12:27:30 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,391,2018-03-30 21:09:52.3855768,59632
10428,2018-03-30 21:10:00,svchost.exe,[unistacksvcgroup] [WpnUserService],03/09/2053 12:52:42 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,311,2018-03-30 21:09:52.3855768,59632
10429,2018-03-30 21:10:00,svchost.exe,[LocalSystemNetworkRestricted] [WdiSystemHost],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,1380,2018-03-30 21:09:52.3855768,59632
10430,2018-03-30 21:10:00,ctfmon.exe,,05/01/2098 23:02:31 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,392,2018-03-30 21:09:52.3855768,59632
10431,2018-03-30 21:10:00,Microsoft.Windows.ShellExperienceHost_10.0.16299.15_neutral_neutral_cw5n1h2txyewy!App!RuntimeBroker.exe!2039/04/24:17:38:33!1b83b!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,402,2018-03-30 21:09:52.3855768,59632
10432,2018-03-30 21:10:00,Microsoft.Windows.Cortana_1.9.6.16299_neutral_neutral_cw5n1h2txyewy!CortanaUI!RuntimeBroker.exe!2039/04/24:17:38:33!1b83b!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,400,2018-03-30 21:09:52.3855768,59632
10433,2018-03-30 21:10:00,Microsoft.WindowsStore_11802.1001.11.0_x64__8wekyb3d8bbwe!App!RuntimeBroker.exe!2039/04/24:17:38:33!1b83b!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1152,2018-03-30 21:09:52.3855768,59632
10434,2018-03-30 21:10:00,RuntimeBroker.exe,,04/24/2039 17:38:33 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,332,2018-03-30 21:09:52.3855768,59632
10435,2018-03-30 21:10:00,svchost.exe,[netsvcs],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,79,2018-03-30 21:09:52.3855768,50772
